Date,HE,PGE,SCE,SDGE,VEA,CAISO Total,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2020-09-01,14.0,12982.018199869792,14569.207318793402,2372.269556749132,103.02964645385742,30026.52542371962,28601.744478759767,4376.62535423304,33508.87633690732,5774.357704332156,36298.67544628636,6635.669210277606,27539.99048400061,5125.608741891515
2020-09-01,13.833333333333334,12959.026734212239,14480.969549018011,2366.9857182481555,101.42369954073871,29908.406371957288,28591.23646620132,4357.728679225708,33472.59685786161,5761.728419120906,36353.745359383516,6657.7743561184125,27651.456514569534,5155.470214150797
2020-09-01,13.666666666666666,12936.035268554688,14392.73177924262,2361.7018797471787,99.81775262762,29790.28732019495,28580.72845364287,4338.832004218377,33436.31737881589,5749.099133909656,36408.81527248067,6679.879501959218,27762.92254513846,5185.331686410078
2020-09-01,13.5,12913.043802897135,14304.494009467231,2356.4180412462024,98.21180571450128,29672.16826843262,28570.220441084424,4319.935329211045,33400.03789977018,5736.469848698407,36463.88518557783,6701.984647800024,27874.38857570738,5215.193158669359
2020-09-01,13.333333333333334,12890.052337239584,14216.25623969184,2351.1342027452256,96.60585880138257,29554.049216670286,28559.712428525974,4301.038654203714,33363.75842072446,5723.840563487158,36518.95509867498,6724.08979364083,27985.854606276305,5245.054630928641
2020-09-01,13.166666666666666,12867.06087158203,14128.01846991645,2345.8503642442492,94.99991188826385,29435.930164907953,28549.204415967528,4282.141979196383,33327.478941678746,5711.211278275909,36574.02501177213,6746.1949394816365,28097.32063684523,5274.916103187923
2020-09-01,13.0,12844.06940592448,14039.780700141058,2340.5665257432725,93.39396497514514,29317.811113145617,28538.696403409078,4263.245304189051,33291.199462633034,5698.5819930646585,36629.094924869285,6768.300085322442,28208.786667414155,5304.777575447204
2020-09-01,12.833333333333334,12821.077940266927,13951.542930365667,2335.282687242296,91.78801806202642,29199.692061383284,28528.18839085063,4244.34862918172,33254.919983587315,5685.952707853409,36684.16483796644,6790.405231163248,28320.25269798308,5334.639047706485
2020-09-01,12.666666666666666,12798.086474609376,13863.305160590277,2329.9988487413193,90.1820711489077,29081.57300962095,28517.680378292185,4225.451954174388,33218.6405045416,5673.32342264216,36739.234751063595,6812.510377004054,28431.718728552005,5364.500519965767
2020-09-01,12.5,12775.095008951823,13775.067390814886,2324.715010240343,88.57612423578898,28963.453957858615,28507.172365733735,4206.555279167057,33182.361025495884,5660.69413743091,36794.30466416075,6834.615522844861,28543.18475912093,5394.361992225049
2020-09-01,12.333333333333334,12752.103543294272,13686.829621039496,2319.431171739366,86.97017732267027,28845.334906096283,28496.66435317529,4187.658604159726,33146.08154645017,5648.064852219661,36849.374577257906,6856.720668685666,28654.65078968985,5424.22346448433
2020-09-01,12.166666666666666,12729.112077636719,13598.591851264106,2314.14733323839,85.36423040955155,28727.21585433395,28486.15634061684,4168.761929152394,33109.80206740446,5635.435567008411,36904.44449035506,6878.825814526472,28766.116820258776,5454.084936743611
2020-09-01,12.0,12706.120611979168,13510.354081488715,2308.863494737413,83.75828349643284,28609.096802571614,28475.648328058393,4149.865254145063,33073.52258835874,5622.806281797162,36959.51440345221,6900.930960367278,28877.5828508277,5483.946409002893
2020-09-01,11.833333333333334,12683.129146321615,13422.116311713324,2303.5796562364367,82.15233658331412,28490.97775080928,28465.140315499946,4130.9685791377315,33037.24310931303,5610.176996585912,37014.584316549364,6923.036106208085,28989.048881396626,5513.807881262175
2020-09-01,11.666666666666668,12660.137680664062,13333.878541937933,2298.2958177354603,80.54638967019541,28372.85869904695,28454.632302941496,4112.0719041304,33000.96363026731,5597.547711374663,37069.65422964652,6945.14125204889,29100.51491196555,5543.669353521456
2020-09-01,11.5,12637.14621500651,13245.640772162544,2293.0119792344835,78.9404427570767,28254.739647284616,28444.12429038305,4093.1752291230687,32964.6841512216,5584.918426163414,37124.724142743675,6967.246397889696,29211.980942534472,5573.530825780737
2020-09-01,11.333333333333334,12614.154749348958,13157.403002387153,2287.728140733507,77.33449584395798,28136.62059552228,28433.6162778246,4074.2785541157373,32928.404672175886,5572.2891409521635,37179.79405584083,6989.351543730502,29323.446973103397,5603.392298040019
2020-09-01,11.166666666666668,12591.163283691407,13069.165232611762,2282.4443022325304,75.72854893083927,28018.501543759947,28423.108265266153,4055.381879108406,32892.12519313017,5559.659855740914,37234.863968937985,7011.456689571309,29434.91300367232,5633.253770299301
2020-09-01,11.0,12568.171818033854,12980.927462836371,2277.160463731554,74.12260201772054,27900.382491997614,28412.600252707707,4036.4852041010745,32855.845714084455,5547.030570529665,37289.93388203514,7033.561835412114,29546.379034241247,5663.115242558582
2020-09-01,10.833333333333334,12545.180352376303,12892.68969306098,2271.8766252305772,72.51665510460182,27782.263440235278,28402.092240149257,4017.588529093743,32819.566235038736,5534.401285318415,37345.003795132296,7055.66698125292,29657.84506481017,5692.9767148178635
2020-09-01,10.666666666666668,12522.18888671875,12804.45192328559,2266.592786729601,70.91070819148311,27664.144388472945,28391.58422759081,3998.6918540864117,32783.286755993024,5521.772000107166,37400.07370822945,7077.772127093726,29769.311095379097,5722.838187077145
2020-09-01,10.5,12499.197421061199,12716.214153510198,2261.308948228624,69.3047612783644,27546.025336710612,28381.07621503236,3979.7951790790803,32747.007276947308,5509.1427148959165,37455.1436213266,7099.877272934533,29880.77712594802,5752.699659336427
2020-09-01,10.333333333333334,12476.205955403646,12627.97638373481,2256.0251097276478,67.69881436524568,27427.90628494828,28370.568202473914,3960.898504071749,32710.727797901596,5496.513429684667,37510.213534423754,7121.982418775338,29992.243156516943,5782.5611315957085
2020-09-01,10.166666666666668,12453.214489746095,12539.738613959418,2250.741271226671,66.09286745212697,27309.787233185943,28360.060189915464,3942.0018290644175,32674.44831885588,5483.884144473417,37565.28344752091,7144.087564616144,30103.709187085868,5812.42260385499
2020-09-02,10.0,12430.223024088542,12451.500844184027,2245.4574327256946,64.48692053900825,27191.66818142361,28349.552177357018,3923.105154057086,32638.168839810165,5471.254859262168,37620.353360618064,7166.19271045695,30215.175217654793,5842.284076114272
2020-09-02,10.083333333333334,12396.430966163918,12542.167055031105,2253.853210223163,65.42044659402636,27257.871636748136,28355.211809138666,3930.04768769932,32610.71058201186,5476.1698321415115,37595.70983057933,7131.05543650166,30169.26056746669,5777.091506265016
2020-09-02,10.166666666666666,12362.638908239294,12632.833265878182,2262.248987720631,66.35397264904447,27324.075092072664,28360.871440920317,3936.9902213415535,32583.252324213558,5481.084805020856,37571.06630054061,7095.91816254637,30123.345917278584,5711.89893641576
2020-09-02,10.25,12328.84685031467,12723.49947672526,2270.644765218099,67.28749870406257,27390.27854739719,28366.531072701964,3943.932754983787,32555.794066415256,5485.9997779002,37546.42277050188,7060.780888591079,30077.431267090484,5646.706366566504
2020-09-02,10.333333333333334,12295.054792390047,12814.165687572338,2279.0405427155674,68.22102475908068,27456.482002721714,28372.19070448361,3950.875288626021,32528.33580861695,5490.914750779544,37521.779240463155,7025.643614635788,30031.51661690238,5581.513796717248
2020-09-02,10.416666666666666,12261.262734465423,12904.831898419416,2287.4363202130353,69.15455081409878,27522.685458046242,28377.85033626526,3957.8178222682545,32500.877550818645,5495.829723658888,37497.13571042442,6990.506340680498,29985.601966714275,5516.321226867992
2020-09-02,10.5,12227.4706765408,12995.498109266493,2295.8320977105036,70.08807686911689,27588.888913370767,28383.509968046907,3964.760355910488,32473.419293020343,5500.744696538231,37472.4921803857,6955.369066725208,29939.68731652617,5451.128657018736
2020-09-02,10.583333333333334,12193.678618616175,13086.16432011357,2304.227875207972,71.021602924135,27655.092368695296,28389.169599828558,3971.7028895527214,32445.96103522204,5505.659669417576,37447.84865034697,6920.231792769917,29893.772666338067,5385.93608716948
2020-09-02,10.666666666666666,12159.886560691551,13176.830530960648,2312.62365270544,71.9551289791531,27721.29582401982,28394.829231610205,3978.645423194955,32418.502777423735,5510.57464229692,37423.20512030824,6885.094518814627,29847.858016149963,5320.743517320224
2020-09-02,10.75,12126.094502766928,13267.496741807725,2321.019430202908,72.88865503417121,27787.499279344345,28400.488863391853,3985.587956837189,32391.04451962543,5515.489615176263,37398.56159026951,6849.957244859336,29801.94336596186,5255.550947470968
2020-09-02,10.833333333333334,12092.302444842304,13358.162952654802,2329.4152077003764,73.82218108918931,27853.702734668874,28406.148495173504,3992.5304904794225,32363.586261827128,5520.404588055608,37373.91806023078,6814.8199709040455,29756.02871577376,5190.358377621713
2020-09-02,10.916666666666666,12058.51038691768,13448.82916350188,2337.8109851978443,74.75570714420742,27919.9061899934,28411.80812695515,3999.473024121656,32336.128004028826,5525.319560934951,37349.27453019206,6779.682696948756,29710.114065585654,5125.165807772457
2020-09-02,11.0,12024.718328993054,13539.495374348957,2346.2067626953126,75.68923319922553,27986.109645317927,28417.4677587368,4006.41555776389,32308.66974623052,5530.234533814295,37324.63100015333,6744.545422993465,29664.19941539755,5059.973237923201
2020-09-02,11.083333333333334,11990.92627106843,13630.161585196036,2354.602540192781,76.62275925424365,28052.313100642452,28423.127390518446,4013.3580914061235,32281.211488432215,5535.1495066936395,37299.9874701146,6709.408149038174,29618.284765209446,4994.780668073945
2020-09-02,11.166666666666666,11957.134213143807,13720.827796043113,2362.9983176902488,77.55628530926174,28118.516555966977,28428.787022300094,4020.3006250483572,32253.753230633913,5540.064479572983,37275.34394007587,6674.270875082884,29572.370115021342,4929.588098224689
2020-09-02,11.25,11923.342155219183,13811.49400689019,2371.394095187717,78.48981136427986,28184.720011291505,28434.446654081745,4027.243158690591,32226.29497283561,5544.979452452328,37250.70041003714,6639.1336011275935,29526.45546483324,4864.395528375433
2020-09-02,11.333333333333334,11889.55009729456,13902.160217737268,2379.7898726851854,79.42333741929797,28250.92346661603,28440.106285863392,4034.1856923328246,32198.836715037305,5549.894425331671,37226.05687999842,6603.996327172303,29480.540814645137,4799.202958526177
2020-09-02,11.416666666666666,11855.758039369935,13992.826428584345,2388.1856501826533,80.35686347431607,28317.126921940555,28445.76591764504,4041.1282259750583,32171.378457239,5554.809398211015,37201.41334995969,6568.859053217013,29434.626164457033,4734.010388676921
