Date,HE,PGE,SCE,SDGE,VEA,CAISO Total,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2022-11-01 00:00:00,24.0,10254.9,10264.43,2018.76,47.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 01:00:00,23.083333333333332,10232.695416666666,10222.44375,2024.8608333333334,47.395833333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 02:00:00,22.166666666666668,10210.490833333333,10180.4575,2030.9616666666666,47.27166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 03:00:00,21.25,10188.28625,10138.47125,2037.0625,47.1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 04:00:00,20.333333333333332,10166.081666666667,10096.485,2043.1633333333334,47.02333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 05:00:00,19.416666666666668,10143.877083333333,10054.49875,2049.264166666667,46.899166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 06:00:00,18.5,10121.6725,10012.5125,2055.365,46.775000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 07:00:00,17.583333333333336,10099.467916666666,9970.52625,2061.465833333333,46.65083333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 08:00:00,16.666666666666668,10077.263333333332,9928.54,2067.5666666666666,46.52666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 09:00:00,15.75,10055.05875,9886.553750000001,2073.6675,46.4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 10:00:00,14.833333333333334,10032.854166666666,9844.567500000001,2079.7683333333334,46.278333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 11:00:00,13.916666666666668,10010.649583333334,9802.581250000001,2085.8691666666664,46.15416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 12:00:00,13.0,9988.445,9760.595000000001,2091.97,46.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 13:00:00,12.083333333333334,9966.240416666666,9718.60875,2098.070833333333,45.905833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 14:00:00,11.166666666666668,9944.035833333333,9676.6225,2104.1716666666666,45.781666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 15:00:00,10.25,9921.83125,9634.63625,2110.2725,45.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:00:00,9.333333333333334,9899.626666666667,9592.65,2116.373333333333,45.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 17:00:00,8.416666666666668,9877.422083333333,9550.66375,2122.4741666666664,45.409166666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 18:00:00,7.5,9855.217499999999,9508.6775,2128.575,45.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 19:00:00,6.583333333333336,9833.012916666667,9466.69125,2134.6758333333332,45.160833333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 20:00:00,5.666666666666668,9810.808333333332,9424.705,2140.7766666666666,45.03666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 21:00:00,4.75,9788.60375,9382.71875,2146.8775,44.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 22:00:00,3.8333333333333357,9766.399166666666,9340.7325,2152.978333333333,44.788333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 23:00:00,2.916666666666668,9744.194583333334,9298.74625,2159.0791666666664,44.66416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 00:00:00,2.0,9721.99,9256.76,2165.18,44.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 01:00:00,2.4166666666666665,9740.759166666667,9339.139166666668,2158.84125,45.06916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 02:00:00,2.8333333333333335,9759.528333333334,9421.518333333333,2152.5025,45.59833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 03:00:00,3.25,9778.2975,9503.897500000001,2146.1637499999997,46.1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 04:00:00,3.666666666666667,9797.066666666666,9586.276666666667,2139.825,46.656666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 05:00:00,4.083333333333334,9815.835833333333,9668.655833333334,2133.48625,47.185833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 06:00:00,4.5,9834.605,9751.035,2127.1475,47.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 07:00:00,4.916666666666667,9853.374166666666,9833.414166666667,2120.8087499999997,48.244166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 08:00:00,5.333333333333334,9872.143333333333,9915.793333333333,2114.47,48.77333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 09:00:00,5.75,9890.9125,9998.1725,2108.13125,49.3025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02 10:00:00,6.166666666666667,9909.681666666667,10080.551666666666,2101.7925,49.83166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
