Date,PGE,SCE,SDGE,VEA,HE,CAISO Total,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2024-07-01,12125.22765,12067.59397,2317.451294,66.49053166,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12245.771636250001,12196.09183375,2289.9938470416664,69.2930026325,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12366.3156225,12324.5896975,2262.5364000833333,72.095473605,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12486.859608750001,12453.08756125,2235.0789531249998,74.8979445775,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12607.403595,12581.585425,2207.6215061666667,77.70041555,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12727.94758125,12710.08328875,2180.164059208333,80.5028865225,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12848.491567500001,12838.581152499999,2152.70661225,83.305357495,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,12969.03555375,12967.07901625,2125.2491652916665,86.1078284675,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13089.57954,13095.57688,2097.7917183333334,88.91029944,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13210.123526250001,13224.07474375,2070.334271375,91.71277041249999,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13330.6675125,13352.5726075,2042.8768244166668,94.515241385,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13451.21149875,13481.07047125,2015.4193774583332,97.3177123575,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13571.755485000001,13609.568335,1987.9619305,100.12018333,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13692.29947125,13738.066198749999,1960.5044835416666,102.9226543025,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13812.843457500001,13866.5640625,1933.0470365833332,105.725125275,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,13933.38744375,13995.06192625,1905.589589625,108.5275962475,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
