Date,HE,PGE,SCE,SDGE,VEA,CAISO Total,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2022-02-01 00:00:00,15.0,9475.27,10626.6,2228.93,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 01:00:00,14.833333333333334,9497.001666666667,10636.565416666666,2214.080833333333,60.678333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 02:00:00,14.666666666666666,9518.733333333334,10646.530833333334,2199.2316666666666,62.10666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 03:00:00,14.5,9540.465,10656.49625,2184.3824999999997,63.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 04:00:00,14.333333333333334,9562.196666666667,10666.461666666666,2169.5333333333333,64.96333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 05:00:00,14.166666666666666,9583.928333333333,10676.427083333334,2154.6841666666664,66.39166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 06:00:00,14.0,9605.66,10686.3925,2139.835,67.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 07:00:00,13.833333333333334,9627.391666666666,10696.357916666668,2124.985833333333,69.24833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 08:00:00,13.666666666666666,9649.123333333333,10706.323333333334,2110.1366666666663,70.67666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 09:00:00,13.5,9670.855,10716.28875,2095.2875,72.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01 10:00:00,13.333333333333334,9692.586666666666,10726.254166666668,2080.438333333333,73.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
