Date,PGE,SCE,SDGE,VEA,HE,CAISO Total,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2025-05-01,8728.946754,14392.52567,1589.600305,120.6315131,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,8824.912183416667,14249.232160000001,1607.4639603333333,117.7779091175,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,8920.877612833334,14105.93865,1625.3276156666666,114.92430513500001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9016.84304225,13962.64514,1643.191271,112.0707011525,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9112.808471666667,13819.351630000001,1661.0549263333332,109.21709717,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9208.773901083334,13676.058120000002,1678.9185816666666,106.36349318750001,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9304.7393305,13532.76461,1696.782237,103.50988920500001,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9400.704759916667,13389.4711,1714.6458923333332,100.6562852225,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9496.670189333334,13246.177590000001,1732.5095476666665,97.80268124000001,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9592.63561875,13102.88408,1750.3732029999999,94.94907725750001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9688.601048166667,12959.59057,1768.2368583333332,92.09547327500002,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9784.566477583334,12816.29706,1786.1005136666668,89.24186929250001,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9880.531907,12673.003550000001,1803.9641689999999,86.38826531000001,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,9976.497336416667,12529.71004,1821.8278243333334,83.5346613275,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10072.462765833334,12386.41653,1839.6914796666667,80.68105734500001,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10168.42819525,12243.123019999999,1857.555135,77.82745336250001,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10264.393624666667,12099.82951,1875.4187903333334,74.97384938000002,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10360.359054083334,11956.536,1893.2824456666667,72.12024539750001,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10456.3244835,11813.24249,1911.146101,69.26664141500001,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10552.289912916667,11669.94898,1929.0097563333334,66.4130374325,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10648.255342333334,11526.65547,1946.8734116666667,63.559433450000014,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10744.22077175,11383.36196,1964.737067,60.70582946750001,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10840.186201166667,11240.068449999999,1982.6007223333334,57.85222548500001,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,10936.151630583334,11096.77494,2000.4643776666667,54.998621502500015,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
