date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2024-12-01,9.189584,16.2,3.95,6.66963,13.213636,1.620204,5.433333,78.67339,93.85423,56.339054,0.0,0.0,0.0,16.039202,28.44,10.79,10.79,0.0,1.6314199,1013.8625,0.0,8.810416
2024-12-02,7.872917,13.75,3.8,3.9657218,9.367272,-0.06850052,2.689583,70.80632,90.41743,48.246883,0.0,0.0,0.0,20.991426,35.28,10.7,10.7,48.458332,1.9079473,1023.0042,0.0,10.127083
2024-12-03,6.012501,10.2,3.1,3.4195595,7.4407415,0.29730988,3.1187503,82.79385,96.537636,61.60742,0.0,0.0,0.0,11.989946,22.319998,9.36,9.36,37.875,1.1582466,1026.2583,0.0,11.987499
2024-12-04,6.458334,10.0,2.45,4.0739136,7.3106546,-0.034599304,2.3895833,77.94601,100.0,44.9502,0.0,0.0,0.0,7.3799996,15.4800005,8.25,8.25,81.333336,1.0496441,1024.8833,0.0,11.541666
2024-12-05,5.9125,10.6,2.55,3.4809525,7.703166,0.2111063,3.7500002,87.54047,100.0,58.104584,0.0,0.0,0.0,9.9408245,20.519999,8.36,8.36,88.041664,1.0642084,1023.37067,0.0,12.0875
2024-12-06,5.691667,9.7,2.8,3.4399173,7.5855665,-0.6306293,3.2229168,85.34603,99.300285,58.708702,0.0,0.0,0.0,10.215693,18.359999,9.2,9.2,59.958332,1.0668353,1025.4,0.0,12.308332
2024-12-07,3.5708332,8.55,-1.7,-1.0885311,3.519577,-5.414923,-4.30625,57.772366,77.54941,37.369747,0.0,0.0,0.0,22.350464,39.239998,9.52,9.52,26.458334,1.7665639,1032.6874,0.0,14.429167
2024-12-08,2.1520832,5.6,-0.75,-0.8570342,1.9119945,-3.8835666,-3.529167,71.44372,100.0,32.6833,0.0,0.0,0.0,6.5223618,18.72,10.49,10.49,84.166664,1.1451421,1031.5543,0.0,15.847917
2024-12-09,4.2104163,6.2,-0.1,1.3540736,3.2485833,-2.5013103,-2.2812502,64.898865,93.996895,41.923416,0.0,0.0,0.0,7.1684303,13.679999,6.89,6.89,80.708336,0.81059396,1026.8624,0.0,13.789583
2024-12-10,5.8000007,8.65,3.1,1.9967061,4.930784,-0.735538,-0.94583327,62.265156,74.46836,51.48205,0.0,0.0,0.0,14.7742605,24.48,6.03,6.03,91.458336,1.3340743,1026.7001,0.0,12.199999
2024-12-11,4.1916666,8.2,0.95,0.34328628,3.6601276,-3.029955,-0.93541664,70.63564,87.044846,47.714302,0.0,0.0,0.0,15.122143,28.44,8.72,8.72,33.041668,1.2868563,1029.3208,0.0,13.808333
2024-12-12,4.4375005,7.0,1.5,1.648055,3.9513893,-2.621606,0.65625006,77.41244,97.19125,54.52304,0.0,0.0,0.0,10.897063,20.519999,6.18,6.18,93.083336,0.82040775,1028.4415,0.0,13.5625
2024-12-13,2.78125,7.4,-1.85,-1.611061,2.5169916,-5.621096,-1.9041667,71.78448,82.40377,57.25987,0.90000004,0.6,0.21000001,25.113064,45.36,7.79,7.79,51.083332,1.1860477,1031.996,0.0,15.21875
2024-12-14,1.4666667,5.95,-2.0,-2.561138,1.1859832,-5.773465,-4.179167,69.21065,86.832,34.513443,0.0,0.0,0.0,12.011544,24.48,10.36,10.36,10.333333,1.2370389,1032.2124,0.0,16.533333
