date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2025-02-01,4.3104167,7.55,0.65,1.0895784,3.8399506,-1.9030933,0.3729166,76.47766,92.072235,58.16384,0.0,0.0,0.0,16.434305,29.519999,6.6,6.6,98.083336,0.9648791,1024.4792,0.0,13.689583
2025-02-02,4.4666677,7.95,-0.5,1.2588947,4.7449017,-3.8905814,0.6395832,76.97302,90.296394,62.360306,0.0,0.0,0.0,12.303366,21.96,5.89,5.89,91.583336,0.939625,1025.4291,0.0,13.533333
2025-02-03,2.0104167,7.5,-2.65,-2.0675228,2.6845956,-5.8386393,-5.845833,59.003506,82.71876,30.908125,0.0,0.0,0.0,18.11841,33.12,13.08,13.08,13.375,1.7794895,1028.7041,0.0,15.989583
2025-02-04,1.3666668,6.4,-2.05,-1.8981538,2.5582666,-5.3546987,-4.952083,66.44992,98.8995,30.819439,0.0,0.0,0.0,8.643749,17.64,13.78,13.78,16.0,1.5276206,1023.9834,0.0,16.633333
2025-02-05,-0.2145834,3.6,-3.4,-4.8638916,-2.3574872,-6.9240227,-9.220834,56.47662,95.25466,19.434038,0.0,0.0,0.0,20.73753,38.16,14.14,14.14,55.666668,1.692276,1025.3207,0.0,18.214584
2025-02-06,1.5333333,7.85,-6.95,-4.477944,1.6174374,-14.839409,-9.802083,45.096878,73.20735,24.12438,0.0,0.0,0.0,33.26106,59.039997,12.23,12.23,55.916668,2.33349,1025.871,0.0,16.466667
2025-02-07,-5.1729164,-3.1,-7.35,-11.500602,-10.072153,-14.989421,-20.406252,29.75277,38.347343,21.920874,0.0,0.0,0.0,25.369785,48.239998,14.85,14.85,9.958333,1.81029,1038.425,0.0,23.172916
2025-02-08,-3.270833,0.55,-5.75,-8.061577,-5.132449,-11.515589,-16.616667,42.06532,68.71325,11.218588,0.0,0.0,0.0,14.941085,30.960001,14.71,14.71,27.666666,1.5714426,1035.7542,0.0,21.270832
2025-02-09,-0.6958334,2.9,-3.7,-4.813048,-0.9211869,-7.3475566,-13.5666685,43.915157,73.161224,9.444631,0.0,0.0,0.0,9.659814,17.28,14.85,14.85,59.708332,1.63619,1030.0292,0.0,18.695833
2025-02-10,3.1104167,8.7,-0.85,-1.7046809,3.7064576,-5.2876854,-7.733334,49.502563,78.74307,16.57422,0.0,0.0,0.0,15.951087,25.919998,14.59,14.59,25.0,2.2920985,1025.0125,0.0,14.889584
2025-02-11,5.5958343,11.55,0.8,1.9670243,7.6722775,-3.8355458,1.61875,77.73672,94.53956,48.841473,5.0,5.0,0.0,19.60761,32.039997,10.95,10.95,56.333332,1.5356545,1020.01654,0.0,12.404165
2025-02-12,2.7937505,9.2,-3.1,-1.6249801,3.8855991,-6.1096087,-4.4249997,62.3279,92.10672,35.47993,0.0,0.0,0.0,22.104116,40.68,12.26,12.26,38.458332,1.8686118,1028.0123,0.0,15.206249
2025-02-13,2.5437493,8.7,-1.25,-1.4830142,4.295644,-5.077573,-6.2791667,57.261597,83.20477,23.329231,0.0,0.0,0.0,11.799271,24.48,15.34,15.34,16.791666,2.02321,1025.6334,0.0,15.456251
2025-02-14,5.4229164,10.25,1.7,2.253792,7.153919,-2.2866604,-0.5416667,66.51777,85.32566,43.124996,0.0,0.0,0.0,10.4166975,21.24,9.23,9.23,70.041664,1.3264854,1019.82086,0.0,12.577084
2025-02-15,7.2208323,13.45,2.2,3.7034843,9.672553,-1.6033332,0.8520834,66.129005,81.454834,38.969913,0.0,0.0,0.0,13.337016,27.0,14.18,14.18,52.125,2.2185342,1017.15826,0.0,10.779167
2025-02-16,6.3479156,14.95,-0.55,2.0706754,10.514764,-4.2494936,-3.3625,53.17596,73.1694,26.745554,0.0,0.0,0.0,21.252197,34.2,15.61,15.61,31.625,2.8256075,1025.3833,0.0,11.652084
2025-02-17,4.6812496,9.45,0.5,0.78119355,5.0764227,-3.7550364,-6.445833,47.710957,68.64597,22.140898,0.0,0.0,0.0,10.63372,19.44,13.21,13.21,70.5,2.0508122,1030.3375,0.0,13.31875
2025-02-18,5.7645836,11.8,0.95,2.0108883,8.349726,-3.016944,-1.8791666,61.239136,93.706795,33.31492,0.0,0.0,0.0,13.8037815,28.8,15.46,15.46,64.125,2.1898491,1028.9833,0.0,12.235416
