date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2021-02-01,5.225001,12.35,-1.85,0.81915873,9.062294,-5.951374,-2.4041665,59.37492,89.32011,44.520535,0.0,0.0,0.0,21.758419,36.36,10.75,10.75,37.041668,2.1224508,1024.3458,0.0,12.775
2021-02-02,2.3395834,7.45,-0.7,-1.3568907,4.152587,-4.8705,-2.4958332,72.45466,94.03273,44.55035,0.0,0.0,0.0,12.55879,24.84,13.41,13.41,0.0,1.4909618,1028.0875,0.0,15.660417
2021-02-03,6.0395827,13.7,-2.05,1.9869671,10.009968,-6.266768,0.29791686,67.501045,93.72426,51.75622,0.0,0.0,0.0,17.373497,32.039997,13.31,13.31,25.666666,2.059548,1025.7667,0.0,11.960417
2021-02-04,5.4541664,10.05,0.9,1.5901693,5.566738,-3.0729508,-3.1020834,55.548492,69.286705,31.911911,0.0,0.0,0.0,11.681987,25.56,13.74,13.74,66.958336,2.0194244,1026.4918,0.0,12.545834
2021-02-05,8.462501,14.1,4.7,4.5311055,9.883639,0.61456823,2.5416665,68.17715,86.41249,43.461193,0.0,0.0,0.0,18.193361,31.68,12.07,12.07,12.708333,2.1845317,1018.19165,0.0,9.537499
2021-02-06,9.204167,17.25,2.85,6.166182,13.86002,-0.42256713,4.4062505,74.33874,94.80972,45.0847,0.0,0.0,0.0,17.709658,31.319998,13.38,13.38,46.791668,2.1302044,1017.94586,0.0,8.795833
2021-02-07,5.772917,12.55,0.1,1.1380239,9.382974,-4.8145266,0.17083317,67.94926,92.291855,54.872025,0.0,0.0,0.0,27.567635,48.6,13.46,13.46,65.166664,2.159504,1027.7708,0.0,12.227083
2021-02-08,2.7145827,6.7,-0.8,-1.5229582,2.3663254,-4.587214,-4.2791667,61.739048,88.57913,38.647484,0.0,0.0,0.0,13.138765,25.56,12.83,12.83,93.166664,1.7150309,1032.9708,0.0,15.285418
2021-02-09,4.333334,9.8,0.15,0.5772543,5.2750864,-3.5432444,-0.8833334,71.888435,96.10645,38.60187,0.0,0.0,0.0,14.039999,29.16,14.1,14.1,69.833336,1.8062092,1025.975,0.0,13.666666
2021-02-10,6.68125,11.85,3.0,4.1016293,9.226306,-0.18195868,3.0208333,79.37585,97.90207,48.056034,0.0,0.0,0.0,9.9571085,18.359999,12.31,12.31,94.125,1.6228478,1023.5874,0.0,11.31875
2021-02-11,8.035417,14.05,3.35,5.2475815,10.755744,0.3070917,5.2937503,84.283714,97.212585,57.159603,0.0,0.0,0.0,17.072504,30.599998,12.91,12.91,43.125,1.7470657,1021.74585,0.0,9.964583
2021-02-12,9.575001,14.95,5.5,6.879085,11.763153,3.170454,6.24375,81.175026,97.60643,57.17692,0.0,0.0,0.0,19.022177,34.92,13.67,13.67,9.333333,1.9647378,1022.9876,0.0,8.424999
2021-02-13,11.483334,15.9,7.2,9.333277,12.94743,4.7526093,8.208333,81.287796,95.382256,59.61951,0.8,0.8,0.0,16.75064,30.239998,11.25,11.25,81.583336,1.7520812,1019.4416,0.0,6.5166664
2021-02-14,9.108333,13.6,2.25,6.8929367,11.715978,-3.3133788,7.7395825,91.309975,98.639046,78.23413,3.7999997,3.7999997,0.0,24.269983,41.760002,4.47,4.47,52.625,0.7571734,1016.1042,0.0,8.891667
2021-02-15,4.0916667,7.3,1.5,0.29624972,4.135064,-3.2900798,-1.8270836,67.517845,91.73733,40.531887,0.0,0.0,0.0,24.795612,44.28,13.07,13.07,74.833336,1.6215365,1021.9041,0.0,13.908333
2021-02-16,4.7979164,10.85,-1.8,0.053934813,6.8773727,-7.1710997,-4.88125,51.30003,83.966545,31.56689,0.0,0.0,0.0,24.693481,44.28,15.29,15.29,7.3333335,2.6382463,1024.4291,0.0,13.202084
2021-02-17,1.1979167,6.05,-2.85,-2.788517,1.4884572,-6.694903,-7.741667,54.79228,80.60765,30.851578,0.0,0.0,0.0,10.514218,25.56,15.89,15.89,0.0,1.8543435,1030.925,0.0,16.802084
2021-02-18,5.004167,9.8,-0.55,0.94394916,5.359812,-4.5532827,-4.1854167,53.89751,72.25589,28.275503,0.0,0.0,0.0,15.986593,26.64,16.1,16.1,28.291666,2.3487296,1027.0708,0.0,12.995832
2021-02-19,12.785416,18.7,5.7,8.524663,14.378191,1.0544662,3.8312495,55.35846,74.00728,42.957756,0.0,0.0,0.0,23.333443,39.96,15.84,15.84,0.0,3.6474295,1015.0835,0.0,5.2145844
2021-02-20,15.383331,21.5,9.3,11.471545,18.03829,5.7157116,5.0708337,51.122818,71.45083,36.99343,0.0,0.0,0.0,23.78453,39.239998,16.28,16.28,0.0,4.237306,1011.23755,0.0,2.6166687
2021-02-21,16.445833,24.05,8.3,13.388382,20.693804,5.8024225,6.883333,55.134586,86.922745,36.978275,0.0,0.0,0.0,24.850431,42.12,16.36,16.36,0.0,4.0817003,1009.54584,0.0,1.5541668
2021-02-22,9.218749,14.35,4.05,3.715006,8.563478,-1.648258,-0.48124996,51.796417,75.36808,35.746494,0.0,0.0,0.0,31.75355,56.16,16.22,16.22,52.333332,3.5292654,1024.1416,0.0,8.781251
2021-02-23,5.787501,10.8,3.3,0.0713734,5.0095406,-2.2325795,-0.79375,63.977203,79.85485,43.604256,0.0,0.0,0.0,29.070974,50.039997,13.86,13.86,47.333332,2.4208858,1025.8375,0.0,12.2125
2021-02-24,7.0625,11.2,4.2,1.9885049,5.977812,-1.2327428,2.5895834,74.72843,92.64146,50.346207,20.5,20.5,0.0,28.732422,50.76,10.13,10.13,89.791664,1.7839886,1020.8459,0.0,10.9375
2021-02-25,4.175,5.15,3.3,-1.1788759,-0.08878517,-2.782494,1.8249999,84.809715,92.840744,70.52293,2.4999998,2.4999998,0.0,33.004364,56.519997,1.89,1.89,100.0,0.63182455,1021.78754,0.0,13.825
2021-02-26,5.5125003,7.15,3.75,0.8859036,2.497882,-1.0092163,-0.8145835,63.9281,71.94488,56.999657,0.0,0.0,0.0,20.364674,36.36,4.5,4.5,95.958336,1.4448475,1024.7458,0.0,12.487499
2021-02-27,8.789583,12.5,5.8,5.876105,9.28361,1.7278423,4.2645836,74.84777,95.97558,52.08256,0.0,0.0,0.0,14.113653,25.56,10.02,10.02,65.375,1.6220683,1023.5334,0.0,9.210417
2021-02-28,10.245833,13.1,7.5,8.109206,11.043005,3.9848747,8.643749,90.20947,98.00206,74.88149,10.3,10.3,0.0,19.164717,32.399998,5.16,5.16,99.583336,0.91258305,1018.2249,0.0,7.7541666
