date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2024-11-01,15.6187525,20.2,12.1,13.91528,17.001656,11.049321,10.708333,74.071335,92.68006,49.348274,0.0,0.0,0.0,22.956175,39.239998,13.34,13.34,0.375,2.5489168,1020.9626,0.0,2.3812475
2024-11-02,15.770833,20.3,11.0,15.19663,19.568226,10.085626,10.872917,75.32402,100.0,47.5787,0.0,0.0,0.0,9.243311,15.119999,13.2,13.2,4.0,2.2185128,1023.19586,0.0,2.229167
2024-11-03,16.8375,21.6,12.85,16.767439,21.938032,10.533972,12.829166,78.92548,99.67338,53.30946,0.0,0.0,0.0,24.149532,39.6,13.13,13.13,18.458334,2.3639014,1022.5166,0.0,1.1625004
2024-11-04,12.985415,17.45,8.0,8.962079,13.500744,5.072688,3.227083,52.79334,74.53884,39.0001,0.0,0.0,0.0,26.14713,43.92,11.74,11.74,63.166668,3.279267,1028.7001,0.0,5.0145845
2024-11-05,11.624999,14.65,7.25,9.567214,11.957584,5.0652313,5.164583,66.06867,92.404144,43.619766,0.0,0.0,0.0,12.033103,21.24,13.11,13.11,0.0,2.0489986,1029.2543,0.0,6.375001
2024-11-06,11.370833,16.2,7.4,9.322135,13.832624,5.2041006,6.0625,72.647064,94.026825,38.110687,0.0,0.0,0.0,10.390226,19.08,13.21,13.21,5.5833335,2.0879936,1030.496,0.0,6.6291666
2024-11-07,11.960415,16.35,9.15,9.879363,13.569164,7.4496536,7.254168,74.42428,89.424644,51.21857,0.0,0.0,0.0,14.410121,27.359999,12.63,12.63,74.0,2.0477922,1029.0541,0.0,6.039585
2024-11-08,13.318749,17.4,10.55,11.482217,14.8528385,9.314109,8.695833,75.28926,94.187874,48.584194,0.0,0.0,0.0,15.315873,28.8,11.53,11.53,77.458336,2.0170956,1026.0625,0.0,4.6812506
2024-11-09,15.610415,18.35,12.2,15.445643,18.1953,11.047623,12.908333,84.54605,94.616806,67.11472,3.9,3.9,0.0,10.564942,18.359999,6.7,6.7,99.791664,1.2345343,1023.90015,0.0,2.3895845
2024-11-10,15.499999,19.35,12.0,15.553284,19.687962,11.097903,12.725001,84.31608,94.85223,63.71539,0.0,0.0,0.0,9.187056,13.679999,9.05,9.05,21.375,1.5542046,1023.08746,0.0,2.500001
2024-11-11,16.15,20.15,13.0,16.298363,20.501413,12.220905,12.814582,81.482666,93.11396,61.43216,0.0,0.0,0.0,9.3876505,13.679999,11.17,11.17,17.291666,1.8662946,1021.74994,0.0,1.8500004
2024-11-12,17.247915,20.95,14.85,17.179335,21.10403,14.3892975,14.208332,83.38,97.767944,61.40421,0.0,0.0,0.0,16.245934,26.64,10.14,10.14,67.708336,1.8576682,1020.84595,0.0,0.75208473
2024-11-13,16.8125,19.8,14.75,16.036253,18.884272,14.460197,13.670834,82.3587,94.6574,66.78895,0.8000001,0.8000001,0.0,18.272436,35.28,6.83,6.83,69.75,1.5058527,1018.4375,0.0,1.1875
2024-11-14,17.05625,20.1,14.9,17.87316,21.583239,15.02202,15.283332,89.74229,98.40669,75.81049,0.6,0.6,0.0,10.897063,23.4,6.72,6.72,64.125,1.1991278,1016.4292,0.0,0.9437504
2024-11-15,17.56458,20.4,15.45,18.247293,21.212627,16.165682,15.383335,87.64298,96.54266,71.38658,2.2,2.2,0.0,12.337553,21.96,6.79,6.79,77.0,1.3057195,1017.18756,0.0,0.43541908
2024-11-16,14.610415,18.25,11.05,13.31907,19.205227,7.658822,11.904166,84.096886,95.93164,64.709114,11.200001,11.200001,0.0,25.113066,43.199997,2.35,2.35,100.0,0.9836455,1022.41656,0.0,3.3895845
2024-11-17,11.2625,13.3,8.35,7.431635,9.213034,3.8371277,2.7187502,56.577778,74.11428,35.85949,0.0,0.0,0.0,20.196127,36.719997,3.54,3.54,92.375,1.9356083,1032.5624,0.0,6.7375
2024-11-18,10.3875,12.5,8.6,6.3448424,8.042421,3.8663101,2.3374999,57.710476,66.701385,46.710564,0.0,0.0,0.0,23.370209,41.760002,6.4,6.4,98.916664,2.08011,1034.6666,0.0,7.6125
2024-11-19,9.695833,11.65,8.1,7.3867526,8.783521,5.3941574,2.7083333,63.087063,89.67565,44.655144,0.0,0.0,0.0,13.737904,25.199999,4.98,4.98,87.75,1.048042,1030.1416,0.0,8.304167
2024-11-20,9.720834,12.5,6.25,7.8209457,10.052062,4.478401,6.2208347,80.36785,98.97079,58.73653,0.0,0.0,0.0,9.044888,17.28,6.7,6.7,56.791668,1.113092,1026.571,0.0,8.279166
2024-11-21,10.095834,14.85,7.55,8.389526,13.16362,5.052799,6.9062495,82.07836,96.97161,52.97896,0.0,0.0,0.0,9.437563,17.64,11.29,11.29,12.791667,1.5629174,1026.1082,0.0,7.904166
2024-11-22,10.241667,14.75,6.85,7.2440305,11.521372,3.6392446,4.547917,68.83737,85.43624,46.192852,0.0,0.0,0.0,17.23964,29.519999,11.15,11.15,36.666668,1.968288,1029.3082,0.0,7.758333
2024-11-23,9.143749,12.65,6.4,5.9258847,8.668211,3.8911924,2.6937501,66.78806,93.01685,37.203102,0.0,0.0,0.0,16.87974,32.760002,11.21,11.21,39.458332,1.9197462,1030.0042,0.0,8.856251
2024-11-24,11.102082,14.35,7.9,8.660089,11.3663645,5.566744,6.0124993,72.03263,88.2607,49.259624,4.5,4.5,0.0,16.34832,31.68,10.43,10.43,89.875,1.719939,1026.3584,0.0,6.8979177
