date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2021-12-01,2.9374998,7.8,0.15,-1.0497258,3.797474,-4.3889217,-5.3458343,57.793934,79.51334,25.469591,0.0,0.0,0.0,12.538134,20.519999,10.99,10.99,14.291667,1.5070465,1029.4751,0.0,15.0625
2021-12-02,5.13125,10.4,1.1,0.8095866,5.398123,-3.5370123,-2.8666668,57.25351,72.46851,39.507973,0.0,0.0,0.0,19.826164,35.64,11.02,11.02,0.0,1.8486327,1022.1375,0.0,12.86875
2021-12-03,5.9416656,11.4,0.7,2.8149607,8.674473,-2.5945964,-1.2541665,62.73975,93.01588,35.354733,0.0,0.0,0.0,9.290511,16.919998,10.88,10.88,0.0,1.444955,1026.3541,0.0,12.058334
2021-12-04,5.733333,12.75,1.0,2.764447,10.436925,-2.6488483,0.87291646,72.824905,90.802185,44.330288,0.0,0.0,0.0,10.966713,14.759999,10.33,10.33,20.666666,1.4097084,1028.1625,0.0,12.266666
2021-12-05,6.489582,13.55,1.05,3.4407923,10.535291,-2.586238,2.1562502,76.06458,92.36297,43.55599,0.0,0.0,0.0,10.308831,20.519999,10.66,10.66,1.125,1.4715598,1025.8333,0.0,11.510418
2021-12-06,7.7624993,14.2,3.45,4.4052105,11.761913,-0.17995405,2.7208335,72.0442,90.231415,46.186115,0.0,0.0,0.0,20.447239,32.760002,10.44,10.44,16.666666,1.6928303,1028.8667,0.0,10.237501
2021-12-07,6.897917,11.1,4.2,3.5207565,7.418371,0.9083562,2.5854166,75.04711,87.801704,53.47542,0.0,0.0,0.0,17.057314,29.16,9.36,9.36,95.958336,1.37706,1032.8251,0.0,11.102083
2021-12-08,8.916667,12.55,5.3,6.056824,9.672682,2.0783448,4.0333333,72.25684,87.477,53.672924,0.9,0.9,0.0,13.441071,24.48,8.15,8.15,94.875,1.3456974,1029.625,0.0,9.083333
2021-12-09,7.8812485,14.25,3.25,5.4292016,11.616505,0.24445534,4.8625,82.79395,98.59644,53.547348,0.0,0.0,0.0,11.901798,21.599998,9.56,9.56,5.5,1.3818024,1026.8374,0.0,10.118752
2021-12-10,8.310416,13.45,4.85,5.847115,10.515784,2.4466429,4.8020835,80.28443,99.30507,49.546696,0.0,0.0,0.0,14.4,23.4,9.89,9.89,74.083336,1.3828157,1028.4916,0.0,9.689584
2021-12-11,8.445833,9.6,7.35,6.439813,8.181551,4.397521,6.2729163,86.348885,93.706856,79.35055,3.3000002,3.3000002,0.0,16.171976,25.56,2.07,2.07,100.0,0.44585392,1029.971,0.0,9.554167
2021-12-12,4.3145833,8.9,-1.0,0.026598254,3.1617146,-4.347607,-3.5229166,60.07068,85.65054,28.80905,0.0,0.0,0.0,22.218153,38.88,8.22,8.22,20.5,1.5774527,1034.2833,0.0,13.685417
2021-12-13,4.0833335,8.0,1.0,0.4133207,4.4700747,-2.489523,-1.0333335,70.30154,81.568275,47.480785,0.0,0.0,0.0,13.202726,21.96,10.32,10.32,22.583334,1.3204079,1027.0499,0.0,13.916666
2021-12-14,6.966667,12.8,2.9,3.7879117,8.860102,-0.15856552,3.3958333,79.46811,95.83491,55.465652,0.0,0.0,0.0,19.770523,33.839996,8.14,8.14,51.75,1.2604866,1020.24164,0.0,11.033333
2021-12-15,9.325001,13.15,4.6,7.6472163,11.379672,2.75428,6.2145824,81.818756,97.27298,61.840267,0.1,0.1,0.0,7.69592,19.08,9.23,9.23,74.0,1.2267615,1020.35834,0.0,8.674999
2021-12-16,7.8604164,14.15,1.05,4.281456,11.114883,-3.77808,1.2041663,63.91728,98.29325,50.9775,0.0,0.0,0.0,21.9718,36.36,9.34,9.34,36.583332,1.9072868,1026.15,0.0,10.139584
2021-12-17,0.12916672,4.35,-4.45,-5.184532,-1.5969214,-8.570303,-12.087501,42.801167,79.60119,23.117504,0.0,0.0,0.0,23.469128,41.760002,10.4,10.4,50.083332,1.8354369,1035.3208,0.0,17.870832
2021-12-18,1.0208335,6.2,-2.3,-3.5451546,1.136282,-7.252237,-6.8687496,58.522907,82.96784,32.7895,0.0,0.0,0.0,19.33639,34.92,9.41,9.41,52.666668,1.3863108,1028.725,0.0,16.979166
2021-12-19,5.316666,10.3,-0.55,0.9372208,5.840805,-5.0665674,-1.7645835,61.00768,74.919785,43.414013,0.0,0.0,0.0,16.363178,27.359999,10.22,10.22,17.25,1.786504,1022.4751,0.0,12.683334
2021-12-20,7.0916667,13.9,0.65,3.19015,9.636193,-2.9400215,0.56458336,65.55327,91.3355,41.129066,0.0,0.0,0.0,17.935081,30.960001,10.48,10.48,0.0,1.8754221,1017.72485,0.0,10.908333
2021-12-21,5.483333,11.7,1.0,2.5902376,8.92962,-2.2996387,0.9354167,75.79333,95.79649,39.167202,0.0,0.0,0.0,11.212135,14.4,10.52,10.52,0.0,1.4065884,1020.4375,0.0,12.516666
2021-12-22,6.1458335,12.7,2.55,3.623092,11.090244,-0.61912537,3.6187496,85.04008,97.54639,61.342678,0.0,0.0,0.0,10.630672,15.119999,10.27,10.27,0.0,1.2841429,1023.0791,0.0,11.854166
2021-12-23,6.5229154,11.0,3.2,2.8562872,8.17293,-2.9861617,4.145833,85.37852,97.20923,66.04413,0.70000005,0.70000005,0.0,28.829233,47.519997,8.35,8.35,86.375,1.0625614,1022.3333,0.0,11.477085
2021-12-24,-1.6895834,2.3,-5.05,-8.165365,-3.1590714,-11.663036,-7.722917,63.719406,87.893456,54.014847,0.6,0.4,0.14,27.231804,48.96,2.06,2.06,63.875,1.0464617,1035.2916,0.0,19.689583
2021-12-25,-4.1895833,-1.35,-7.1,-10.112582,-7.499036,-12.833501,-16.687498,37.745907,57.793583,30.31229,0.0,0.0,0.0,20.945072,36.0,10.18,10.18,7.6666665,1.5293038,1043.2333,0.0,22.189583
2021-12-26,-4.50625,-1.4,-6.5,-9.652928,-7.57349,-12.221188,-16.791664,41.488354,64.580666,15.172952,0.0,0.0,0.0,15.629971,30.239998,11.01,11.01,23.375,1.2992717,1041.525,0.0,22.50625
2021-12-27,-2.5020835,2.9,-5.8,-7.1463814,-2.1154168,-10.749065,-12.397916,49.028164,65.91425,23.072428,0.0,0.0,0.0,11.384199,24.84,10.88,10.88,15.083333,1.3063629,1034.7709,0.0,20.502083
2021-12-28,0.6833332,5.3,-3.8,-4.115412,0.23127174,-8.422356,-8.014583,53.999054,74.68439,29.014301,0.0,0.0,0.0,15.629971,26.28,10.52,10.52,40.333332,1.559185,1026.5292,0.0,17.316668
2021-12-29,0.7020834,8.0,-5.25,-3.968664,2.5185757,-9.666079,-8.34375,53.18462,77.90869,28.061625,0.0,0.0,0.0,16.434305,27.0,10.92,10.92,0.0,1.6749346,1029.4293,0.0,17.297916
2021-12-30,0.63125014,8.35,-3.3,-3.90042,3.1197457,-7.5519414,-7.808333,57.900852,80.98696,22.135458,0.0,0.0,0.0,14.04,25.919998,10.61,10.61,18.916666,1.5468861,1032.546,0.0,17.36875
2021-12-31,2.5041668,8.0,-1.55,-1.7528921,3.6124926,-5.504072,-5.2875,59.0824,85.354866,30.327301,0.0,0.0,0.0,13.363711,20.880001,9.26,9.26,87.666664,1.4441024,1032.2,0.0,15.495833
