date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2025-06-01,18.997917,22.6,16.5,18.254131,21.157793,15.680538,15.506248,81.08824,93.2339,62.885513,6.9999995,6.9999995,0.0,25.953104,44.28,7.43,7.43,96.375,2.1205833,1005.54175,0.9979172,0.0
2025-06-02,19.583334,22.55,17.4,20.497215,24.287468,16.53728,16.225,81.60842,95.36615,62.180878,0.1,0.1,0.0,17.769016,32.399998,11.97,11.97,72.875,2.2958176,1004.7542,1.583334,0.0
2025-06-03,23.668749,28.25,19.75,25.89366,32.18699,21.469528,18.664583,74.5607,90.49702,53.951385,0.5,0.5,0.0,13.523978,22.68,21.59,21.59,23.833334,4.5160327,1006.0332,5.668749,0.0
2025-06-04,26.383333,31.3,22.3,29.046661,34.76774,25.140999,18.897915,65.044716,86.031975,43.049347,0.0,0.0,0.0,12.221456,20.16,24.42,24.42,44.333332,5.4888935,1008.4707,8.383333,0.0
2025-06-05,28.21875,33.65,23.6,29.403976,34.84829,25.872803,17.589584,54.880505,78.3685,32.754246,0.0,0.0,0.0,15.206537,26.28,21.98,21.98,44.0,6.287086,1005.58325,10.21875,0.0
2025-06-06,28.114584,32.1,24.35,31.585787,35.45543,28.196156,21.487497,68.59371,91.08237,51.0202,2.7,2.7,0.0,15.833861,27.0,14.95,14.95,95.958336,3.9793353,1003.5542,10.114584,0.0
2025-06-07,26.731253,30.1,23.5,31.417084,35.19594,28.014717,23.0375,80.91416,93.86637,64.95664,0.0,0.0,0.0,14.174356,23.4,11.54,11.54,81.166664,2.742812,1005.32513,8.731253,0.0
2025-06-08,26.827085,32.4,22.25,30.149033,36.52748,25.527487,21.175001,72.417694,89.00505,47.89189,0.0,0.0,0.0,16.50218,34.92,20.42,20.42,83.166664,4.7825723,1006.14575,8.8270855,0.0
2025-06-09,27.012499,31.6,23.8,30.255333,35.308723,27.09044,20.710417,69.915596,92.72302,52.449234,0.0,0.0,0.0,14.050382,24.84,23.94,23.94,64.166664,5.4610324,1005.2043,9.012499,0.0
2025-06-10,25.397919,29.45,20.95,27.736198,32.665646,23.276096,19.541666,71.130684,91.42809,55.456852,0.1,0.1,0.0,13.854155,24.119999,17.6,17.6,68.0,4.195987,1010.1042,7.3979187,0.0
2025-06-11,24.991669,30.75,19.4,25.716736,31.97427,19.566574,15.906249,59.08835,76.57978,35.338806,0.0,0.0,0.0,17.950432,29.88,23.99,23.99,42.5,5.860858,1011.9792,6.9916687,0.0
2025-06-12,24.275003,27.7,21.65,25.053871,27.786015,21.658272,17.081251,66.703995,88.407555,42.198753,0.0,0.0,0.0,18.65151,31.319998,18.3,18.3,97.208336,4.6033916,1010.2918,6.2750034,0.0
2025-06-13,26.839584,30.7,23.65,31.358496,35.87709,26.342495,23.029167,80.71406,96.74834,61.86647,1.2,1.2,0.0,14.973576,25.199999,18.64,18.64,47.916668,4.0359583,1004.2751,8.839584,0.0
2025-06-14,27.970833,33.05,23.8,31.495018,37.239643,26.197752,22.400002,73.234634,91.04722,49.715443,5.2999997,5.2999997,0.0,19.567083,33.48,21.2,21.2,73.791664,5.2682476,999.4583,9.970833,0.0
2025-06-15,27.277082,32.35,23.85,28.252195,33.57157,22.202738,17.766668,56.9148,81.97486,38.554688,0.0,0.0,0.0,22.724243,39.96,18.58,18.58,50.625,5.5028334,996.2749,9.277082,0.0
2025-06-16,26.52917,31.7,20.55,26.224577,30.613518,21.606894,14.424999,49.347607,76.05024,32.127483,0.0,0.0,0.0,27.783628,46.079998,24.49,24.49,7.2083335,6.811191,999.91235,8.529169,0.0
2025-06-17,29.902082,35.35,26.05,31.007812,36.11215,27.452734,17.520834,50.046787,76.04862,27.58803,0.0,0.0,0.0,19.110542,31.68,24.65,24.65,33.458332,7.307618,1005.0791,11.902082,0.0
2025-06-18,30.135416,35.65,24.05,32.864338,37.846413,26.969238,21.972918,63.995045,90.787,40.445816,12.199999,12.199999,0.0,23.313995,47.16,20.42,20.42,93.333336,6.2028546,1005.1584,12.135416,0.0
2025-06-19,25.906248,29.6,24.45,29.108248,32.61641,27.002037,23.679167,87.99249,94.46023,69.96191,69.1,69.1,0.0,24.305332,39.6,8.36,8.36,100.0,2.2077727,1003.22095,7.906248,0.0
2025-06-20,23.954168,26.2,21.7,26.886017,29.81253,24.082972,21.49792,86.38207,96.47558,75.60813,47.9,47.9,0.0,18.161278,31.68,5.91,5.91,87.041664,1.5851873,1003.65845,5.9541683,0.0
2025-06-21,23.214582,25.55,21.2,26.470472,28.83094,24.784807,20.78125,86.87167,99.08344,72.09243,0.0,0.0,0.0,10.966713,20.880001,8.95,8.95,98.875,1.9623188,1007.47906,5.2145824,0.0
2025-06-22,25.533333,29.35,22.25,29.025352,32.23679,26.088886,20.208332,74.57298,93.785324,44.46547,0.0,0.0,0.0,12.781267,23.039999,22.68,22.68,77.166664,4.63822,1007.3208,7.533333,0.0
2025-06-23,25.062498,28.4,21.15,28.12848,31.740276,23.521805,19.731249,73.11515,86.51448,57.128674,1.1,1.1,0.0,12.429127,21.96,15.98,15.98,81.833336,3.522435,1006.85406,7.062498,0.0
2025-06-24,25.120832,29.05,21.65,27.838747,32.515392,23.93864,18.597918,69.123116,86.77458,42.98383,0.0,0.0,0.0,10.874742,18.359999,24.54,24.54,48.875,5.0107827,1008.925,7.1208324,0.0
2025-06-25,26.61458,29.95,23.55,30.266932,34.15165,24.028318,21.229166,73.36996,89.14877,54.89493,2.0,2.0,0.0,23.555254,38.16,21.06,21.06,93.5,4.577597,1008.5918,8.61458,0.0
2025-06-26,24.072916,25.95,21.75,27.851242,31.289131,24.448967,22.835419,92.867134,96.456085,81.53834,11.3,11.3,0.0,19.778715,39.239998,5.46,5.46,70.333336,1.2449218,1006.0876,6.072916,0.0
2025-06-27,25.720833,28.55,23.35,29.51651,32.284657,25.876001,22.272919,82.2016,97.90828,65.06145,1.8000001,1.8000001,0.0,13.31635,24.84,19.27,19.27,73.375,3.9631405,1005.79175,7.720833,0.0
2025-06-28,25.231247,26.55,23.05,29.375479,31.055542,25.941898,23.791672,91.811615,97.30979,85.86857,29.800001,29.800001,0.0,19.239801,34.92,6.03,6.03,90.333336,1.411435,1003.3459,7.231247,0.0
2025-06-29,25.96875,29.95,23.45,30.69525,36.943237,26.496151,23.962502,89.00788,95.85499,74.17622,13.700002,13.700002,0.0,22.732082,37.8,16.52,16.52,87.333336,3.3926868,1003.8416,7.96875,0.0
2025-06-30,28.254171,31.4,25.85,33.48138,37.758377,30.480236,24.947914,82.438644,89.55082,73.104324,1.3000001,1.3000001,0.0,15.070633,31.68,19.66,19.66,61.541668,4.300983,1005.9541,10.254171,0.0
