date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min,dew_point_2m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,cloudcover_mean,et0_fao_evapotranspiration,pressure_msl_mean,weathercode,cdd,hdd
2023-05-01,21.116667,26.9,16.95,19.675562,26.352478,14.370371,10.685417,52.8067,74.09585,32.950733,0.0,0.0,0.0,19.164717,32.039997,24.13,24.13,45.375,5.798352,1014.6501,3.1166668,0.0
2023-05-02,22.08333,26.8,18.85,20.89106,25.312487,17.431791,13.125001,58.38181,90.73108,42.559654,3.8999999,3.8999999,0.0,22.065973,38.519997,20.62,20.62,98.708336,5.2856073,1011.95416,4.08333,0.0
2023-05-03,20.108334,20.85,19.05,21.107168,22.556942,19.648579,18.85625,92.53472,94.85559,85.62001,34.199997,34.199997,0.0,20.140705,35.28,6.27,6.27,100.0,1.2252781,1007.7,2.1083336,0.0
2023-05-04,21.329165,25.9,18.2,23.12581,27.925068,18.374357,19.577082,90.00626,95.45528,75.329185,8.900001,8.900001,0.0,17.106628,31.68,10.23,10.23,93.0,1.9983377,1001.0749,3.3291645,0.0
2023-05-05,17.531252,20.45,14.95,15.952966,20.854025,11.231007,12.795834,74.51253,92.70439,54.450134,0.9,0.9,0.0,26.674032,52.199997,6.33,6.33,99.75,2.1773422,1005.13336,0.0,0.4687481
2023-05-06,17.862501,21.4,15.1,15.3142395,19.780897,12.04232,9.591666,58.577923,65.36057,52.38388,0.0,0.0,0.0,22.253124,39.96,21.09,21.09,90.041664,4.824573,1010.94586,0.0,0.13749886
2023-05-07,17.431252,22.7,13.35,16.043459,21.797997,12.369131,9.920833,62.59221,77.371735,45.85991,0.0,0.0,0.0,19.70815,33.48,23.45,23.45,69.125,4.4818873,1016.59576,0.0,0.5687485
2023-05-08,16.175001,20.7,10.55,15.006004,19.421415,9.319603,9.691667,68.23755,96.717964,42.498035,0.0,0.0,0.0,10.799999,23.039999,19.27,19.27,59.333332,3.5447006,1019.96674,0.0,1.8249989
2023-05-09,17.5625,22.45,13.0,16.887854,21.372805,11.968369,10.120833,65.012375,89.81142,34.925667,0.0,0.0,0.0,12.758432,23.759998,23.93,23.93,87.125,4.408462,1018.375,0.0,0.4375
2023-05-10,16.874998,19.0,14.55,16.787123,18.566145,14.595659,11.422916,71.93772,93.18069,46.711487,0.0,0.0,0.0,6.9247384,12.959999,5.65,5.65,100.0,1.4123662,1018.64996,0.0,1.1250019
