Date,PGE,SCE,SDGE,VEA,HE,CAISO Total,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30,Monthly_Price_Cents_per_kWh,Estimated_Hourly_Cost_USD
2025-06-01,11713.39455,11561.32481,2226.335715,64.37457499,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,11805.548874166669,11678.067635,2245.2233809583336,66.12918796958333,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,11897.703198333336,11794.81046,2264.111046916667,67.88380094916667,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,11989.8575225,11911.553285,2282.998712875,69.63841392875,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12082.011846666668,12028.29611,2301.8863788333333,71.39302690833333,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12174.166170833334,12145.038935,2320.7740447916667,73.14763988791667,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12266.320495,12261.78176,2339.66171075,74.9022528675,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12358.474819166668,12378.524585,2358.549376708333,76.65686584708334,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12450.629143333334,12495.26741,2377.437042666667,78.41147882666667,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12542.7834675,12612.010235,2396.3247086250003,80.16609180625,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12634.937791666667,12728.75306,2415.2123745833333,81.92070478583334,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12727.092115833337,12845.495885,2434.1000405416667,83.67531776541666,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12819.24644,12962.23871,2452.9877065,85.42993074500001,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,12911.400764166669,13078.981535,2471.875372458333,87.18454372458334,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
2025-06-01,13003.555088333334,13195.72436,2490.763038416667,88.93915670416666,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.0
