period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-05-10T18,184,2953,9242,1142,-1919,84,17206,950
2024-05-10T19,184,2653,10292,1142,-3287,84,18051,997
2024-05-10T20,183,2700,10349,1142,-3202,83,17969,898
2024-05-10T21,183,2703,10294,1143,-3034,80,17977,747
2024-05-10T22,183,2902,9108,1142,-1610,64,17277,717
2024-05-10T23,183,3112,8377,1141,-572,53,16140,891
2024-05-11T00,184,3412,8324,1141,522,64,14803,1514
2024-05-11T01,205,4004,10207,1141,94,84,12986,1506
2024-05-11T02,186,5345,11280,1140,1067,83,10606,1034
2024-05-11T03,184,6860,13162,1140,2571,85,5439,1082
2024-05-11T04,183,7413,14643,1139,5234,85,763,1378
2024-05-11T05,187,7331,14794,1140,4833,86,117,1984
2024-05-11T06,185,7337,13920,1142,4008,87,124,2102
2024-05-11T07,183,7310,12801,1144,2291,87,110,1797
2024-05-11T08,184,6998,12109,1142,841,87,106,1701
2024-05-11T09,183,7226,11449,1140,676,87,118,1800
2024-05-11T10,183,7097,10302,1139,612,87,121,1768
2024-05-11T11,184,6402,9788,1139,567,87,133,1765
2024-05-11T12,184,6339,9641,1139,405,87,128,1768
2024-05-11T13,185,6308,9298,1139,244,87,127,1867
2024-05-11T14,186,5936,8660,1139,948,87,319,1842
2024-05-11T15,262,5762,7777,1138,524,84,3618,1693
2024-05-11T16,196,4866,6593,1139,-709,87,11431,1388
2024-05-11T17,184,3361,7714,1139,-1943,86,14944,1208
2024-05-11T18,183,2686,7804,1139,-1925,86,15867,868
2024-05-11T19,183,2675,9124,1138,-3394,86,16453,810
2024-05-11T20,183,2838,9568,1139,-4047,86,16989,808
2024-05-11T21,183,2733,9027,1138,-3254,86,16798,1028
2024-05-11T22,183,2926,8421,1138,-2624,86,16088,1349
2024-05-11T23,182,3110,7439,1139,-1382,86,15730,1648
2024-05-12T00,184,3577,6807,1139,-186,87,15386,2000
2024-05-12T01,220,4243,6819,1139,109,87,15071,2841
2024-05-12T02,187,5799,7136,1140,427,86,12683,3153
2024-05-12T03,183,7566,8068,1141,2449,87,6859,3385
2024-05-12T04,183,8251,9581,1142,6107,86,945,3337
2024-05-12T05,183,8505,9547,1142,5702,87,116,3174
2024-05-12T06,183,8395,9079,1142,5469,87,109,3200
2024-05-12T07,182,7991,8844,1142,3178,87,115,3103
2024-05-12T08,183,7489,8711,1143,1408,87,139,3238
2024-05-12T09,175,7074,7891,1143,907,87,146,3366
2024-05-12T10,175,6994,7003,1143,603,87,146,3378
2024-05-12T11,175,6789,6662,1143,433,88,150,3337
2024-05-12T12,175,6648,6433,1143,331,87,147,3459
2024-05-12T13,174,6942,5547,1143,427,87,149,3549
2024-05-12T14,175,6894,4727,1142,898,87,402,3372
2024-05-12T15,174,6108,4243,1141,772,85,3828,3132
2024-05-12T16,174,3828,4825,1141,-386,86,11423,2991
2024-05-12T17,174,2658,6646,1141,-1859,87,14517,2790
2024-05-12T18,174,2395,7695,1141,-2821,86,15624,2369
2024-05-12T19,174,2349,8825,1140,-4154,86,16026,1971
2024-05-12T20,174,2370,8897,1140,-4406,86,16095,1823
2024-05-12T21,174,2357,8488,1140,-4172,86,16323,1900
2024-05-12T22,174,2356,7192,1140,-3036,85,15926,2052
2024-05-12T23,174,2565,5683,1140,-1271,85,15522,2302
2024-05-13T00,174,2798,5314,1140,-272,85,15417,2714
2024-05-13T01,174,4186,5527,1140,93,85,15164,3020
2024-05-13T02,188,5345,6587,1142,458,86,13285,3279
2024-05-13T03,276,7047,7358,1141,2653,86,7055,3123
2024-05-13T04,291,7996,7946,1142,6148,85,992,3070
2024-05-13T05,217,7981,8220,1141,5879,87,122,3365
2024-05-13T06,178,7467,7713,1142,4975,86,120,3714
2024-05-13T07,175,7210,7288,1142,3024,86,132,3998
2024-05-13T08,175,6752,6814,1142,1183,86,150,3981
2024-05-13T09,174,6413,6175,1142,784,87,141,4075
2024-05-13T10,174,6114,5137,1142,601,86,121,4213
2024-05-13T11,176,6000,4799,1142,343,87,115,4268
2024-05-13T12,200,6059,4750,1142,336,86,139,4325
2024-05-13T13,266,6261,4994,1142,540,86,155,4266
2024-05-13T14,423,6042,5141,1143,1750,86,372,3888
2024-05-13T15,319,5868,5828,1142,1009,86,3741,3312
2024-05-13T16,185,5025,5772,1142,-18,82,11635,2554
2024-05-13T17,175,4064,6113,1142,-756,85,15847,2057
2024-05-13T18,175,3215,7423,1142,-1293,83,17165,1836
2024-05-13T19,174,3006,8529,1141,-2513,85,18105,1602
2024-05-13T20,173,3008,8561,1141,-2886,85,18547,1365
2024-05-13T21,173,3235,8220,1141,-2787,85,18142,1435
2024-05-13T22,172,3673,7399,1141,-2455,86,17738,1642
2024-05-13T23,173,3708,6977,1141,-1744,85,16629,2155
2024-05-14T00,174,3625,7276,1141,-1086,85,15843,2602
2024-05-14T01,175,4576,7830,1141,-652,86,14238,2620
2024-05-14T02,177,5759,9056,1141,308,86,11322,2719
2024-05-14T03,209,7282,10681,1141,2843,86,5350,2812
2024-05-14T04,270,8161,12146,1141,5336,85,730,3238
2024-05-14T05,192,8230,12292,1141,4767,86,98,3480
2024-05-14T06,175,7363,11163,1142,3848,85,144,3945
2024-05-14T07,174,6909,10340,1142,1873,85,172,4147
2024-05-14T08,174,6160,9733,1142,400,85,163,4451
2024-05-14T09,174,5809,7903,1142,377,86,163,4597
2024-05-14T10,182,5828,7447,1142,410,87,170,4397
2024-05-14T11,176,5693,7363,1142,257,87,172,4141
2024-05-14T12,176,5709,7284,1142,161,87,169,4059
2024-05-14T13,202,5813,7010,1142,490,86,143,3886
2024-05-14T14,286,5591,7244,1142,1749,86,393,3546
2024-05-14T15,224,5335,7729,1142,1262,85,3368,3218
2024-05-14T16,178,4523,6913,1142,-256,86,10600,2873
2024-05-14T17,175,3516,8316,1142,-1899,84,15125,2332
2024-05-14T18,175,3060,9481,1142,-2723,85,16217,1653
2024-05-14T19,174,2700,10158,1142,-3571,85,17035,1227
2024-05-14T20,174,2621,9319,1141,-3344,85,17666,1060
2024-05-14T21,173,2701,9507,1141,-3550,85,17937,1102
2024-05-14T22,173,3133,8012,1141,-1900,85,17788,1455
2024-05-14T23,173,3440,7771,1142,-1388,85,17170,1879
2024-05-15T00,173,3844,8145,1142,-781,86,16193,2227
2024-05-15T01,189,4013,9335,1141,-307,85,15085,3268
2024-05-15T02,188,5036,9720,1142,1083,85,10951,3749
2024-05-15T03,242,6775,11381,1142,2967,85,5142,4365
2024-05-15T04,222,7311,12004,1142,6101,85,729,4743
2024-05-15T05,186,7259,11889,1142,5512,86,149,5218
2024-05-15T06,177,7034,10692,1141,4326,86,153,5201
2024-05-15T07,174,6655,9566,1142,2862,85,160,4973
2024-05-15T08,175,6096,9208,1142,1107,87,169,4976
2024-05-15T09,174,5842,7669,1142,609,87,168,4985
2024-05-15T10,174,5612,6953,1142,395,87,172,5169
2024-05-15T11,174,5468,6727,1142,127,87,174,5092
2024-05-15T12,174,5747,6548,1142,35,87,170,4959
2024-05-15T13,174,6006,5935,1142,615,86,168,4786
2024-05-15T14,174,6006,6227,1142,1554,86,396,4251
2024-05-15T15,173,5755,6395,1142,1807,86,3022,4109
2024-05-15T16,173,5222,5868,1142,251,86,9332,3593
2024-05-15T17,176,4675,5647,1142,-691,86,14279,3247
2024-05-15T18,233,4196,6241,1141,-1381,86,16078,2521
2024-05-15T19,296,4137,7653,1141,-2468,86,17332,1914
2024-05-15T20,332,3755,7372,1140,-2353,86,17812,1637
2024-05-15T21,305,3845,6961,1140,-1814,85,17402,1597
2024-05-15T22,204,3939,7112,1140,-1962,85,17068,2034
2024-05-15T23,174,4488,7552,1140,-2660,85,16603,3000
2024-05-16T00,175,5112,7059,1140,-1835,85,14884,4371
2024-05-16T01,174,5483,7015,1140,-574,86,12776,4575
2024-05-16T02,174,6257,7268,1140,183,86,11035,4718
2024-05-16T03,177,7307,8248,1140,2191,86,5712,5028
2024-05-16T04,242,7740,8407,1140,5698,86,1070,5224
2024-05-16T05,183,7279,8446,1140,5400,86,377,5614
2024-05-16T06,176,6872,8044,1140,4289,87,382,5973
2024-05-16T07,176,6395,6909,1141,2615,86,382,5840
2024-05-16T08,221,5849,6538,1143,936,86,383,5740
2024-05-16T09,230,5655,5849,1142,518,86,333,5749
2024-05-16T10,242,5749,5694,1140,410,86,249,5417
2024-05-16T11,224,5531,5061,1141,202,87,246,5118
2024-05-16T12,241,5549,5103,1141,293,86,246,5057
2024-05-16T13,243,5871,4850,1141,855,86,247,4990
2024-05-16T14,242,5380,4842,1141,1569,86,474,4778
2024-05-16T15,190,5198,5023,1141,388,84,3790,4419
2024-05-16T16,185,3815,5224,1141,18,85,10582,3810
2024-05-16T17,183,2620,7053,1141,-1338,86,15322,3518
2024-05-16T18,183,2739,7851,1140,-2164,86,16828,2906
2024-05-16T19,182,2847,8801,1140,-3363,85,17842,2259
2024-05-16T20,182,2716,9216,1140,-3807,85,18357,2036
2024-05-16T21,182,2474,9660,1140,-4249,86,18344,2029
2024-05-16T22,186,2470,9638,1140,-3943,86,17647,2761
2024-05-16T23,173,2627,8534,1139,-2558,86,16782,3501
2024-05-17T00,175,3330,7850,1139,-1531,86,15795,4115
2024-05-17T01,176,4029,6433,1139,-65,86,14755,4023
2024-05-17T02,177,4666,6537,1140,545,86,12703,4392
2024-05-17T03,178,6674,6712,1140,2292,86,7125,4833
2024-05-17T04,266,7574,6936,1140,7190,86,1068,4961
2024-05-17T05,194,7760,7160,1140,6884,87,170,5056
2024-05-17T06,180,6977,6803,1140,6138,87,184,5003
2024-05-17T07,234,6341,6007,1140,3867,87,189,5000
2024-05-17T08,185,5744,5806,1139,1443,87,190,5004
2024-05-17T09,178,5685,5493,1139,1293,87,186,4895
2024-05-17T10,175,5635,4844,1139,494,87,187,4952
2024-05-17T11,179,5586,4863,1139,241,88,183,5083
2024-05-17T12,215,5315,5155,1139,212,86,174,5219
2024-05-17T13,246,5536,5090,1139,681,87,146,5141
2024-05-17T14,261,4877,5020,1139,1204,87,396,5055
2024-05-17T15,189,4749,4710,1139,773,87,3768,4887
2024-05-17T16,201,3224,5774,1139,-1124,85,11201,4494
2024-05-17T17,177,2495,7068,1139,-2192,85,14945,4241
2024-05-17T18,175,2133,7525,1138,-2583,87,16401,3739
2024-05-17T19,175,2078,8465,1138,-3391,87,17259,3383
2024-05-17T20,175,2077,9881,1138,-4819,87,17954,3408
2024-05-17T21,174,2157,9240,1137,-3968,86,17188,3803
2024-05-17T22,173,2222,8757,1136,-3111,86,16463,4003
2024-05-17T23,173,2753,7497,1135,-1753,86,15754,4127
2024-05-18T00,174,3305,7069,1136,-871,87,14895,3933
2024-05-18T01,174,3526,6654,1136,406,87,13607,4007
2024-05-18T02,174,4467,6729,1137,366,87,12336,4386
2024-05-18T03,176,6319,6086,1137,746,87,7363,4989
2024-05-18T04,178,7361,5531,1138,4981,87,1114,5072
2024-05-18T05,175,7434,5116,1138,4903,87,165,5387
2024-05-18T06,177,6852,5213,1138,4028,87,162,5702
2024-05-18T07,177,6260,4499,1137,3193,87,177,5466
2024-05-18T08,176,6219,4156,1137,1260,87,181,5262
2024-05-18T09,176,5847,3608,1137,1319,87,187,5193
2024-05-18T10,175,5687,3930,1137,837,87,187,5056
2024-05-18T11,176,5752,3817,1137,723,87,187,4936
2024-05-18T12,177,5723,3982,1138,453,87,175,4786
2024-05-18T13,177,5710,3889,1138,576,87,164,4480
2024-05-18T14,176,4993,3825,1138,1593,87,366,4334
2024-05-18T15,175,4446,3753,1137,1431,87,2925,4321
2024-05-18T16,174,2884,4555,1137,378,85,9496,4143
2024-05-18T17,174,2086,5289,1136,-61,86,13216,3748
2024-05-18T18,174,1826,6737,1136,-1725,86,14837,3751
2024-05-18T19,174,1718,7687,1135,-2801,87,15434,3752
2024-05-18T20,173,1739,8663,1134,-3823,87,16412,3594
2024-05-18T21,172,1709,8864,1134,-4116,87,15693,3611
2024-05-18T22,173,1856,8685,1134,-3918,86,15304,3941
2024-05-18T23,174,1886,6749,1134,-2128,86,14853,3980
2024-05-19T00,175,2117,5602,1134,-537,86,14291,4136
2024-05-19T01,175,2645,5452,1135,42,86,14110,4474
2024-05-19T02,177,3865,5133,1136,320,86,12810,4795
2024-05-19T03,191,5788,5094,1135,1651,86,7363,4728
2024-05-19T04,296,7009,4104,1136,5912,86,1097,4505
2024-05-19T05,230,7022,3953,1137,6024,84,167,4677
2024-05-19T06,177,6747,3378,1138,5271,86,164,5087
2024-05-19T07,178,6432,2988,1137,3829,86,161,5355
2024-05-19T08,263,6521,2704,1136,1847,86,165,5248
2024-05-19T09,194,6116,3259,1135,1092,87,156,5256
2024-05-19T10,197,5629,3325,1134,330,86,148,5345
2024-05-19T11,177,5610,3308,1134,409,86,143,5478
2024-05-19T12,177,5752,3387,1134,181,86,131,5609
2024-05-19T13,177,5770,3350,1135,286,86,118,5383
2024-05-19T14,178,4957,3489,1136,694,86,412,5253
2024-05-19T15,176,3718,3912,1136,741,86,3588,4987
2024-05-19T16,176,2091,5281,1136,-495,86,9410,4166
2024-05-19T17,174,1722,7221,1135,-2460,86,12542,3642
2024-05-19T18,174,1530,7302,1135,-2545,86,12537,3602
2024-05-19T19,174,1414,7587,1134,-2927,86,12563,3816
2024-05-19T20,174,1403,8233,1133,-3587,86,12875,3852
2024-05-19T21,173,1436,8178,1134,-3537,86,12823,3935
2024-05-19T22,173,1402,7506,1134,-2811,85,13261,3892
