period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-10-01T00,1135,2563,12631,2218,151,46,16256,1036
2024-10-01T01,1171,3544,15228,2224,981,46,13614,847
2024-10-01T02,1163,4172,18599,2233,4619,46,6352,639
2024-10-01T03,1155,5176,19450,2230,7254,46,583,539
2024-10-01T04,1126,5232,19044,2225,6216,46,104,667
2024-10-01T05,1002,5359,18049,2225,4427,46,109,684
2024-10-01T06,1121,5133,17433,2225,3380,46,115,643
2024-10-01T07,991,4234,16827,2225,2484,46,114,582
2024-10-01T08,777,3681,16408,2226,697,46,116,606
2024-10-01T09,575,2963,15659,2226,75,46,116,998
2024-10-01T10,450,2714,14944,2226,-328,46,117,1027
2024-10-01T11,441,2842,14777,2223,-834,46,115,1089
2024-10-01T12,441,2718,13808,2222,-891,46,115,1255
2024-10-01T13,534,2760,12655,2221,-222,46,115,1455
2024-10-01T14,856,2905,12708,2222,452,46,117,1555
2024-10-01T15,971,2848,14346,2221,1116,46,481,1328
2024-10-01T16,862,2410,15369,2222,-151,46,4376,1226
2024-10-01T17,709,1997,15808,2222,-3379,46,12709,1019
2024-10-01T18,617,1987,18052,2224,-5801,46,16215,785
2024-10-01T19,570,1920,18305,2224,-5855,46,16820,735
2024-10-01T20,600,1870,17573,2224,-4772,46,17083,738
2024-10-01T21,693,1824,16244,2225,-2997,46,16556,689
2024-10-01T22,788,1965,15937,2225,-1385,46,16802,636
2024-10-01T23,1050,2254,16260,2224,279,46,16291,510
2024-10-02T00,1187,3066,17610,2222,1063,46,15428,377
2024-10-02T01,1180,4176,19666,2222,1559,46,12956,378
2024-10-02T02,1200,4429,22928,2222,5251,46,5809,343
2024-10-02T03,1073,4999,23565,2224,6665,46,389,472
2024-10-02T04,1079,4875,22686,2224,5751,46,0,657
2024-10-02T05,1207,4908,21170,2224,4752,46,10,689
2024-10-02T06,1065,4566,19905,2224,3370,46,2,612
2024-10-02T07,857,4122,18186,2224,1457,46,-51,649
2024-10-02T08,917,3826,16958,2227,96,46,-52,621
2024-10-02T09,819,2916,15798,2225,227,46,-54,672
2024-10-02T10,713,2588,16158,2225,-770,46,-56,794
2024-10-02T11,618,2477,15438,2224,-1127,46,-56,779
2024-10-02T12,544,2400,15270,2222,-1298,46,-55,753
2024-10-02T13,606,2699,14993,2220,-963,46,-57,741
2024-10-02T14,645,2586,14100,2221,371,46,-55,775
2024-10-02T15,668,2372,15706,2223,918,46,367,818
2024-10-02T16,581,2231,16310,2223,-66,46,4237,732
2024-10-02T17,441,1720,15625,2224,-2934,46,12362,637
2024-10-02T18,416,1435,17536,2221,-5193,46,15885,507
2024-10-02T19,559,1490,17276,2224,-4641,46,16478,474
2024-10-02T20,777,1489,17327,2222,-3984,46,16710,488
2024-10-02T21,911,1533,17012,2221,-2498,46,16518,485
2024-10-02T22,947,1811,17036,2218,-993,46,16577,468
2024-10-02T23,1146,2257,17872,2217,352,46,16154,614
2024-10-03T00,1183,3159,20281,2219,1011,46,14876,1045
2024-10-03T01,1184,3800,21862,2220,1399,46,12476,1395
2024-10-03T02,1195,4199,23835,2222,5105,46,5430,1460
2024-10-03T03,1134,4935,24507,2224,6656,46,308,1683
2024-10-03T04,1143,4925,23627,2229,5209,46,-36,1932
2024-10-03T05,1037,4759,22098,2226,4116,46,-28,1919
2024-10-03T06,926,4611,20959,2225,2695,46,-28,2158
2024-10-03T07,931,3792,18775,2228,1835,46,-27,2271
2024-10-03T08,991,3001,17879,2227,525,46,-27,2426
2024-10-03T09,970,2557,16949,2223,427,46,-27,2456
2024-10-03T10,974,2158,16014,2223,163,46,-26,2380
2024-10-03T11,933,2109,16063,2222,-613,46,-27,2201
2024-10-03T12,932,2175,15383,2216,-652,46,-27,2048
2024-10-03T13,950,2329,15183,2214,-314,46,-27,1920
2024-10-03T14,932,2464,15222,2216,286,46,-19,1740
2024-10-03T15,792,2482,15966,2218,1559,46,475,1583
2024-10-03T16,604,2061,16134,2216,255,46,4570,1451
2024-10-03T17,454,1629,16883,2221,-3592,46,12892,1267
2024-10-03T18,487,1543,18100,2219,-5099,46,16274,1012
2024-10-03T19,624,1603,18292,2220,-5136,46,16936,894
2024-10-03T20,768,1741,17383,2219,-4228,46,17052,989
2024-10-03T21,778,2037,16157,2217,-2270,46,16975,1055
2024-10-03T22,969,2402,15909,2213,-637,46,16749,1167
2024-10-03T23,1127,2677,17216,2209,300,46,16630,1274
2024-10-04T00,1181,3155,18737,2205,1336,46,15226,1287
2024-10-04T01,1193,3968,21066,2204,1653,46,12233,1234
2024-10-04T02,1170,4217,23137,2206,5789,46,5299,1337
2024-10-04T03,1039,4318,23483,2210,7048,46,290,1770
2024-10-04T04,1027,4495,22039,2216,5887,46,-26,2101
2024-10-04T05,1009,4288,20784,2220,4630,46,-20,2059
2024-10-04T06,864,3797,20113,2220,3963,46,-17,1808
2024-10-04T07,907,3271,18076,2219,2150,46,-17,1677
2024-10-04T08,924,2893,17495,2220,465,46,-17,1654
2024-10-04T09,702,2408,16398,2217,452,46,-16,1812
