period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-11-01T00,662.0,1325.0,10151.0,2259.0,-1976.0,87.0,12220.0,2923.0
2024-11-01T01,946.0,2264.0,9398.0,2260.0,236.0,87.0,8655.0,2798.0
2024-11-01T02,1126.0,3277.0,10042.0,2260.0,3060.0,87.0,2047.0,3018.0
2024-11-01T03,1139.0,3712.0,9983.0,2263.0,3979.0,87.0,205.0,3428.0
2024-11-01T04,1140.0,3688.0,10061.0,2263.0,2738.0,87.0,119.0,3657.0
2024-11-01T05,1138.0,3397.0,10023.0,2265.0,2793.0,87.0,-23.0,3212.0
2024-11-01T06,1043.0,3402.0,10250.0,2266.0,2198.0,87.0,-50.0,3202.0
2024-11-01T07,1025.0,2889.0,9858.0,2268.0,1869.0,87.0,-50.0,3131.0
2024-11-01T08,892.0,3043.0,9899.0,2268.0,1865.0,87.0,-50.0,3084.0
2024-11-01T09,833.0,2081.0,13253.0,2263.0,239.0,45.0,-28.0,1225.0
2024-11-01T10,838.0,1956.0,12472.0,2263.0,23.0,46.0,-29.0,1462.0
2024-11-01T11,969.0,1899.0,13184.0,2262.0,-496.0,46.0,-28.0,1143.0
2024-11-01T12,979.0,1722.0,12575.0,2261.0,-205.0,46.0,-29.0,1268.0
2024-11-01T13,982.0,1799.0,12376.0,2259.0,180.0,46.0,-29.0,1555.0
2024-11-01T14,1074.0,2571.0,12600.0,2261.0,705.0,46.0,-24.0,1801.0
2024-11-01T15,1081.0,2827.0,13168.0,2261.0,2532.0,46.0,151.0,1751.0
2024-11-01T16,935.0,2325.0,13351.0,2263.0,2053.0,46.0,2126.0,1957.0
2024-11-01T17,725.0,1750.0,10442.0,2263.0,197.0,46.0,9136.0,1767.0
2024-11-01T18,615.0,1366.0,11419.0,2264.0,-2130.0,46.0,13498.0,1665.0
2024-11-01T19,538.0,1092.0,11707.0,2265.0,-3201.0,53.0,14543.0,1893.0
2024-11-01T20,444.0,1196.0,13054.0,2262.0,-4753.0,56.0,14657.0,2036.0
2024-11-01T21,491.0,1206.0,12611.0,2261.0,-4512.0,74.0,14606.0,2175.0
2024-11-01T22,545.0,1250.0,12296.0,2260.0,-4393.0,83.0,14403.0,2167.0
2024-11-01T23,748.0,1305.0,11632.0,2260.0,-3506.0,86.0,13931.0,2503.0
2024-11-02T00,830.0,1314.0,10560.0,2259.0,-1953.0,87.0,12042.0,2771.0
2024-11-02T01,1015.0,2162.0,9782.0,2260.0,268.0,87.0,8619.0,2696.0
