period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-09-03T06,45,521,370,5360,25119,2256,4065,46,0,-34,218,1872
2025-09-03T07,20,558,376,4867,23371,2258,2280,46,0,-34,11,1659
2025-09-03T08,-8,530,379,3345,22501,2258,1412,46,0,-36,0,1449
2025-09-03T09,-11,463,379,3246,21483,2258,473,46,0,-36,0,1306
2025-09-03T10,-11,457,380,3449,20681,2256,-8,46,0,-36,0,1069
2025-09-03T11,-51,457,379,3031,20087,2253,22,46,0,-37,0,736
2025-09-03T12,-73,459,381,2933,20921,2255,-1111,45,0,-38,0,713
2025-09-03T13,-34,456,383,2879,20694,2256,-898,46,0,-37,1,748
2025-09-03T14,-14,534,386,3064,20103,2261,161,46,0,-9,25,715
2025-09-03T15,-110,471,383,3096,19934,2262,1324,46,0,791,157,754
2025-09-03T16,-152,464,379,2388,21228,2261,-1506,46,0,6839,289,766
2025-09-03T17,-156,460,373,1950,24839,2262,-6211,46,0,15161,371,879
2025-09-03T18,-49,460,372,1884,25150,2262,-7337,46,0,17659,406,1220
2025-09-03T19,-34,466,371,1955,25763,2261,-7678,46,0,18764,418,1202
2025-09-03T20,-12,471,373,1984,25093,2260,-6933,46,0,19437,418,950
2025-09-03T21,-3,480,372,2388,23614,2260,-4760,46,3,19758,416,809
2025-09-03T22,-1,475,371,2872,21990,2262,-2703,46,200,19853,420,805
2025-09-03T23,5,490,371,3118,21752,2261,-722,46,236,19568,401,807
2025-09-04T00,44,485,369,3751,23128,2261,281,46,235,18418,420,853
2025-09-04T01,84,565,366,4712,24173,2261,853,46,235,15734,416,902
2025-09-04T02,151,590,360,5818,25126,2262,3992,46,234,10928,345,896
2025-09-04T03,69,582,358,6025,25726,2263,8564,46,234,3158,340,1075
2025-09-04T04,22,576,356,5651,25465,2263,8608,46,234,187,305,1525
2025-09-04T05,26,555,361,5337,24725,2263,7560,46,233,4,240,1936
2025-09-04T06,70,467,363,5096,24389,2263,4600,46,232,-31,43,2384
2025-09-04T07,22,475,361,4553,22807,2263,1695,46,8,-56,2,2622
2025-09-04T08,-8,463,365,3818,21538,2263,911,46,0,-56,0,2711
2025-09-04T09,-10,476,362,3954,19288,2262,543,46,0,-58,0,2970
2025-09-04T10,-11,460,363,3440,18100,2263,-209,46,0,-57,0,3046
2025-09-04T11,-10,459,358,3157,16912,2263,-742,46,0,-57,0,2855
2025-09-04T12,-10,460,358,3110,17025,2263,-860,46,0,-57,0,2437
2025-09-04T13,0,532,359,3082,17440,2262,-850,46,0,-57,0,2092
2025-09-04T14,44,476,361,3356,17165,2263,577,46,0,-30,8,1841
2025-09-04T15,24,466,369,3188,17305,2264,2160,46,0,784,162,1640
2025-09-04T16,-46,463,364,2414,17889,2265,-662,46,0,6927,397,1383
2025-09-04T17,-64,458,366,1790,20143,2265,-4817,46,0,14928,418,1332
2025-09-04T18,-56,458,360,1793,22438,2267,-7361,44,0,18030,418,1250
2025-09-04T19,-60,464,370,1849,22611,2267,-8084,45,155,19285,419,1249
2025-09-04T20,-63,465,364,2073,21790,2265,-7651,46,319,19719,413,1312
2025-09-04T21,11,474,364,2284,21260,2262,-6389,46,185,19340,418,1263
2025-09-04T22,-42,478,363,2408,18556,2262,-2980,46,230,17785,406,1433
2025-09-04T23,-82,500,365,2772,17851,2263,-727,46,227,17266,411,1716
2025-09-05T00,-50,479,367,3392,18544,2263,782,46,185,15625,398,1835
2025-09-05T01,-19,476,364,4604,19597,2262,772,46,181,13536,360,2019
2025-09-05T02,27,478,368,5496,20344,2262,2728,46,179,9537,340,2402
2025-09-05T03,44,478,373,5870,20252,2262,6624,46,179,2833,301,2817
2025-09-05T04,16,469,363,5661,20288,2263,7151,46,0,20,331,2998
2025-09-05T05,-4,468,362,5146,20133,2264,5963,46,0,-31,134,3412
2025-09-05T06,20,461,374,5090,19988,2265,4944,46,0,-26,7,4014
2025-09-05T07,0,464,373,4519,19093,2267,2377,46,0,-27,2,4118
2025-09-05T08,-7,455,371,4028,17872,2265,919,46,0,-27,0,3830
2025-09-05T09,-11,462,372,3472,16510,2264,1147,46,0,-29,0,3271
2025-09-05T10,-10,459,372,3155,15693,2265,481,46,0,-30,0,3166
2025-09-05T11,-10,458,374,2870,15748,2265,-435,46,0,-30,0,3183
2025-09-05T12,-11,454,378,2867,15167,2265,-263,46,0,-30,0,3041
2025-09-05T13,3,452,378,2892,14528,2265,250,46,0,-29,0,2775
2025-09-05T14,63,511,392,3323,15127,2264,1051,46,0,-6,23,2356
2025-09-05T15,39,467,387,3127,15406,2263,3151,46,0,784,168,1733
2025-09-05T16,-50,462,379,2343,15739,2264,629,46,0,6999,264,1212
2025-09-05T17,-59,458,348,2051,16483,2266,-3489,46,0,14745,420,972
2025-09-05T18,-47,457,364,1932,17817,2267,-5229,46,0,17896,401,843
2025-09-05T19,-40,457,383,1766,19516,2267,-6796,46,0,19055,407,732
2025-09-05T20,-72,463,382,1738,19955,2270,-7133,46,0,19578,429,935
2025-09-05T21,-87,468,377,1883,19119,2269,-6047,46,0,19244,399,1125
2025-09-05T22,-27,475,380,2253,18052,2264,-4706,46,0,19063,400,1378
2025-09-05T23,41,474,375,2986,16393,2263,-2063,46,0,18630,431,1515
2025-09-06T00,20,473,384,2965,16294,2262,-317,46,168,18028,400,1800
2025-09-06T01,58,484,371,3905,18096,2262,-564,46,206,16778,401,2009
2025-09-06T02,107,459,375,4890,19354,2262,2135,46,355,11711,305,2226
2025-09-06T03,29,275,378,5250,19894,2263,7065,46,364,3182,312,2251
2025-09-06T04,24,199,375,5278,19301,2263,8311,46,180,23,292,2214
2025-09-06T05,-4,196,379,4771,19060,2264,7662,46,180,-34,169,2547
2025-09-06T06,125,198,383,4824,19233,2265,6225,45,188,-30,10,2368
2025-09-06T07,148,221,384,4450,18756,2265,3981,45,0,-31,9,1987
2025-09-06T08,107,234,390,4495,18080,2266,2160,45,0,-31,0,1801
2025-09-06T09,-2,188,389,4106,17242,2264,1153,45,0,-31,0,1727
2025-09-06T10,0,187,388,3659,16480,2265,310,46,0,-33,0,1704
2025-09-06T11,-1,188,387,3419,15707,2265,-151,46,0,-33,0,1530
2025-09-06T12,0,188,387,3120,15294,2265,-254,46,0,-33,0,1305
2025-09-06T13,-6,186,381,2958,14860,2265,-101,46,0,-33,1,1398
2025-09-06T14,-18,186,384,2903,14809,2263,27,46,0,-3,26,1169
2025-09-06T15,-53,187,381,3092,14324,2264,250,46,0,894,155,1017
2025-09-06T16,-85,187,373,2572,14048,2265,-1798,46,0,7766,325,1157
2025-09-06T17,-137,187,372,2336,14312,2267,-4627,46,0,16174,427,1451
2025-09-06T18,-97,186,369,2190,15664,2267,-6267,46,0,18753,414,1578
2025-09-06T19,-82,186,373,2269,16652,2268,-7483,46,0,19818,412,1554
2025-09-06T20,-67,192,372,2305,16580,2267,-7369,46,0,20026,424,1514
2025-09-06T21,-42,195,373,2538,15638,2264,-6405,46,0,19571,399,1732
2025-09-06T22,-60,201,374,2609,13713,2263,-4113,46,0,19120,403,1649
2025-09-06T23,-54,207,376,2962,11724,2263,-1803,46,0,18877,399,1907
2025-09-07T00,14,207,377,3049,10990,2263,-103,46,0,18519,411,1888
2025-09-07T01,55,215,376,3501,12686,2262,-23,46,0,17145,412,1917
2025-09-07T02,92,211,372,4683,15369,2262,901,46,0,11953,344,2073
2025-09-07T03,77,206,376,5311,16012,2262,7074,46,0,3194,318,2107
2025-09-07T04,79,206,378,5143,15820,2263,8278,46,0,22,253,2185
2025-09-07T05,1,205,382,4840,15085,2263,7867,46,0,-37,214,2258
2025-09-07T06,19,197,380,4736,14933,2264,6341,46,0,-33,86,2253
2025-09-07T07,117,190,383,4332,14851,2268,3848,44,0,-34,36,2413
2025-09-07T08,126,194,383,4019,14267,2269,2198,46,0,-32,13,2280
2025-09-07T09,-6,191,383,3538,14118,2267,1734,46,0,-33,0,1910
2025-09-07T10,-10,187,384,2934,13917,2267,436,46,0,-34,0,1959
2025-09-07T11,-11,188,383,2731,13256,2267,9,46,0,-35,0,1997
2025-09-07T12,-10,188,388,2632,12907,2266,-198,46,0,-37,0,1765
2025-09-07T13,17,187,386,2608,12856,2265,-117,46,0,-36,0,1488
2025-09-07T14,11,186,385,2458,12615,2264,458,46,0,-8,8,1402
2025-09-07T15,-65,188,383,2456,12008,2263,414,46,0,914,162,1521
2025-09-07T16,-159,188,381,2142,11782,2264,-2103,46,0,7976,409,1504
2025-09-07T17,-157,187,377,1856,13208,2266,-5525,46,0,16170,398,1361
2025-09-07T18,-153,186,380,1808,15076,2267,-7722,46,0,18566,421,1386
2025-09-07T19,-145,186,381,1821,15651,2268,-8313,46,0,19825,398,1320
2025-09-07T20,-3,186,377,2000,14551,2264,-7379,46,0,19976,414,1387
2025-09-07T21,0,187,372,2118,12960,2262,-5370,46,0,19385,425,1396
2025-09-07T22,4,192,378,2179,10901,2261,-2599,46,0,18713,414,1387
2025-09-07T23,0,207,376,2389,10608,2262,-1695,46,174,18775,402,1460
2025-09-08T00,-2,209,375,2702,9865,2262,65,46,181,18172,415,1558
2025-09-08T01,84,244,380,3353,11789,2262,158,46,197,16366,401,1842
2025-09-08T02,139,420,376,4440,14432,2263,2751,46,205,11625,338,1849
2025-09-08T03,90,382,380,5343,15417,2263,8341,46,180,2971,334,1761
2025-09-08T04,86,212,377,4962,15233,2263,9165,46,179,-26,299,1912
2025-09-08T05,75,191,382,4705,14883,2262,8440,46,178,-59,284,2156
2025-09-08T06,124,212,392,4562,14962,2264,6098,46,178,-54,14,2232
2025-09-08T07,47,208,393,4454,14482,2265,3232,44,0,-54,0,2336
2025-09-08T08,-9,189,390,3993,14019,2266,1062,44,0,-55,0,2263
2025-09-08T09,-33,188,394,3577,13536,2264,376,46,0,-55,0,2265
2025-09-08T10,-11,189,392,3439,13441,2264,-440,46,0,-54,0,2281
2025-09-08T11,-11,188,397,3051,13713,2264,-1117,46,0,-57,0,2367
2025-09-08T12,-11,185,397,2892,13694,2264,-1119,46,0,-57,0,2534
2025-09-08T13,-8,178,400,2934,13169,2264,-469,46,0,-56,0,2470
2025-09-08T14,6,203,399,3062,13161,2262,586,46,0,-31,1,2329
2025-09-08T15,-16,192,401,3008,13215,2259,2275,46,0,849,26,2109
2025-09-08T16,-135,190,396,2312,13172,2261,-957,46,0,7950,409,1846
2025-09-08T17,-123,188,394,1999,14810,2264,-4593,46,0,16121,425,1827
2025-09-08T18,-114,187,393,2022,16368,2266,-6314,46,0,18333,398,1770
2025-09-08T19,-128,187,390,2148,17018,2268,-7498,46,0,19886,431,1915
2025-09-08T20,-81,186,391,2304,16874,2267,-7165,46,0,20176,426,2114
2025-09-08T21,-1,187,388,2351,16009,2263,-5550,46,0,20232,432,2317
2025-09-08T22,-35,191,392,2286,14379,2262,-3729,46,0,20115,431,2630
2025-09-08T23,-7,198,384,2893,13131,2263,-1986,46,0,19666,431,3103
2025-09-09T00,0,196,379,2979,12239,2264,17,46,4,19221,396,3372
2025-09-09T01,54,214,379,3887,13675,2264,-158,46,192,17957,341,3534
2025-09-09T02,151,341,387,4713,16141,2259,1801,46,207,12755,324,3440
2025-09-09T03,111,262,386,5429,17040,2259,8900,46,178,3199,336,3359
2025-09-09T04,12,195,387,5493,17092,2260,9458,46,177,-8,298,3382
2025-09-09T05,63,190,394,5172,16499,2262,8332,46,175,-57,278,3251
2025-09-09T06,151,216,392,4909,16275,2264,5777,46,0,-53,21,3063
2025-09-09T07,89,192,408,4706,15861,2265,2685,46,0,-52,0,3161
2025-09-09T08,-9,196,400,3881,15763,2266,760,46,0,-52,0,3027
2025-09-09T09,-10,190,398,3761,14906,2265,365,46,0,-53,0,3152
2025-09-09T10,-11,188,400,3471,13404,2265,-83,46,0,-53,0,3062
2025-09-09T11,-10,189,404,2929,13506,2265,-632,46,0,-52,0,3070
2025-09-09T12,-12,186,404,2903,13178,2265,-689,46,0,-53,0,3325
2025-09-09T13,-1,185,408,2991,12789,2265,-193,46,0,-53,0,3433
2025-09-09T14,-11,227,408,3148,12863,2260,854,46,0,-16,3,3387
2025-09-09T15,-54,203,411,2942,13096,2259,2007,46,0,869,34,3012
2025-09-09T16,-162,187,406,2717,13295,2261,-1181,46,0,7939,294,3041
2025-09-09T17,-155,188,406,2312,15319,2264,-5013,46,0,16571,392,3065
2025-09-09T18,-128,187,404,2384,15241,2267,-5681,46,0,18850,425,2689
2025-09-09T19,-119,187,406,2052,16712,2268,-7072,45,0,19641,430,2462
2025-09-09T20,-36,187,405,2241,16672,2268,-6935,45,0,20277,432,2445
2025-09-09T21,-13,187,407,2358,16166,2266,-6186,46,0,20348,433,2588
2025-09-09T22,-11,185,402,2565,14135,2263,-3967,46,0,19946,431,2955
2025-09-09T23,-2,192,403,3059,12518,2263,-1896,46,0,19161,404,3106
2025-09-10T00,-16,200,401,3231,11751,2263,-751,46,19,18454,430,3304
2025-09-10T01,18,202,404,3860,11912,2262,-486,46,191,16920,368,3576
2025-09-10T02,30,205,396,5019,13435,2261,355,46,187,12103,333,3903
2025-09-10T03,47,200,398,5403,13995,2258,6430,45,183,2828,286,3888
2025-09-10T04,34,198,401,5225,14178,2259,8193,46,183,56,277,3749
2025-09-10T05,70,196,401,5024,13797,2263,7844,46,209,2,233,3728
2025-09-10T06,85,190,406,4778,13852,2265,6425,46,183,-30,62,3579
2025-09-10T07,106,188,409,4674,13790,2269,3593,46,182,-54,35,3449
2025-09-10T08,68,189,410,4129,13648,2269,1724,46,182,-55,0,3276
2025-09-10T09,66,188,410,3696,13295,2268,1256,46,181,-55,0,3171
2025-09-10T10,-1,189,410,3502,12765,2269,403,46,0,-57,0,3127
2025-09-10T11,-11,189,410,3169,12603,2268,-201,46,0,-56,0,3010
2025-09-10T12,-10,188,408,3143,12501,2267,-555,46,0,-57,0,3044
2025-09-10T13,37,187,410,3358,11949,2266,-194,46,0,-57,0,3340
2025-09-10T14,48,186,413,3618,12004,2266,866,46,0,-24,4,3614
2025-09-10T15,10,190,408,3839,11977,2265,2562,46,0,824,94,3402
2025-09-10T16,-33,187,405,2989,11370,2263,-350,46,0,7476,409,2670
2025-09-10T17,-105,185,405,2417,12772,2261,-3836,46,0,16316,431,2757
2025-09-10T18,-112,186,404,2587,13671,2265,-5160,46,0,19162,431,2806
2025-09-10T19,-156,185,405,2591,14395,2268,-6405,46,0,19853,431,2736
2025-09-10T20,-114,186,405,2635,14321,2266,-6350,46,0,20058,430,3079
2025-09-10T21,-69,186,405,2510,14494,2262,-6153,45,0,19864,399,3427
2025-09-10T22,-84,191,404,2552,13451,2258,-5007,46,0,20004,426,3528
2025-09-10T23,2,195,404,2910,12534,2259,-3950,46,0,19538,412,3916
2025-09-11T00,-5,195,404,2888,11083,2259,-2224,46,170,18720,431,4133
2025-09-11T01,34,198,401,3217,10659,2260,-801,46,247,16545,419,4057
2025-09-11T02,139,202,398,4374,11431,2262,932,46,235,11159,339,4051
2025-09-11T03,96,206,399,5023,12262,2263,6995,46,235,2271,331,3866
2025-09-11T04,32,202,401,5094,12025,2261,8183,46,241,38,238,3736
2025-09-11T05,33,196,403,4913,11843,2257,7672,46,424,-60,110,3771
2025-09-11T06,16,193,406,4590,11556,2260,6433,46,421,-55,5,3697
2025-09-11T07,83,190,401,4121,11472,2265,3015,46,422,-55,1,3853
2025-09-11T08,0,189,407,3915,11193,2268,1131,46,475,-55,0,3879
2025-09-11T09,0,188,408,3395,10897,2266,804,46,473,-56,15,3829
2025-09-11T10,-5,189,409,3213,10935,2265,246,46,475,-57,0,3427
2025-09-11T11,-1,189,409,2805,11213,2264,-448,46,475,-56,0,3103
2025-09-11T12,-10,188,412,2792,11587,2263,-800,46,475,-56,0,3035
2025-09-11T13,62,218,380,2917,10868,2262,-81,46,478,-56,39,2859
2025-09-11T14,127,354,415,3103,11132,2262,812,46,476,-27,19,2839
2025-09-11T15,-30,494,416,3399,11091,2263,2660,46,4,904,363,2571
2025-09-11T16,-142,598,416,3078,10025,2261,-260,46,0,7027,368,2547
2025-09-11T17,-161,605,406,2276,9896,2258,-2959,46,0,15384,422,2662
2025-09-11T18,-159,606,408,1691,11955,2261,-4705,46,0,18399,425,2717
2025-09-11T19,-61,605,407,1569,12374,2262,-4991,46,0,19440,425,2229
2025-09-11T20,1,605,404,1604,12861,2264,-5394,46,0,19286,423,1710
2025-09-11T21,-1,606,403,1978,13368,2265,-6109,46,0,19943,425,1749
2025-09-11T22,0,606,402,2056,12323,2265,-4827,46,0,19879,415,2014
2025-09-11T23,-3,606,406,2509,11524,2263,-3402,46,0,18925,422,2290
2025-09-12T00,-107,606,399,2893,11396,2261,-2508,46,6,18453,412,2643
2025-09-12T01,-7,607,406,2916,10992,2259,-1874,46,220,16569,401,3351
2025-09-12T02,53,577,403,3800,11013,2260,390,46,229,11053,205,4257
2025-09-12T03,76,404,405,4747,10866,2261,6161,46,237,2357,159,4482
2025-09-12T04,104,243,409,4818,10719,2263,8119,46,235,58,171,4423
2025-09-12T05,74,224,402,4741,10499,2264,7742,46,236,31,121,4372
2025-09-12T06,22,214,401,4587,10465,2265,6570,46,183,-51,6,4296
2025-09-12T07,82,194,400,4568,10219,2264,3947,46,192,-54,2,4410
2025-09-12T08,118,186,403,4346,9757,2264,1895,46,1,-57,44,4434
2025-09-12T09,91,189,404,4152,10311,2264,1332,46,0,-57,31,4070
2025-09-12T10,-1,188,405,3587,10069,2264,604,46,0,-55,0,4053
2025-09-12T11,-5,189,411,3467,9523,2265,33,46,0,-56,0,4113
2025-09-12T12,-10,186,407,3230,9800,2265,-339,46,0,-55,0,4020
2025-09-12T13,-1,186,413,3344,9735,2265,32,46,0,-55,0,3790
2025-09-12T14,5,185,415,3484,9908,2265,773,46,0,-31,6,3529
2025-09-12T15,-22,188,412,3259,10364,2264,2035,46,0,770,145,3249
2025-09-12T16,-131,189,408,2457,10466,2265,-359,46,0,6993,386,2947
2025-09-12T17,-158,188,405,2113,11536,2267,-3538,46,0,15590,401,2613
2025-09-12T18,-50,187,405,2258,12560,2268,-4918,46,0,18424,425,2361
2025-09-12T19,-74,187,407,2251,13467,2265,-6211,46,0,19634,431,2518
2025-09-12T20,-64,192,401,2312,14209,2265,-6899,46,0,19905,431,2629
2025-09-12T21,-29,197,404,2348,13641,2266,-6282,46,0,19764,432,2412
2025-09-12T22,-83,199,402,2410,12980,2265,-5489,46,0,19816,432,2526
2025-09-12T23,-71,199,403,2509,11257,2262,-3419,46,0,19515,432,2915
2025-09-13T00,-24,197,406,2652,9750,2262,-1559,46,0,18718,432,3040
2025-09-13T01,30,195,404,3270,9488,2262,-506,46,181,16972,428,3264
2025-09-13T02,108,196,404,4672,10018,2262,599,46,180,11172,331,4076
2025-09-13T03,74,198,406,5309,10687,2263,6748,46,178,2317,313,4418
2025-09-13T04,85,201,402,5179,10754,2264,7588,46,179,12,321,4621
2025-09-13T05,4,200,400,5125,10602,2265,7689,46,179,-32,219,4535
2025-09-13T06,30,193,401,4662,10462,2264,6692,46,181,-36,9,4428
2025-09-13T07,4,188,408,4551,10617,2263,3352,46,180,-35,0,4322
2025-09-13T08,147,190,405,4444,10284,2266,2092,46,223,-36,0,4290
2025-09-13T09,114,188,409,4291,9897,2267,1833,46,213,-36,0,4258
2025-09-13T10,30,188,408,3691,9998,2267,920,46,181,-35,0,3854
2025-09-13T11,0,188,407,3541,10130,2268,-34,46,179,-35,0,3561
2025-09-13T12,0,187,410,3425,10152,2268,-186,46,179,-36,0,3426
2025-09-13T13,3,187,408,3255,10069,2267,-6,46,180,-37,0,3316
2025-09-13T14,-14,187,412,3123,9852,2265,435,46,179,-14,9,3060
2025-09-13T15,-46,189,411,3151,9497,2265,1316,46,0,767,208,2452
2025-09-13T16,-134,189,413,2447,8995,2265,-993,46,0,7219,405,2220
2025-09-13T17,-119,189,408,1988,9694,2265,-3762,46,0,15945,407,1967
2025-09-13T18,-41,188,403,1975,10846,2265,-4868,46,0,18060,431,1391
2025-09-13T19,1,187,402,1976,12631,2266,-6605,46,0,19589,430,980
2025-09-13T20,-1,184,401,2007,13042,2264,-7523,46,0,19995,431,930
2025-09-13T21,-39,186,404,2041,12483,2262,-6902,46,0,20006,431,950
2025-09-13T22,-152,192,399,2147,11946,2264,-5954,46,0,19823,432,1146
2025-09-13T23,-148,198,405,2257,9898,2263,-3185,46,0,19187,432,1436
2025-09-14T00,-31,201,398,2410,8620,2264,-1326,46,175,18655,432,1592
2025-09-14T01,36,200,403,2750,8842,2264,-288,46,191,16797,424,2013
2025-09-14T02,65,201,403,3526,10219,2266,1382,46,180,11149,311,2505
2025-09-14T03,84,202,406,4900,9985,2266,6990,46,180,2252,335,3124
2025-09-14T04,-43,203,405,4988,9867,2265,7526,46,180,80,324,3678
2025-09-14T05,-2,201,413,4961,9791,2264,7025,46,179,0,94,3815
2025-09-14T06,24,195,410,4628,10103,2265,5515,46,179,9,11,3876
2025-09-14T07,55,189,409,4446,10239,2265,3305,46,180,-47,1,3806
2025-09-14T08,0,181,413,4058,9826,2265,2332,46,179,-53,35,3727
2025-09-14T09,0,188,413,3764,9954,2265,1339,46,178,-53,0,3689
2025-09-14T10,-10,189,414,3261,8755,2265,782,46,179,-52,4,3497
2025-09-14T11,-11,189,415,3099,8769,2266,278,46,179,-53,0,3035
2025-09-14T12,-10,188,415,2779,8488,2267,-131,46,180,-55,0,3060
2025-09-14T13,63,188,417,2794,7805,2268,238,46,178,-55,0,3069
2025-09-14T14,104,187,419,3049,7909,2268,955,46,179,-31,12,2605
2025-09-14T15,59,189,417,2783,7700,2268,1324,46,174,715,254,2249
2025-09-14T16,-115,189,410,2057,8405,2268,-706,46,0,7074,392,1589
2025-09-14T17,-155,188,404,1815,10595,2266,-4458,46,0,14810,398,1444
2025-09-14T18,-149,188,398,1628,11558,2264,-6022,46,0,17149,398,1208
2025-09-14T19,-120,187,398,1655,12865,2263,-7563,46,0,18704,414,1023
2025-09-14T20,0,187,395,1702,12870,2264,-7430,46,0,18689,384,908
2025-09-14T21,-2,187,393,1848,11594,2263,-6172,46,0,18004,384,944
2025-09-14T22,-1,190,396,1835,10513,2263,-4990,45,182,17671,430,1219
2025-09-14T23,-1,197,396,1798,8034,2264,-2249,45,183,16554,433,1191
2025-09-15T00,-2,199,394,2171,7470,2264,-990,46,189,17074,431,1417
2025-09-15T01,28,199,396,2701,8376,2264,-90,46,185,16024,425,2166
2025-09-15T02,119,202,393,4004,10136,2264,1239,46,357,10973,340,2446
2025-09-15T03,78,200,401,4855,11149,2265,6794,46,370,2052,335,2482
2025-09-15T04,24,200,398,4868,10959,2265,8031,46,367,-41,323,2625
2025-09-15T05,9,200,405,4787,10831,2264,6911,46,368,-52,162,2631
2025-09-15T06,22,194,402,4518,10826,2264,5277,46,192,-46,6,2801
2025-09-15T07,9,187,403,4068,10941,2266,3199,46,179,-49,1,2842
2025-09-15T08,0,186,407,3879,10703,2266,1186,46,178,-49,0,2677
2025-09-15T09,-1,190,407,2975,11084,2265,714,46,0,-48,0,2362
2025-09-15T10,-10,188,407,2744,11171,2266,-103,46,0,-48,0,2229
2025-09-15T11,-11,193,410,2661,11925,2266,-1018,45,0,-48,0,1982
2025-09-15T12,1,186,412,2647,11711,2268,-757,45,0,-48,0,1726
2025-09-15T13,124,186,410,2585,11239,2269,497,46,0,-48,0,1082
2025-09-15T14,135,186,411,3032,12100,2270,1698,46,0,-24,11,670
