period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-04-07T19,0,842,8883,1142,-2673,76,11399,1565
2024-04-07T20,0,687,9453,1142,-3281,75,11823,1250
2024-04-07T21,0,689,9585,1142,-3403,75,11455,1174
2024-04-07T22,0,717,9751,1141,-3399,75,10813,1563
2024-04-07T23,0,807,9364,1140,-2993,75,9834,1878
2024-04-08T00,0,864,7328,1140,-1064,75,8430,2367
2024-04-08T01,0,1327,6471,1141,-11,75,8135,2895
2024-04-08T02,0,2615,6190,1142,304,75,7380,3485
2024-04-08T03,0,4806,5984,1142,1966,75,3259,4289
2024-04-08T04,0,5769,5875,1142,4449,75,106,4232
2024-04-08T05,0,5848,6004,1143,4378,75,13,4235
2024-04-08T06,0,5526,5948,1143,3775,74,29,4172
2024-04-08T07,0,5145,6390,1143,2584,73,31,3969
2024-04-08T08,0,4706,6568,1143,1428,74,15,3854
2024-04-08T09,0,4118,6965,1142,640,74,39,3885
2024-04-08T10,0,4116,6948,1142,512,74,35,3706
2024-04-08T11,0,4012,6931,1142,407,75,21,3664
2024-04-08T12,0,4303,7604,1143,205,75,-3,3540
2024-04-08T13,0,4704,9014,1143,-89,75,-21,3400
2024-04-08T14,0,5946,10696,1143,-178,75,33,3163
2024-04-08T15,0,6285,11467,1143,997,74,835,2837
2024-04-08T16,0,5076,10140,1143,-765,75,6408,2440
2024-04-08T17,0,3750,8153,1144,-1775,73,13173,1908
2024-04-08T18,0,1980,7149,1143,-345,74,12226,1531
2024-04-08T19,0,1877,7064,1142,-406,75,11683,1478
2024-04-08T20,0,1670,6779,1142,1383,75,10957,1478
2024-04-08T21,0,1465,8427,1142,-2312,74,13145,1362
2024-04-08T22,0,1401,7608,1144,-2192,75,12610,1422
2024-04-08T23,0,1397,7206,1144,-1890,75,12672,1389
2024-04-09T00,0,1541,6765,1143,-1409,73,12591,1799
2024-04-09T01,0,1770,6709,1142,-700,75,12085,2201
2024-04-09T02,0,3630,6792,1142,208,76,10254,2346
2024-04-09T03,0,5589,7678,1143,2163,75,4038,2689
2024-04-09T04,0,6076,8617,1143,4812,75,144,2617
2024-04-09T05,0,6150,8277,1143,5023,75,-19,2349
2024-04-09T06,0,5624,8058,1144,4440,75,-27,2133
2024-04-09T07,0,4828,7775,1143,2916,75,-20,2254
2024-04-09T08,0,4660,7977,1143,1354,75,-19,2332
2024-04-09T09,0,4274,7976,1142,983,75,4,2193
2024-04-09T10,0,4165,8068,1142,608,75,29,1928
2024-04-09T11,0,4198,7868,1142,537,75,38,1621
2024-04-09T12,0,4372,7709,1142,376,75,27,1558
2024-04-09T13,0,4962,7112,1143,910,75,-10,1485
2024-04-09T14,0,5360,7272,1143,1832,75,-4,1352
2024-04-09T15,0,5672,7490,1143,2739,75,954,1353
2024-04-09T16,0,4405,7388,1143,1133,75,7167,979
2024-04-09T17,0,3353,7712,1142,-124,74,11615,836
2024-04-09T18,0,1961,7217,1143,-206,74,12607,920
2024-04-09T19,0,1585,8513,1143,-2486,74,13480,906
2024-04-09T20,0,1537,8992,1143,-3071,74,13404,762
2024-04-09T21,0,1489,9266,1143,-3567,73,13608,657
2024-04-09T22,0,1468,9156,1143,-3358,73,13609,601
2024-04-09T23,0,1549,8418,1143,-2623,74,13157,483
2024-04-10T00,0,1657,7253,1143,-1256,73,12961,452
2024-04-10T01,0,1707,6597,1143,-103,74,12796,489
2024-04-10T02,0,3225,7547,1142,545,73,11116,737
2024-04-10T03,0,5755,8127,1142,2507,74,4271,1145
2024-04-10T04,0,6534,8616,1142,4974,75,140,1537
2024-04-10T05,0,6485,8784,1143,4644,75,3,1754
2024-04-10T06,0,6000,8598,1143,3815,75,-30,1906
2024-04-10T07,0,5599,8009,1143,2236,75,-45,1855
2024-04-10T08,0,5473,8315,1143,1094,75,-47,1637
2024-04-10T09,0,4807,8583,1143,1102,75,-41,1515
2024-04-10T10,0,4315,8972,1143,837,75,-38,1306
2024-04-10T11,0,4437,9043,1142,589,75,-40,1151
2024-04-10T12,0,4760,9218,1142,546,75,-47,847
2024-04-10T13,0,5336,9308,1143,780,75,-50,768
2024-04-10T14,0,5901,9769,1143,1463,75,-6,657
2024-04-10T15,0,5981,10135,1142,2843,74,1032,559
2024-04-10T16,0,4276,9898,1142,937,75,7488,453
2024-04-10T17,0,3253,9145,1142,-295,74,12443,363
2024-04-10T18,0,1934,9334,1142,-567,73,14051,304
2024-04-10T19,0,1630,9537,1142,-1431,73,14897,275
2024-04-10T20,0,1655,9647,1143,-2169,73,14980,252
2024-04-10T21,0,1645,9598,1142,-2454,73,15360,231
2024-04-10T22,0,1556,8619,1142,-2164,73,16006,185
2024-04-10T23,0,1645,8614,1142,-1825,73,16574,237
2024-04-11T00,0,2043,8861,1142,-1384,73,16487,337
2024-04-11T01,0,2626,8862,1142,-298,73,15210,371
2024-04-11T02,0,4372,9520,1142,494,73,11743,468
2024-04-11T03,0,6062,11044,1142,2938,73,4081,620
2024-04-11T04,0,6798,11777,1143,5239,73,100,924
2024-04-11T05,0,7008,12238,1143,4655,73,-47,1157
2024-04-11T06,2,6917,10953,1143,3509,73,-18,1181
2024-04-11T07,1,6662,10280,1143,1580,73,-6,1164
2024-04-11T08,0,5966,10027,1143,562,73,-16,1019
2024-04-11T09,0,5597,9894,1143,384,73,-16,1002
2024-04-11T10,0,5402,10043,1143,334,74,-6,1001
2024-04-11T11,0,4966,10048,1142,144,74,-2,1019
2024-04-11T12,6,4955,9736,1142,403,74,0,1034
2024-04-11T13,10,5492,9804,1143,817,73,-23,896
2024-04-11T14,10,5368,10410,1143,1146,73,25,779
2024-04-11T15,13,4794,10910,1143,2278,73,1080,541
2024-04-11T16,0,4058,9861,1143,394,74,6860,406
2024-04-11T17,0,2838,8174,1143,-25,73,12685,303
2024-04-11T18,0,1925,8240,1142,-477,73,14820,317
2024-04-11T19,0,1696,8624,1142,-1722,73,16199,326
2024-04-11T20,0,1384,8235,1142,-1888,73,16321,387
2024-04-11T21,0,1299,8298,1142,-2049,73,16687,448
2024-04-11T22,0,1451,8247,1142,-1687,72,16674,480
2024-04-11T23,0,1995,7974,1142,-1301,73,16231,471
2024-04-12T00,0,2354,8123,1142,-561,72,14966,504
2024-04-12T01,0,2723,8528,1142,-582,72,14318,566
2024-04-12T02,0,3812,8951,1142,-96,73,11797,623
2024-04-12T03,0,5657,9928,1141,2571,72,4191,838
2024-04-12T04,0,6613,11109,1142,3868,72,222,1223
2024-04-12T05,0,6260,11147,1142,3270,72,67,1514
2024-04-12T06,0,6106,10082,1141,2843,72,36,1554
2024-04-12T07,0,5782,9261,1144,1095,72,33,1625
2024-04-12T08,0,5114,9085,1144,123,72,19,1557
2024-04-12T09,0,4266,8349,1142,785,72,26,1632
2024-04-12T10,0,4025,7994,1142,673,73,65,1641
2024-04-12T11,0,3972,8093,1143,322,73,89,1546
2024-04-12T12,0,4313,8269,1143,143,71,81,1442
2024-04-12T13,0,4759,7923,1143,566,71,69,1300
2024-04-12T14,0,4658,8510,1142,731,73,114,1490
2024-04-12T15,0,4262,9786,1142,1385,73,863,1405
2024-04-12T16,0,4128,8831,1141,293,73,7072,1252
2024-04-12T17,0,3253,7002,1141,377,72,13535,1288
2024-04-12T18,0,2476,6280,1141,656,73,14832,1476
2024-04-12T19,0,2235,7131,1141,-666,73,15507,1715
2024-04-12T20,0,1711,7583,1141,-1591,73,15600,2511
2024-04-12T21,0,1476,8601,1141,-2561,73,15594,3058
2024-04-12T22,0,1549,8685,1142,-2833,73,15335,3510
2024-04-12T23,0,1365,8929,1142,-2936,73,15439,3986
2024-04-13T00,0,1703,8243,1143,-2108,73,14876,3942
2024-04-13T01,0,2508,6848,1143,-433,73,13462,3708
2024-04-13T02,0,3585,6529,1142,281,73,11098,3405
2024-04-13T03,0,5551,6078,1142,2104,73,3929,3405
2024-04-13T04,0,5882,6632,1142,4932,73,222,3484
2024-04-13T05,0,6258,7001,1142,4832,74,55,3182
2024-04-13T06,0,6516,6959,1142,3590,74,17,2972
2024-04-13T07,0,5857,6646,1142,1411,74,36,3051
2024-04-13T08,0,5631,6628,1142,658,75,74,2914
2024-04-13T09,0,4896,6470,1142,964,75,-7,2679
2024-04-13T10,0,4687,6163,1142,614,75,-22,2749
2024-04-13T11,0,4562,6457,1142,265,75,-23,2829
2024-04-13T12,0,4366,6631,1142,373,75,-46,2655
2024-04-13T13,0,4544,6783,1142,388,75,-48,2403
2024-04-13T14,0,4452,6644,1142,1049,75,61,2723
2024-04-13T15,0,4383,6509,1142,1702,75,903,2787
2024-04-13T16,0,4049,6221,1141,193,75,6118,2576
2024-04-13T17,0,3609,7547,1141,-1562,70,10455,2506
2024-04-13T18,0,2924,7957,1141,-1960,65,11791,2695
2024-04-13T19,0,2719,8502,1141,-2259,68,11765,2621
2024-04-13T20,0,2667,9246,1141,-2918,68,11810,2644
2024-04-13T21,0,2332,9215,1141,-2371,68,10913,2313
2024-04-13T22,0,2239,8889,1142,-2140,70,10964,2403
2024-04-13T23,0,2202,7918,1141,-1274,72,10113,2550
2024-04-14T00,0,2420,7016,1142,-46,74,9386,2848
2024-04-14T01,0,3153,6628,1142,284,54,8385,2961
2024-04-14T02,0,3960,5973,1142,569,37,6326,3853
2024-04-14T03,0,5783,7015,1142,1575,37,2009,4573
2024-04-14T04,0,6141,7499,1142,3478,37,136,4274
2024-04-14T05,0,5906,7277,1141,4122,37,56,3507
2024-04-14T06,0,5750,7258,1141,3636,37,58,3018
2024-04-14T07,0,5179,6955,1141,2242,37,35,3376
2024-04-14T08,357,5124,6980,1141,1644,37,43,3244
2024-04-14T09,356,4854,7630,1141,1212,37,64,2868
2024-04-14T10,354,4514,7610,1141,890,37,45,2715
2024-04-14T11,318,4404,7460,1141,736,37,26,2610
2024-04-14T12,303,4386,7355,1141,553,38,-6,2661
2024-04-14T13,301,4627,7427,1141,568,38,9,2541
2024-04-14T14,298,5064,7213,1140,1347,38,79,2219
2024-04-14T15,245,4711,7204,1140,1450,38,1274,1922
2024-04-14T16,202,4414,6490,1140,319,38,6092,1929
2024-04-14T17,190,3271,6390,1140,56,38,9394,2255
2024-04-14T18,328,2687,6194,1140,-422,34,10830,2214
2024-04-14T19,378,2351,6666,1140,-1561,13,12509,2105
2024-04-14T20,337,1871,7210,1140,-2223,-4,12843,2332
2024-04-14T21,405,1692,6991,1140,-2164,-3,13096,2364
2024-04-14T22,370,1862,7197,1140,-2469,-2,12778,2321
2024-04-14T23,252,1897,6536,1140,-2089,-2,12729,2474
2024-04-15T00,187,1886,5553,1140,-1033,-2,12510,2301
2024-04-15T01,183,2477,5733,1139,-289,-2,11132,2479
2024-04-15T02,184,3453,5605,1139,283,-2,8201,2699
2024-04-15T03,185,5129,6565,1139,1933,-2,2799,2876
2024-04-15T04,196,5554,6930,1139,4225,-2,58,3132
2024-04-15T05,244,5613,6938,1139,3826,-2,-25,3452
2024-04-15T06,194,5480,6587,1139,2948,-2,6,3695
2024-04-15T07,281,5100,6081,1139,1300,-2,10,3865
2024-04-15T08,309,4646,5949,1140,612,-2,8,3936
2024-04-15T09,296,4588,5508,1140,315,-2,1,3810
2024-04-15T10,256,4062,6067,1140,111,-2,6,3831
2024-04-15T11,252,3769,5756,1140,222,-2,-7,3816
2024-04-15T12,237,3983,5901,1141,501,-2,-16,3414
2024-04-15T13,222,4692,6685,1141,493,-2,-38,3082
2024-04-15T14,329,4297,6953,1141,1227,-2,31,3068
2024-04-15T15,274,4470,6716,1141,2258,-2,1398,3284
2024-04-15T16,195,4589,5656,1141,267,-2,7846,3470
2024-04-15T17,176,3366,6374,1141,-904,-2,12581,3081
2024-04-15T18,177,2055,7061,1141,-983,-2,14026,2573
2024-04-15T19,176,1802,7499,1141,-1888,-1,14280,2713
2024-04-15T20,174,1388,8208,1140,-2937,-1,14263,2589
2024-04-15T21,174,1195,8482,1140,-3525,-1,14053,2201
2024-04-15T22,174,1190,8602,1140,-3554,-1,13921,1964
2024-04-15T23,174,1258,8001,1140,-3111,-1,12570,2519
2024-04-16T00,174,1612,6044,1141,-1339,-1,11678,2695
2024-04-16T01,174,1850,5094,1141,-92,-1,11403,2427
2024-04-16T02,174,3426,5102,1141,286,0,10514,2360
2024-04-16T03,174,6128,5378,1141,1868,0,4410,2467
2024-04-16T04,174,6562,5954,1141,4932,0,185,2843
2024-04-16T05,174,6391,6318,1142,5531,0,51,2742
2024-04-16T06,174,6306,6812,1141,4601,0,82,2348
2024-04-16T07,174,5967,6593,1141,2629,0,58,2046
2024-04-16T08,190,5630,6724,1141,1211,0,68,1880
2024-04-16T09,185,4841,6393,1141,254,0,52,2254
2024-04-16T10,184,4476,5879,1140,484,0,61,2385
2024-04-16T11,183,4566,6234,1141,201,0,71,1928
2024-04-16T12,183,4682,6620,1141,237,0,-4,1512
2024-04-16T13,188,5072,6500,1142,806,0,-27,1301
2024-04-16T14,310,5670,6727,1142,1909,0,24,1192
2024-04-16T15,250,5663,6962,1142,2870,0,1388,1153
2024-04-16T16,190,5261,5830,1142,757,0,7846,936
2024-04-16T17,185,3682,6282,1142,-1395,0,12872,852
2024-04-16T18,184,2279,7397,1142,-2126,0,14284,843
2024-04-16T19,184,1513,8540,1141,-3355,0,15179,678
2024-04-16T20,184,1310,8831,1141,-3609,0,14755,689
2024-04-16T21,187,1330,8771,1142,-3666,0,14693,630
2024-04-16T22,277,1359,8658,1142,-3289,0,14235,536
2024-04-16T23,203,1379,6967,1142,-1762,0,13553,507
2024-04-17T00,185,1659,5979,1142,-850,0,13676,608
2024-04-17T01,186,2449,5749,1142,0,0,12916,834
2024-04-17T02,229,3662,6040,1142,151,0,11137,1404
2024-04-17T03,322,6000,5913,1142,2659,0,4557,2285
2024-04-17T04,360,6509,7136,1142,6121,0,135,2773
2024-04-17T05,454,6122,7798,1142,6209,0,-23,2782
2024-04-17T06,357,6295,7691,1142,5182,0,-26,2729
2024-04-17T07,220,5729,7096,1142,2575,0,-26,3297
2024-04-17T08,186,5497,7018,1142,1176,0,-27,3361
2024-04-17T09,186,5252,7319,1142,628,0,-21,3262
2024-04-17T10,186,5172,7315,1142,390,0,4,3176
2024-04-17T11,190,4851,7364,1142,137,0,12,3058
2024-04-17T12,311,4739,7189,1143,719,0,-17,2596
2024-04-17T13,470,5538,7394,1143,793,0,-41,2282
2024-04-17T14,573,5888,7455,1142,1606,0,30,1952
2024-04-17T15,575,6327,7928,1141,2289,0,1249,1651
2024-04-17T16,576,5228,7504,1141,438,0,7607,1269
2024-04-17T17,578,4025,6646,1141,-194,0,12720,1066
2024-04-17T18,578,2892,6839,1141,-524,0,14500,951
2024-04-17T19,578,2451,7935,1140,-2104,0,15052,977
2024-04-17T20,578,2207,8688,1139,-3017,0,15526,1082
2024-04-17T21,578,2142,9550,1139,-3567,0,15804,1244
2024-04-17T22,578,2118,8658,1138,-2748,0,15076,1239
2024-04-17T23,578,2159,9281,1139,-3565,0,15143,2144
2024-04-18T00,575,2412,8010,1139,-1542,0,13477,2611
2024-04-18T01,510,2950,8199,1138,-1035,0,12873,2846
2024-04-18T02,510,4586,7894,1138,-109,0,10242,3358
2024-04-18T03,518,6227,8320,1139,2230,0,3882,3941
2024-04-18T04,520,6604,9283,1140,4841,0,192,4129
2024-04-18T05,501,6684,9940,1139,4458,0,-9,4148
2024-04-18T06,396,6597,9533,1138,3588,0,-1,4385
2024-04-18T07,293,6016,8794,1141,1929,0,0,4293
2024-04-18T08,286,5788,8452,1141,843,0,0,3809
2024-04-18T09,205,5290,8029,1138,521,0,1,3536
2024-04-18T10,247,5212,7697,1139,615,0,-1,3370
2024-04-18T11,234,5016,8029,1139,411,0,-4,3159
2024-04-18T12,318,4831,8331,1140,516,0,-4,2827
2024-04-18T13,441,5065,8527,1140,744,0,-5,2871
2024-04-18T14,558,5943,8422,1140,1488,0,62,2717
2024-04-18T15,578,5879,9116,1140,2069,0,1225,2646
2024-04-18T16,579,5070,7843,1140,1164,0,5897,2437
2024-04-18T17,578,4203,6887,1140,227,0,10374,2138
2024-04-18T18,579,3203,6814,1140,-170,0,12241,1713
2024-04-18T19,578,2881,7343,1139,-1812,0,13348,1979
2024-04-18T20,579,2655,7998,1138,-2903,0,14759,1911
2024-04-18T21,578,2502,8519,1139,-3317,0,15379,1830
2024-04-18T22,578,2425,8470,1139,-3252,0,15454,1830
2024-04-18T23,565,2492,8480,1137,-2814,0,14643,2392
2024-04-19T00,457,2647,7566,1138,-1497,0,14363,2872
2024-04-19T01,288,3249,7398,1138,-234,0,12587,3036
2024-04-19T02,253,4566,8240,1139,-48,0,10471,2935
2024-04-19T03,238,6390,8200,1140,2201,0,4199,3154
2024-04-19T04,254,6725,8980,1140,5017,3,213,3302
2024-04-19T05,199,6524,9256,1140,4645,7,79,3478
2024-04-19T06,183,6457,8820,1141,3808,8,109,3628
2024-04-19T07,187,6114,8172,1140,1275,13,88,3686
2024-04-19T08,185,5379,7803,1140,419,25,39,3912
2024-04-19T09,185,4884,7087,1139,765,31,55,4056
2024-04-19T10,185,4773,6836,1138,441,31,67,3977
2024-04-19T11,184,4552,6937,1139,542,32,91,3678
2024-04-19T12,185,4399,7087,1139,673,33,91,3760
2024-04-19T13,192,4887,7438,1139,903,33,98,3859
2024-04-19T14,339,5341,8036,1139,1500,33,165,3836
2024-04-19T15,260,5518,8071,1140,2222,32,1524,3853
2024-04-19T16,265,4726,7292,1140,549,33,7754,3890
2024-04-19T17,318,3932,6120,1140,-379,34,13459,3755
2024-04-19T18,350,2915,5967,1139,48,34,15403,3464
2024-04-19T19,367,2480,7043,1138,-1027,34,15922,2769
2024-04-19T20,345,1840,8417,1138,-2042,34,16271,2306
2024-04-19T21,269,1655,8927,1138,-2903,34,16426,2482
2024-04-19T22,192,1681,8947,1139,-3045,34,16319,3186
2024-04-19T23,184,1630,9000,1138,-2967,33,16097,3738
