period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-08-04T07,55,216,431,5577,10530,2274,3564,46,0,-38,1,5118
2025-08-04T08,24,211,430,5042,10028,2273,1744,46,0,-48,12,5069
2025-08-04T09,-1,211,438,4657,9010,2273,790,46,0,-52,0,5180
2025-08-04T10,-1,212,442,4151,8607,2234,320,45,0,-53,0,4792
2025-08-04T11,0,211,443,4096,8895,1971,-513,45,0,-52,0,4749
2025-08-04T12,0,212,451,4042,8982,1730,-895,46,0,-51,0,4814
2025-08-04T13,0,213,444,4111,8724,1690,-302,44,0,-51,1,4947
2025-08-04T14,8,213,443,3994,8549,1693,673,43,0,87,36,4954
2025-08-04T15,-89,213,446,3194,8826,1692,782,46,0,2312,347,4891
2025-08-04T16,-132,213,435,2099,10927,1691,-1897,46,0,10147,335,4419
2025-08-04T17,-120,212,422,1813,13214,1693,-4877,46,0,16561,315,3873
2025-08-04T18,-8,212,427,1826,13931,1695,-5946,46,0,18541,267,3677
2025-08-04T19,-66,231,424,1825,14031,1694,-6434,46,0,19496,261,3542
2025-08-04T20,-7,299,425,1701,13637,1693,-5757,46,0,19975,215,3526
2025-08-04T21,-29,225,421,1964,13309,1692,-5377,46,5,19923,235,3888
2025-08-04T22,-47,216,419,2065,13739,1692,-4733,46,232,19426,297,3988
2025-08-04T23,2,223,423,2217,12159,1693,-1974,46,237,18104,300,3828
2025-08-05T00,-1,282,418,2527,10935,1693,-441,46,261,17247,300,4097
2025-08-05T01,3,391,419,3734,11042,1693,-84,43,238,15480,324,4405
2025-08-05T02,88,428,421,4774,12660,1659,572,43,236,13159,346,5024
2025-08-05T03,77,384,421,6252,13091,1590,4484,46,235,6789,268,4948
2025-08-05T04,63,315,427,6810,13084,1588,8337,46,236,1044,281,4820
2025-08-05T05,2,315,425,6689,13336,1586,8429,46,235,-56,222,4816
2025-08-05T06,25,318,430,6340,12858,1586,6301,46,237,-54,20,5040
2025-08-05T07,24,230,422,6130,11875,1586,3402,46,234,-49,0,5254
2025-08-05T08,92,216,429,5796,10767,1586,1565,46,0,-49,0,5623
2025-08-05T09,0,288,436,4984,10009,1586,1041,46,0,-49,0,5769
2025-08-05T10,-1,268,435,4423,9554,1586,79,46,0,-50,0,5665
2025-08-05T11,0,217,444,4010,9675,1585,-202,44,0,-41,0,5409
2025-08-05T12,-2,213,445,3885,9978,1587,-422,45,0,-48,0,4826
2025-08-05T13,41,233,448,4013,10176,1593,-68,46,0,-50,1,4505
2025-08-05T14,35,337,445,3568,10266,1594,1016,46,0,68,37,3944
2025-08-05T15,-97,282,445,2815,10166,1593,992,46,0,1958,397,3468
2025-08-05T16,-173,217,436,2387,11573,1593,-1811,46,0,9441,390,3251
2025-08-05T17,-161,213,436,1889,14815,1593,-5325,46,0,15782,397,2915
2025-08-05T18,-138,213,434,1439,16800,1593,-7226,46,0,18405,398,2751
2025-08-05T19,-7,213,429,1770,16335,1592,-6667,46,0,19366,398,1985
2025-08-05T20,0,212,428,1888,16332,1592,-6442,46,0,19894,399,1637
2025-08-05T21,-23,216,431,2074,14900,1592,-4908,46,0,20195,426,1611
2025-08-05T22,-160,219,424,2568,12450,1592,-2563,46,0,19967,439,1870
2025-08-05T23,-14,223,427,2747,11651,1593,-1374,47,0,19783,399,2256
2025-08-06T00,5,272,425,3179,11031,1590,-473,47,1,19363,401,2772
2025-08-06T01,23,322,421,3821,12682,1592,32,46,217,18058,431,3097
2025-08-06T02,63,300,425,5240,15065,1591,442,46,201,15030,384,3300
2025-08-06T03,153,296,425,6098,15954,1592,5740,46,234,8119,288,3483
2025-08-06T04,103,379,429,6795,16751,1594,9801,46,233,1085,285,3710
2025-08-06T05,142,372,429,6435,16560,1594,9318,46,234,-50,233,4007
2025-08-06T06,114,266,433,6229,15949,1595,7363,46,234,-49,19,4075
2025-08-06T07,89,213,436,5950,15713,1595,3117,46,233,-44,5,3826
2025-08-06T08,-3,214,432,5164,15331,1595,1470,46,235,-45,5,3580
2025-08-06T09,-1,214,430,5062,13656,1594,432,46,223,-43,0,3659
2025-08-06T10,-2,212,431,4432,12703,1594,22,46,0,-45,0,3815
2025-08-06T11,-1,211,437,3995,12146,1593,-246,44,0,-44,1,4123
2025-08-06T12,-1,212,437,3588,12364,1594,-994,46,0,-43,5,4346
2025-08-06T13,-2,212,439,3991,11937,1592,-746,46,0,-44,20,4220
2025-08-06T14,-1,209,438,4136,12144,1593,144,46,0,62,37,3501
2025-08-06T15,-114,211,434,3605,12921,1594,632,46,0,2083,201,2984
2025-08-06T16,-133,212,435,2910,14435,1595,-2493,46,0,9991,312,2389
2025-08-06T17,-132,212,433,2682,18736,1595,-6300,46,0,15742,414,2112
2025-08-06T18,-117,215,428,2464,20616,1594,-7868,46,0,18110,419,1724
2025-08-06T19,-10,217,422,2539,20758,1593,-7751,46,0,18827,419,1393
2025-08-06T20,-5,217,420,2371,19324,1593,-6527,46,0,19888,418,1137
2025-08-06T21,-78,229,418,2430,18343,1593,-4597,46,0,19647,419,1184
2025-08-06T22,-88,302,419,2907,16792,1592,-2739,46,0,19685,419,1358
2025-08-06T23,-36,369,412,2949,15675,1593,-686,46,0,19176,419,1579
2025-08-07T00,-1,442,411,3537,16347,1592,134,46,202,18729,418,1794
2025-08-07T01,28,470,411,4850,17800,1592,1085,46,234,17016,419,1979
2025-08-07T02,35,454,415,5390,20135,1592,2027,46,239,13563,399,2372
2025-08-07T03,116,508,416,6630,20905,1591,6993,46,234,7142,261,3229
2025-08-07T04,116,472,415,7138,20725,1592,9978,46,234,852,260,3288
2025-08-07T05,135,423,423,7165,20857,1591,8977,46,234,-48,247,3112
2025-08-07T06,142,333,424,6737,20459,1591,6632,46,234,-51,30,3180
2025-08-07T07,52,237,426,6054,19573,1594,2254,46,233,-51,0,3263
2025-08-07T08,15,212,427,5554,17814,1593,495,46,2,-50,0,3278
2025-08-07T09,-2,211,427,4720,16184,1592,714,42,0,-50,0,3487
2025-08-07T10,-1,213,427,4550,14769,1591,28,44,0,-51,0,3500
2025-08-07T11,-2,212,427,3801,14097,1590,-271,45,0,-53,0,3812
2025-08-07T12,-2,213,431,3585,14246,1589,-898,46,0,-52,0,4130
2025-08-07T13,-57,216,430,3387,13648,1589,-637,46,0,-53,1,4061
2025-08-07T14,-64,248,434,3784,13364,1589,6,46,0,57,29,3909
2025-08-07T15,-68,215,433,2986,13007,1590,425,46,0,1964,225,3639
2025-08-07T16,-122,213,435,2827,14031,1591,-2177,46,0,9597,366,3149
2025-08-07T17,-166,213,427,2326,18707,1591,-6776,46,0,16611,393,2442
2025-08-07T18,-95,213,424,2285,20351,1591,-8227,46,0,18718,398,2107
2025-08-07T19,-4,212,420,2135,20535,1589,-7779,46,0,19623,398,1640
2025-08-07T20,0,211,423,1886,20425,1589,-6651,46,0,20122,400,1396
2025-08-07T21,-25,230,418,2127,18297,1590,-3872,46,0,20168,399,1408
2025-08-07T22,-6,332,412,2618,16919,1588,-1534,46,0,19554,393,1446
2025-08-07T23,-81,429,407,3041,16994,1587,-757,46,179,19069,352,1748
2025-08-08T00,-40,437,404,3471,18338,1589,-291,46,190,18525,351,1975
2025-08-08T01,46,429,410,4800,18771,1591,165,46,233,16496,371,2277
2025-08-08T02,68,369,408,5821,20289,1592,1745,46,217,12998,378,2758
2025-08-08T03,82,410,408,6762,21465,1593,6619,46,232,6642,265,3037
2025-08-08T04,65,426,406,6656,21777,1593,9655,46,233,901,277,3316
2025-08-08T05,123,338,409,6601,21459,1593,8943,46,233,-55,266,3485
2025-08-08T06,161,260,412,6509,20064,1593,7008,44,0,-49,42,3424
2025-08-08T07,96,212,418,6197,18389,1592,2552,46,0,-46,118,3671
2025-08-08T08,10,215,420,5738,17245,1593,378,46,0,-47,6,3750
2025-08-08T09,-3,213,423,4989,15783,1593,304,46,0,-46,0,3882
2025-08-08T10,-2,212,423,4255,14636,1592,-207,46,0,-47,0,3736
2025-08-08T11,-3,212,422,3757,13825,1590,-534,46,0,-48,0,3559
2025-08-08T12,-1,212,429,3753,14013,1590,-882,46,0,-48,0,3260
2025-08-08T13,-2,215,428,3572,13806,1590,-548,46,0,-49,1,2915
2025-08-08T14,-2,267,419,3914,13780,1591,99,46,0,33,36,2798
2025-08-08T15,-71,238,404,3375,14138,1592,316,46,0,1794,406,2422
2025-08-08T16,-129,214,394,2583,15612,1590,-2864,46,0,9274,399,2037
2025-08-08T17,-175,213,384,2266,18822,1589,-6285,46,0,16228,399,1587
2025-08-08T18,-104,218,387,2428,20189,1591,-7565,46,0,18745,399,1215
2025-08-08T19,-4,214,392,2332,21081,1591,-8019,46,0,19682,405,983
2025-08-08T20,-18,161,399,2369,20413,1591,-6864,46,0,19987,425,812
2025-08-08T21,-39,161,377,2203,18905,1590,-4554,46,0,20040,405,817
2025-08-08T22,-134,160,362,2777,18221,1589,-2654,46,0,19844,429,1103
2025-08-08T23,-91,182,363,3054,16923,1588,-567,46,0,19091,400,1494
2025-08-09T00,-38,185,362,3588,17370,1590,461,46,0,18630,432,1664
2025-08-09T01,27,220,367,4640,18794,1589,184,46,196,17170,430,1729
2025-08-09T02,-27,242,397,5573,20007,1590,1014,46,203,13928,393,1924
2025-08-09T03,26,325,400,6683,20935,1591,5681,46,224,6799,263,2254
2025-08-09T04,101,409,403,6893,21608,1591,8205,46,219,919,277,2368
2025-08-09T05,99,504,404,6765,20770,1591,8518,46,214,-43,270,2454
2025-08-09T06,163,402,409,6555,19820,1592,6690,45,195,-42,97,2646
2025-08-09T07,77,289,412,6209,19316,1591,3015,44,197,-38,61,2721
2025-08-09T08,105,219,409,5717,17908,1592,1785,45,0,-39,3,3023
2025-08-09T09,3,213,412,5244,16722,1593,1279,46,0,-31,0,3126
2025-08-09T10,23,213,415,4465,15132,1592,285,46,0,-39,0,3232
2025-08-09T11,67,213,415,4238,13830,1591,324,46,0,-44,0,3075
2025-08-09T12,35,213,416,3992,13058,1591,186,46,0,-43,0,3026
2025-08-09T13,4,213,411,3896,12669,1592,239,43,0,-43,1,2890
2025-08-09T14,-11,212,403,3572,12305,1590,648,46,0,35,28,2580
2025-08-09T15,-52,212,399,3575,12126,1590,101,46,0,1619,401,2321
2025-08-09T16,4,212,397,2672,13388,1591,-2773,46,0,9054,399,1645
2025-08-09T17,-32,212,395,2226,15093,1593,-4924,46,0,15611,399,1027
2025-08-09T18,-155,197,392,2079,16306,1591,-6622,46,0,18233,399,682
2025-08-09T19,-126,211,391,2217,16820,1592,-7160,46,0,19251,417,524
2025-08-09T20,-105,216,396,2439,16256,1593,-6485,46,0,19671,399,460
2025-08-09T21,-123,228,393,2526,15926,1594,-5515,46,0,19907,419,544
2025-08-09T22,-145,237,395,3105,14140,1593,-3490,46,0,19462,428,973
2025-08-09T23,-1,241,391,3461,13148,1591,-1496,46,0,18956,399,1230
2025-08-10T00,-2,243,393,4063,13096,1591,-180,46,224,18217,400,1505
2025-08-10T01,20,303,390,4233,14395,1590,-117,46,236,16696,427,2057
2025-08-10T02,124,372,396,5360,16246,1590,561,46,235,13379,325,2780
2025-08-10T03,147,352,394,6384,18129,1590,5182,46,234,6243,265,3141
2025-08-10T04,176,348,405,6680,18672,1590,8306,46,234,716,276,3309
2025-08-10T05,99,334,410,6030,17678,1591,7986,46,234,-11,269,3690
2025-08-10T06,89,248,411,5825,17367,1592,6662,46,234,-5,134,4046
2025-08-10T07,18,225,420,5729,16998,1591,3044,46,232,-5,7,4202
2025-08-10T08,105,227,409,5360,15706,1590,1450,46,0,-3,0,4189
2025-08-10T09,3,220,412,4939,15088,1590,1058,46,0,-34,0,4058
2025-08-10T10,23,215,415,3989,14516,1591,438,46,0,-40,0,4027
2025-08-10T11,67,213,415,3673,13948,1588,167,46,0,-41,0,3534
2025-08-10T12,35,212,416,3593,13544,1587,-25,46,0,-42,0,3225
2025-08-10T13,4,220,412,3539,13078,1588,-26,46,0,-41,0,3020
2025-08-10T14,-11,300,403,3343,12448,1589,298,46,0,37,26,2932
2025-08-10T15,-52,238,400,3008,12127,1590,209,46,0,1560,224,2596
2025-08-10T16,4,210,398,2617,12628,1590,-2169,46,0,8495,390,1969
2025-08-10T17,-32,211,395,2308,14728,1591,-5275,46,0,14869,398,1436
2025-08-10T18,-155,217,393,1921,15857,1589,-6711,46,0,17867,399,1132
2025-08-10T19,-126,226,392,2098,15593,1589,-6392,46,0,19010,417,1090
2025-08-10T20,-105,229,396,1966,15076,1589,-5353,46,0,19505,400,1242
2025-08-10T21,-123,250,393,2241,15307,1589,-5056,46,0,19701,420,1230
2025-08-10T22,-145,239,395,2705,14333,1591,-3189,46,0,19421,428,1461
2025-08-10T23,0,244,392,2960,14479,1591,-1686,46,0,18972,399,2016
2025-08-11T00,-1,280,393,3328,15359,1591,-789,46,0,18107,400,2632
2025-08-11T01,20,264,391,4173,16429,1592,-75,46,0,15656,428,3162
2025-08-11T02,124,347,397,5187,19097,1592,879,46,0,11912,324,3601
2025-08-11T03,145,455,395,6039,18988,1590,6222,46,0,6062,265,3547
2025-08-11T04,175,361,405,6088,19626,1589,9413,46,0,541,276,3809
2025-08-11T05,99,259,410,5911,19232,1591,8730,46,0,-47,269,4444
2025-08-11T06,89,236,411,5531,18995,1589,6987,46,0,-45,134,4839
2025-08-11T07,18,220,420,5479,18010,1588,2623,45,0,-44,7,4986
2025-08-11T08,29,212,415,4752,17050,1589,1036,45,0,-42,0,4807
2025-08-11T09,-2,213,381,4437,15283,1589,401,45,0,-43,0,4975
2025-08-11T10,0,214,381,3880,14095,1589,-60,46,0,-42,0,5090
2025-08-11T11,-1,213,376,3214,13666,1588,-359,46,0,-46,0,4907
2025-08-11T12,0,216,380,3353,13984,1588,-755,46,0,-45,0,4802
2025-08-11T13,11,293,380,3480,13351,1589,-323,46,0,-47,1,4688
2025-08-11T14,-5,330,379,3222,13915,1590,648,46,0,33,33,4432
2025-08-11T15,-40,237,367,3113,13772,1591,1010,46,0,1577,398,4069
2025-08-11T16,-31,211,355,2581,14732,1592,-2046,46,0,8868,399,3630
2025-08-11T17,-29,211,346,2498,18232,1591,-5785,46,0,15567,399,3041
2025-08-11T18,-26,211,335,2112,19539,1590,-6897,46,0,17976,414,2530
2025-08-11T19,-157,213,340,2323,19245,1589,-6485,46,0,19156,398,2086
2025-08-11T20,-149,211,360,2221,19313,1588,-5925,46,0,19534,415,1823
2025-08-11T21,-15,244,356,2302,18006,1592,-4001,46,0,19612,432,1889
2025-08-11T22,-127,330,360,2618,17385,1593,-2466,46,0,19480,426,2316
2025-08-11T23,18,468,392,3042,17479,1594,-1168,46,0,19079,430,2966
2025-08-12T00,-44,512,397,3591,18143,1595,-567,46,0,18260,425,3765
2025-08-12T01,-29,498,392,4503,18991,1595,-497,46,0,16891,428,4309
2025-08-12T02,99,461,395,5954,20405,1595,747,46,218,13674,326,4670
2025-08-12T03,18,508,398,6445,21571,1592,6690,46,230,6569,263,4799
2025-08-12T04,139,474,401,6768,21702,1592,9340,46,230,825,277,4921
2025-08-12T05,117,395,407,6694,20891,1595,8755,46,228,70,270,4918
2025-08-12T06,161,359,405,6419,20535,1597,7092,45,0,72,88,5143
2025-08-12T07,30,302,406,6142,19363,1596,3173,46,0,76,126,5056
2025-08-12T08,-2,401,412,6062,18048,1596,611,46,0,76,7,4907
2025-08-12T09,-1,323,412,4882,17045,1598,599,46,0,77,9,4858
2025-08-12T10,-2,225,409,4159,15674,1598,28,46,0,78,0,4901
2025-08-12T11,-2,213,411,3636,15688,1597,-271,46,0,75,0,4534
2025-08-12T12,-2,217,415,3502,15990,1597,-756,46,0,75,0,4306
2025-08-12T13,-1,297,420,3433,15682,1597,-376,46,0,74,21,4058
2025-08-12T14,-6,380,414,3553,15427,1597,396,46,0,154,23,3674
2025-08-12T15,-21,330,412,3505,15401,1596,951,46,0,1644,210,3250
2025-08-12T16,-54,233,408,2596,16473,1596,-1818,46,0,8983,422,3028
2025-08-12T17,-95,213,400,2168,19478,1594,-5134,46,0,15757,400,2740
2025-08-12T18,-164,216,404,1963,21425,1594,-7195,46,0,18248,430,2562
2025-08-12T19,-161,211,394,2186,21340,1594,-7315,46,0,19310,398,2268
2025-08-12T20,-25,230,397,2069,21034,1595,-6702,46,0,19761,399,2207
2025-08-12T21,-160,232,396,2269,19392,1595,-4989,46,0,19816,399,2551
2025-08-12T22,-18,273,394,2721,18304,1597,-3337,46,0,19538,400,2962
2025-08-12T23,29,385,395,3027,16879,1596,-1062,46,0,18875,424,3423
2025-08-13T00,33,486,396,3633,16229,1595,646,46,207,18257,424,3676
2025-08-13T01,20,539,397,5041,17528,1596,679,46,224,16898,397,4290
2025-08-13T02,55,591,399,6352,19424,1597,1829,46,422,13607,341,4636
2025-08-13T03,104,595,397,6898,20761,1597,7441,46,236,6484,268,4587
2025-08-13T04,97,571,404,6992,20264,1595,9352,46,232,778,302,4621
2025-08-13T05,94,545,408,6807,19473,1595,8352,46,0,-20,293,4824
2025-08-13T06,113,452,407,6645,19047,1596,5885,46,0,-57,51,4990
2025-08-13T07,77,310,390,5852,18734,1597,1647,46,0,-57,0,4809
2025-08-13T08,77,252,390,5329,17172,1595,601,46,0,-59,0,4753
2025-08-13T09,-1,234,412,5175,14520,1593,318,46,0,-58,9,4836
2025-08-13T10,-2,233,409,4307,13299,1595,50,46,0,-58,0,4736
2025-08-13T11,-2,233,411,3948,13056,1595,-224,46,0,-58,0,4663
2025-08-13T12,-2,234,415,3766,12828,1595,-504,46,0,-58,0,4681
2025-08-13T13,-1,256,420,3867,12568,1596,-282,46,0,-57,21,4559
2025-08-13T14,-6,285,414,3690,12812,1596,406,46,0,15,24,4460
2025-08-13T15,-21,210,412,3466,12617,1596,810,46,0,1531,242,4339
2025-08-13T16,-54,211,408,2679,14060,1596,-2400,46,0,8977,424,4129
2025-08-13T17,-95,216,400,2103,15640,1594,-5185,46,0,15932,400,3997
2025-08-13T18,-164,224,404,1593,16901,1594,-6388,46,0,18285,431,4029
2025-08-13T19,-161,231,394,1514,17218,1594,-6819,46,0,19497,399,3896
2025-08-13T20,-25,229,397,1372,16841,1596,-6553,46,0,19872,399,3748
2025-08-13T21,-160,232,396,1471,15301,1598,-5323,46,0,20077,399,3757
2025-08-13T22,-18,266,394,2514,12563,1596,-3123,46,0,19801,400,4046
2025-08-13T23,29,377,395,2536,11962,1594,-1497,46,0,19183,424,4455
2025-08-14T00,31,517,396,2729,12350,1594,-477,46,0,18652,424,4751
2025-08-14T01,20,563,397,3383,13587,1594,-497,46,0,17240,400,4958
2025-08-14T02,55,589,399,4806,15524,1594,824,46,0,14042,410,5076
2025-08-14T03,103,588,397,6134,16380,1593,5000,46,0,6798,297,5358
2025-08-14T04,96,517,404,6677,16246,1593,8198,46,0,770,306,5611
2025-08-14T05,94,485,408,6190,15944,1594,7672,46,0,-33,292,5704
2025-08-14T06,113,357,407,6086,15750,1595,6160,46,0,-56,51,5771
2025-08-14T07,77,242,390,5670,14736,1596,2421,46,0,-56,1,5767
2025-08-14T08,31,211,384,5544,13404,1598,933,46,0,-46,1,5773
2025-08-14T09,0,213,386,4803,12446,1597,628,46,0,-53,40,5722
2025-08-14T10,13,214,386,3965,12041,1597,266,46,0,-54,0,5658
2025-08-14T11,0,212,387,3621,10641,1596,140,46,0,-57,0,5564
2025-08-14T12,1,210,390,3698,10584,1597,126,46,0,-58,0,5252
2025-08-14T13,90,207,393,4004,10517,1597,218,46,0,-58,1,4994
2025-08-14T14,118,315,394,3875,10361,1597,1354,46,0,15,33,5096
2025-08-14T15,-25,284,393,3148,11151,1596,1387,46,0,1550,269,4864
2025-08-14T16,6,218,383,2582,12226,1595,-1420,46,0,9425,413,4426
2025-08-14T17,-117,212,379,1749,14579,1595,-4388,46,0,16470,336,4015
2025-08-14T18,-90,212,375,1324,16784,1647,-5952,46,0,18609,224,3857
2025-08-14T19,-94,224,375,1324,17077,1698,-6662,46,0,19575,232,3532
2025-08-14T20,-149,224,378,1261,16628,1697,-6314,46,0,20131,227,3524
2025-08-14T21,-33,226,379,1519,15216,1697,-5294,46,0,20314,202,3685
2025-08-14T22,-5,302,379,2005,12901,1698,-2949,46,0,20073,266,3948
2025-08-14T23,-2,318,381,2064,12420,1697,-1858,46,0,19758,415,4287
2025-08-15T00,-25,379,380,2654,12035,1695,-918,46,0,19097,417,4713
2025-08-15T01,-6,392,382,3153,12597,1695,-54,46,5,17759,432,5068
2025-08-15T02,52,408,385,5248,14054,1696,102,46,199,14620,430,5017
2025-08-15T03,95,490,392,6033,14330,1697,4462,46,181,6787,358,5079
2025-08-15T04,96,442,392,6351,14605,1697,8490,46,181,593,358,5277
2025-08-15T05,20,323,398,6208,14813,1696,7902,46,180,-57,350,5235
2025-08-15T06,18,236,397,6045,14035,1697,6663,46,181,-53,53,5276
2025-08-15T07,71,233,406,5502,13322,1697,2727,46,182,-37,0,5431
2025-08-15T08,71,225,406,5112,12274,1698,1121,46,234,-50,0,5352
2025-08-15T09,0,216,386,4740,11179,1699,615,46,233,-50,40,5346
2025-08-15T10,13,217,386,3924,11195,1699,-64,46,0,-51,0,5254
2025-08-15T11,0,227,387,3419,11795,1698,-347,46,0,-54,0,4947
2025-08-15T12,1,217,390,3494,11970,1699,-339,46,0,-55,0,4351
2025-08-15T13,90,214,393,4097,11544,1700,165,46,0,-55,0,3719
