period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-12-04T08,1140,2100,14578,2264,1966,45,-32,717
2024-12-04T09,1140,1898,14483,2262,709,46,-35,775
2024-12-04T10,1138,1622,14201,2259,1286,46,-35,883
2024-12-04T11,1142,1383,13920,2258,882,46,-36,865
2024-12-04T12,1142,1372,13999,2258,332,46,-36,911
2024-12-04T13,1134,1374,13824,2258,501,45,-36,957
2024-12-04T14,1128,1610,13888,2258,630,46,-37,982
2024-12-04T15,1100,1652,14529,2261,1978,45,-24,872
2024-12-04T16,1102,2159,14440,2262,3812,46,403,827
2024-12-04T17,966,1921,14809,2260,1075,46,4685,660
2024-12-04T18,765,1459,13466,2260,-2132,45,10898,482
2024-12-04T19,556,980,13660,2260,-3821,46,13441,428
2024-12-04T20,514,871,14066,2261,-4644,46,13901,374
2024-12-04T21,512,861,14482,2260,-5156,46,13581,408
2024-12-04T22,521,836,14067,2258,-5062,46,13697,469
2024-12-04T23,688,863,13913,2257,-4769,46,13751,394
2024-12-05T00,928,1117,13030,2259,-2884,46,12279,304
2024-12-05T01,1090,1675,12076,2259,1261,46,6391,240
2024-12-05T02,1147,2663,14328,2259,5419,46,593,296
2024-12-05T03,1091,2718,14982,2262,6732,46,85,432
2024-12-05T04,1112,2744,14968,2263,6262,46,43,451
2024-12-05T05,1117,2771,14962,2261,5799,46,40,343
2024-12-05T06,1093,2711,15119,2257,4948,46,-38,291
2024-12-05T07,1105,2634,15804,2258,2739,46,-43,232
2024-12-05T08,1111,2341,15703,2260,1430,45,-44,239
2024-12-05T09,1162,1860,15909,2260,516,46,-43,251
2024-12-05T10,1142,1711,15983,2259,388,46,-44,345
2024-12-05T11,1084,1524,15800,2259,204,46,-44,348
2024-12-05T12,1047,1484,15913,2261,-108,46,-44,295
2024-12-05T13,1070,1489,15701,2261,3,46,-44,298
2024-12-05T14,1023,1910,15577,2260,460,46,-44,296
2024-12-05T15,1102,2242,16168,2261,1117,46,-33,281
2024-12-05T16,1138,2490,16011,2260,1899,46,388,297
2024-12-05T17,1066,2343,15532,2259,775,46,4407,298
2024-12-05T18,1037,1422,13949,2258,-1510,46,10799,248
2024-12-05T19,908,845,13641,2258,-2757,46,13085,337
2024-12-05T20,880,730,14356,2256,-4185,46,13717,416
2024-12-05T21,881,689,14881,2256,-5101,46,13437,458
2024-12-05T22,884,672,14516,2256,-5125,46,13522,368
2024-12-05T23,975,771,14019,2255,-4696,46,13404,471
2024-12-06T00,1088,1129,13254,2257,-3294,46,12355,493
2024-12-06T01,1303,1585,13229,2258,779,46,6431,461
2024-12-06T02,1427,2316,15045,2259,4839,46,670,480
2024-12-06T03,1310,2662,16642,2261,4867,46,69,568
2024-12-06T04,1332,2865,16368,2260,4631,46,-25,823
2024-12-06T05,1172,2659,16464,2261,4136,46,-49,924
2024-12-06T06,1197,2481,16572,2260,3765,46,-50,832
2024-12-06T07,1171,2469,16370,2260,2823,46,-50,708
2024-12-06T08,1194,2063,15546,2262,1953,45,-51,495
2024-12-06T09,1201,2017,15652,2263,676,46,-51,430
2024-12-06T10,1209,1594,14867,2264,289,46,-51,543
2024-12-06T11,1208,1593,14462,2263,99,46,-51,507
2024-12-06T12,1194,1523,14290,2262,27,46,-52,389
2024-12-06T13,1165,1576,15100,2262,-457,46,-52,337
2024-12-06T14,517,1696,14829,2262,77,46,-39,374
2024-12-06T15,567,1836,14859,2262,1423,46,-29,372
2024-12-06T16,581,2283,14940,2262,3229,46,400,430
2024-12-06T17,579,1779,14600,2262,1694,46,4436,357
2024-12-06T18,540,1170,13519,2264,-1682,46,11099,333
2024-12-06T19,440,840,13862,2264,-3120,46,13461,365
2024-12-06T20,450,715,13658,2263,-3950,46,13667,424
2024-12-06T21,577,676,14310,2262,-4857,46,13418,419
2024-12-06T22,552,615,14139,2263,-5028,46,13538,323
2024-12-06T23,625,618,14022,2262,-4800,46,13547,295
2024-12-07T00,752,995,13924,2261,-3627,46,12174,305
2024-12-07T01,927,1469,13015,2262,1154,46,6027,349
2024-12-07T02,1101,2297,14220,2262,4701,46,569,316
2024-12-07T03,1085,2672,14727,2261,5729,46,90,273
2024-12-07T04,1055,2584,14505,2259,5529,46,32,275
2024-12-07T05,1084,2489,14402,2259,4841,46,25,339
2024-12-07T06,1056,2580,14525,2260,4117,46,-22,327
2024-12-07T07,1130,2571,14347,2261,3395,46,-24,264
2024-12-07T08,1122,2475,14379,2262,2251,46,-25,296
2024-12-07T09,1100,2249,14203,2261,1389,46,-24,259
2024-12-07T10,1008,2133,13322,2261,1148,46,-24,263
2024-12-07T11,993,2037,13143,2261,689,46,-25,294
2024-12-07T12,1032,1933,12605,2261,458,46,-25,319
2024-12-07T13,1043,1772,12351,2261,430,46,-25,333
2024-12-07T14,1059,1921,12291,2260,325,46,-25,413
2024-12-07T15,1087,2213,12216,2261,827,46,-17,389
2024-12-07T16,917,2380,12068,2261,1483,46,387,355
2024-12-07T17,708,1677,11113,2260,270,46,4442,332
2024-12-07T18,485,1055,11510,2259,-2565,46,11313,271
2024-12-07T19,396,748,12608,2259,-4158,46,13550,277
2024-12-07T20,391,740,12281,2261,-4397,46,13631,290
2024-12-07T21,414,751,12101,2261,-4603,46,13510,322
2024-12-07T22,399,706,12015,2261,-4790,46,13753,384
2024-12-07T23,554,700,12341,2260,-4734,45,13795,379
2024-12-08T00,792,1134,11703,2261,-3558,46,12437,337
2024-12-08T01,1028,1744,9576,2261,1065,45,6474,368
2024-12-08T02,1146,2378,10906,2261,4235,46,677,653
2024-12-08T03,1078,2574,11043,2260,5169,46,46,901
2024-12-08T04,1008,2396,11245,2259,4658,46,46,1054
2024-12-08T05,873,2799,11254,2259,3663,46,24,1169
2024-12-08T06,868,2494,11434,2261,2967,46,5,1294
2024-12-08T07,746,2335,11268,2261,2612,46,-46,1254
2024-12-08T08,660,2261,11327,2262,1884,46,-49,1112
2024-12-08T09,494,1701,11539,2262,1377,46,-49,970
2024-12-08T10,398,1461,11029,2262,1065,46,-49,985
2024-12-08T11,391,1421,10119,2262,692,46,-50,1092
2024-12-08T12,391,1365,9247,2262,565,46,-50,1217
2024-12-08T13,391,1361,8832,2262,422,46,-50,1641
2024-12-08T14,413,1390,8285,2262,488,46,-51,1825
2024-12-08T15,574,1849,8265,2262,944,46,-43,1908
2024-12-08T16,473,1917,8834,2261,1421,46,311,1839
2024-12-08T17,396,1784,7733,2260,262,46,3761,2096
2024-12-08T18,391,1116,9737,2260,-2846,46,8970,1944
2024-12-08T19,390,1038,10901,2260,-4478,46,11263,1988
2024-12-08T20,390,980,10205,2259,-4379,46,11434,1747
2024-12-08T21,389,783,9926,2259,-4305,46,11863,1671
2024-12-08T22,393,632,9099,2260,-3273,46,10714,1680
2024-12-08T23,535,768,8705,2260,-2700,45,9967,1843
2024-12-09T00,768,1059,8147,2259,-1292,46,7845,2255
2024-12-09T01,1018,1536,8608,2259,650,46,4155,2553
2024-12-09T02,1160,1978,10404,2259,3264,46,422,2628
2024-12-09T03,1172,2057,11121,2259,4496,46,58,2636
2024-12-09T04,1178,2215,11019,2259,4389,46,59,3040
2024-12-09T05,1183,2436,11003,2259,3591,46,-23,3442
2024-12-09T06,1178,2273,10990,2259,3022,46,-48,3700
2024-12-09T07,1025,2089,11018,2259,2375,46,-49,3829
2024-12-09T08,841,1655,10773,2260,1454,46,-49,3350
2024-12-09T09,612,1518,11630,2261,171,46,-50,3280
2024-12-09T10,472,1247,11280,2261,41,46,-50,3257
2024-12-09T11,435,1248,10865,2261,176,46,-51,3025
2024-12-09T12,430,1221,10282,2261,111,46,-51,3176
2024-12-09T13,432,1211,10210,2261,74,46,-51,3402
2024-12-09T14,599,1228,10699,2261,265,46,-51,3726
2024-12-09T15,788,1722,10993,2261,1670,46,-38,3583
2024-12-09T16,664,1964,12237,2260,3289,46,316,3429
2024-12-09T17,492,1671,12302,2260,2514,46,3992,2317
2024-12-09T18,440,1139,12250,2260,-545,46,9374,1479
2024-12-09T19,433,912,12938,2259,-2704,46,11486,1382
2024-12-09T20,431,784,13176,2258,-3830,46,12146,1480
2024-12-09T21,430,569,13902,2259,-5095,46,12673,2001
2024-12-09T22,430,604,14589,2260,-5946,46,12952,2248
2024-12-09T23,466,561,13322,2259,-4922,46,13188,2233
2024-12-10T00,667,976,12503,2259,-3336,46,11689,2346
2024-12-10T01,889,1383,11257,2260,487,46,6294,2220
2024-12-10T02,1105,2122,13168,2260,4658,46,630,2037
2024-12-10T03,1179,2344,13789,2259,5908,46,59,1864
2024-12-10T04,1142,2672,13565,2259,5462,46,9,1707
2024-12-10T05,1176,2673,13640,2260,4784,46,-41,1613
2024-12-10T06,1176,2558,13922,2260,3939,46,2,1659
2024-12-10T07,1177,2355,14724,2259,2228,46,-43,1743
2024-12-10T08,1130,1980,14826,2259,724,46,-45,1661
2024-12-10T09,1105,1763,14857,2259,-120,46,-45,1423
2024-12-10T10,1074,1485,15095,2259,-71,46,-45,1315
2024-12-10T11,1015,1395,14489,2259,42,46,-46,1367
2024-12-10T12,967,1322,14922,2260,-423,46,-46,1277
2024-12-10T13,963,1326,14696,2262,261,46,-46,1253
2024-12-10T14,1030,1498,14804,2262,752,46,-47,1164
2024-12-10T15,1123,1765,15682,2262,1520,46,-36,1187
2024-12-10T16,1095,2234,16302,2262,2647,46,425,1190
2024-12-10T17,943,2013,16425,2261,649,46,4120,824
2024-12-10T18,749,1626,15637,2260,-2123,46,9816,630
2024-12-10T19,540,1069,16229,2261,-3432,46,11756,854
2024-12-10T20,422,867,15689,2260,-4545,45,12783,786
2024-12-10T21,421,685,16871,2259,-5986,45,13247,1080
2024-12-10T22,427,683,16437,2260,-5934,46,13508,1233
2024-12-10T23,594,841,15599,2260,-5122,46,13378,1275
2024-12-11T00,816,852,15037,2261,-3318,46,11408,1245
2024-12-11T01,1030,1331,13812,2261,1148,46,6641,1064
2024-12-11T02,1167,2145,15816,2262,4294,46,931,975
2024-12-11T03,1194,2468,16127,2262,5212,46,46,1038
2024-12-11T04,1192,2683,16717,2261,4275,46,-28,1148
2024-12-11T05,1188,2618,16910,2260,3243,46,-45,1163
2024-12-11T06,1186,2666,16726,2260,3109,46,-45,1076
2024-12-11T07,1173,2251,16621,2260,2580,46,-45,1054
2024-12-11T08,1004,2139,16743,2260,992,46,-46,1069
2024-12-11T09,1011,2030,16988,2260,32,46,-45,1090
2024-12-11T10,1021,1788,16441,2260,233,46,-46,1002
2024-12-11T11,1043,1735,16784,2260,-338,46,-45,977
2024-12-11T12,975,1801,16420,2261,-483,46,-46,1027
2024-12-11T13,960,1822,16062,2262,-154,46,-46,1014
2024-12-11T14,973,1951,15837,2261,227,46,-45,998
2024-12-11T15,1071,1919,16291,2261,1922,46,-45,1041
2024-12-11T16,1085,2104,16488,2262,3174,46,172,987
2024-12-11T17,1168,1857,16856,2261,2460,46,2160,926
2024-12-11T18,1171,1098,16164,2261,-199,46,6517,918
2024-12-11T19,1137,656,16759,2260,-2553,46,9145,899
2024-12-11T20,1030,655,16278,2259,-3556,46,10301,1001
2024-12-11T21,1074,566,16655,2259,-4427,46,10435,1031
2024-12-11T22,1153,566,16375,2258,-4283,46,10168,1061
2024-12-11T23,1161,686,16887,2257,-4028,46,9093,1085
2024-12-12T00,1164,1118,15537,2258,-1915,46,6482,1007
2024-12-12T01,1171,1636,15583,2259,337,46,3531,1017
2024-12-12T02,1177,2126,16588,2259,2808,46,455,999
2024-12-12T03,1177,2429,16396,2260,4286,46,45,907
2024-12-12T04,1177,2727,16509,2260,4806,46,37,843
2024-12-12T05,1166,2565,16522,2260,3979,46,19,860
2024-12-12T06,1046,2724,16555,2260,3333,46,-44,891
2024-12-12T07,1027,2471,16477,2259,2085,46,-47,1162
2024-12-12T08,1045,2223,16429,2260,901,46,-48,1311
2024-12-12T09,1018,2089,16350,2261,530,46,-48,1072
2024-12-12T10,993,1584,16087,2260,228,46,-48,1142
2024-12-12T11,946,1503,16222,2260,-287,46,-48,1227
2024-12-12T12,941,1502,16144,2261,-424,46,-49,1307
2024-12-12T13,973,1522,16405,2262,-645,46,-49,1249
2024-12-12T14,948,1566,15556,2262,289,46,-50,1287
2024-12-12T15,936,1848,15778,2264,1872,46,-45,1123
2024-12-12T16,991,2321,16281,2263,3007,46,255,1205
2024-12-12T17,1008,2096,16987,2262,1360,46,2937,1269
2024-12-12T18,1003,1699,15453,2261,124,46,6773,1449
2024-12-12T19,1078,1212,13795,2260,-62,46,8401,1232
2024-12-12T20,980,975,14846,2259,-1946,46,9553,1788
2024-12-12T21,987,926,15945,2258,-3559,46,10504,2452
2024-12-12T22,912,884,16951,2259,-4744,46,11047,2872
2024-12-12T23,964,1031,17255,2259,-5199,46,11547,4021
2024-12-13T00,1043,1374,16613,2259,-4434,46,10680,4248
2024-12-13T01,1126,1895,14230,2260,-287,46,5446,4266
2024-12-13T02,1183,2388,14035,2260,3202,46,589,4232
2024-12-13T03,1157,2473,14569,2261,4151,46,80,4267
2024-12-13T04,1180,2539,14351,2261,3814,46,78,4119
2024-12-13T05,1115,2713,14756,2260,3276,46,117,3757
2024-12-13T06,1195,2910,14435,2260,3092,46,-27,3433
2024-12-13T07,1074,2613,14713,2261,1764,46,-33,3516
2024-12-13T08,1128,2298,15189,2260,337,46,-33,3719
2024-12-13T09,1043,1875,15493,2259,-1135,46,-33,4116
2024-12-13T10,925,1687,12440,2259,694,46,-33,4107
2024-12-13T11,865,1676,12646,2260,194,46,-34,3794
2024-12-13T12,850,1671,13141,2260,-588,46,-34,3405
2024-12-13T13,946,1678,13074,2260,-646,45,-35,3173
2024-12-13T14,1096,1679,12316,2260,17,46,-35,3087
2024-12-13T15,1131,1643,13279,2261,706,46,-31,2922
2024-12-13T16,1129,1889,13809,2261,2552,46,274,2575
2024-12-13T17,1035,1841,14035,2261,963,46,3597,2539
2024-12-13T18,898,1460,14070,2260,-2643,46,9906,2987
2024-12-13T19,723,1176,15068,2259,-4072,46,12090,3196
2024-12-13T20,508,979,14792,2259,-3759,46,12576,1876
2024-12-13T21,416,892,14751,2259,-4064,46,12899,1268
2024-12-13T22,396,954,14445,2258,-4092,46,12608,1368
2024-12-13T23,490,1116,14563,2258,-3958,46,11940,1922
2024-12-14T00,526,1492,14194,2260,-2790,46,10123,2222
2024-12-14T01,647,2057,12723,2260,698,46,4489,2495
2024-12-14T02,870,2521,13695,2259,3073,46,449,2863
2024-12-14T03,1010,2850,14060,2260,4042,46,39,2827
2024-12-14T04,1031,2571,13837,2262,3876,46,43,2561
2024-12-14T05,1083,2659,13897,2262,3470,46,16,2358
2024-12-14T06,1030,2698,13785,2261,2983,46,7,2176
2024-12-14T07,1007,2477,13542,2261,2836,46,-36,2214
2024-12-14T08,848,2135,14551,2262,1847,46,-42,1928
2024-12-14T09,797,1769,14104,2262,1645,46,-42,1684
2024-12-14T10,748,1576,14110,2261,913,46,-42,1588
2024-12-14T11,680,1526,13608,2261,476,46,-43,1807
2024-12-14T12,644,1537,12590,2261,394,45,-44,1641
2024-12-14T13,621,1477,12110,2262,215,45,-44,1869
2024-12-14T14,678,1504,11411,2262,262,46,-45,2916
2024-12-14T15,791,1973,11102,2263,617,46,-41,3085
2024-12-14T16,746,2030,10652,2264,2424,46,111,1916
2024-12-14T17,655,1874,10296,2263,1888,46,2136,1634
2024-12-14T18,486,1477,9887,2262,227,45,5917,1478
2024-12-14T19,435,1320,10475,2262,-1883,46,9195,1705
2024-12-14T20,395,903,10870,2261,-3243,46,11016,2105
2024-12-14T21,389,877,11496,2260,-4090,46,10537,2614
2024-12-14T22,391,814,11660,2259,-4328,46,10693,3308
2024-12-14T23,493,886,10909,2258,-3802,46,10593,4368
2024-12-15T00,620,1001,10627,2258,-2352,42,7537,4635
2024-12-15T01,659,1778,9972,2257,372,46,3115,4362
2024-12-15T02,660,2248,10632,2257,2718,46,455,3823
2024-12-15T03,586,2306,11379,2259,3647,43,-2,3373
2024-12-15T04,541,2672,11567,2260,2518,43,22,3377
2024-12-15T05,636,2283,11500,2260,1875,45,-16,3353
2024-12-15T06,640,2261,11211,2260,1554,46,-10,3533
2024-12-15T07,634,2132,11091,2261,1371,46,-40,3627
2024-12-15T08,514,1791,11121,2261,1204,46,-41,3879
2024-12-15T09,419,1451,11094,2261,363,46,-41,3892
2024-12-15T10,408,1456,9424,2261,1828,46,-42,3818
2024-12-15T11,403,1442,9282,2262,1733,46,-43,3635
2024-12-15T12,404,1373,8982,2262,1630,46,-43,3321
2024-12-15T13,505,1354,9262,2262,1293,46,-43,2946
2024-12-15T14,612,1373,9537,2261,721,46,-43,2811
2024-12-15T15,725,1707,9967,2262,803,46,-37,2690
2024-12-15T16,633,1671,9811,2263,1572,46,290,2463
2024-12-15T17,494,1634,9159,2262,667,46,3804,1700
2024-12-15T18,412,1391,8697,2261,-1832,46,10968,856
2024-12-15T19,393,1272,10446,2262,-3864,46,13060,890
2024-12-15T20,393,1330,11050,2262,-4787,46,13319,965
2024-12-15T21,474,933,11458,2262,-5383,46,13714,982
2024-12-15T22,408,801,11419,2262,-5263,46,13291,982
2024-12-15T23,395,961,11029,2262,-4224,46,12014,925
2024-12-16T00,519,1334,9704,2262,-2237,46,10526,897
2024-12-16T01,647,1564,9526,2261,919,46,6552,920
2024-12-16T02,664,2090,12389,2260,3772,46,758,851
2024-12-16T03,668,2405,13419,2262,5185,46,41,858
2024-12-16T04,668,2336,13509,2262,5204,45,-25,961
2024-12-16T05,669,2546,13677,2261,4577,46,-41,991
2024-12-16T06,667,2459,13839,2262,3843,46,-40,1040
2024-12-16T07,575,2417,13836,2263,2729,46,-41,988
2024-12-16T08,570,2259,14296,2263,1024,46,104,908
2024-12-16T09,702,1659,14496,2262,155,46,-34,891
2024-12-16T10,715,1483,15209,2261,-756,46,-41,908
2024-12-16T11,678,1373,15497,2261,-1180,46,-41,1023
2024-12-16T12,699,1404,15428,2263,-1175,46,-41,973
2024-12-16T13,761,1386,15355,2262,-1024,46,-42,940
2024-12-16T14,884,1448,14630,2261,-121,46,-42,1011
2024-12-16T15,973,2004,14830,2262,1341,46,-34,1013
2024-12-16T16,976,2405,15426,2264,2793,46,189,1008
2024-12-16T17,967,2068,15169,2264,2348,46,2802,700
2024-12-16T18,964,1717,14799,2263,-326,46,7713,537
2024-12-16T19,918,1370,14648,2263,-1555,46,9945,755
2024-12-16T20,929,1356,15178,2264,-2678,46,10868,829
2024-12-16T21,923,1139,15778,2265,-2997,46,10845,805
2024-12-16T22,953,1160,16171,2264,-3507,46,11119,854
2024-12-16T23,980,1127,16456,2262,-3395,45,10737,972
2024-12-17T00,861,1313,16050,2262,-2577,46,9154,1130
2024-12-17T01,844,1832,15416,2262,97,42,5027,1659
2024-12-17T02,846,2330,16278,2261,3152,44,658,1946
2024-12-17T03,848,2419,16489,2261,4620,46,124,1789
2024-12-17T04,849,2413,16638,2261,4312,46,127,1569
2024-12-17T05,852,2544,16677,2262,3372,46,128,1836
2024-12-17T06,859,2501,16648,2263,2536,46,122,1823
2024-12-17T07,862,2228,16594,2263,1362,46,102,1960
2024-12-17T08,865,2030,16272,2263,411,46,29,1920
2024-12-17T09,863,1680,15881,2263,-109,46,25,2151
2024-12-17T10,833,1463,14181,2262,669,46,25,2216
2024-12-17T11,782,1304,13961,2262,734,46,25,2165
2024-12-17T12,753,1381,14335,2262,-263,46,25,2583
2024-12-17T13,743,1394,13292,2263,178,46,25,2195
2024-12-17T14,827,1528,13159,2262,919,45,24,1974
2024-12-17T15,962,1893,13789,2261,1449,46,24,1826
2024-12-17T16,924,2116,13871,2262,3088,46,238,1740
2024-12-17T17,767,2155,13826,2261,2386,46,2213,1632
2024-12-17T18,583,1609,13750,2262,-280,46,7019,1257
2024-12-17T19,438,1346,13902,2263,-2067,46,9833,1145
2024-12-17T20,415,1005,13854,2262,-2861,46,11018,1148
2024-12-17T21,409,980,13883,2262,-3395,46,11089,1232
2024-12-17T22,452,962,14740,2261,-4233,46,11413,1229
2024-12-17T23,511,1040,15132,2260,-4662,46,11331,1217
2024-12-18T00,673,1209,15537,2259,-4343,46,10329,1082
2024-12-18T01,752,1808,13677,2258,216,46,5596,1022
2024-12-18T02,755,2126,14581,2259,3871,46,617,906
2024-12-18T03,759,2526,15419,2259,4875,46,77,1030
2024-12-18T04,759,2760,15751,2259,4184,46,83,1328
2024-12-18T05,766,2764,16118,2258,3321,46,84,1354
2024-12-18T06,773,2597,15858,2261,3049,46,80,1344
2024-12-18T07,775,2498,15482,2262,1783,46,7,1295
2024-12-18T08,767,2333,15390,2264,786,46,4,1232
2024-12-18T09,757,2072,14744,2261,-62,46,4,1208
2024-12-18T10,765,1832,12218,2260,700,46,4,1225
2024-12-18T11,762,1714,11835,2263,570,46,4,1222
2024-12-18T12,752,1551,11378,2264,371,46,4,973
2024-12-18T13,747,1669,11316,2264,287,46,6,768
2024-12-18T14,769,1834,11669,2264,657,46,7,769
2024-12-18T15,779,2367,12688,2264,1726,46,4,756
2024-12-18T16,789,2466,13804,2263,2880,46,287,743
2024-12-18T17,631,2187,14803,2263,738,46,3140,609
2024-12-18T18,467,1553,12174,2263,-1220,46,8656,607
2024-12-18T19,437,1345,12443,2264,-2799,46,11013,636
2024-12-18T20,396,1305,12606,2264,-3427,46,11633,638
2024-12-18T21,391,1294,12947,2263,-4170,46,11598,572
2024-12-18T22,395,1213,12766,2264,-4499,46,11794,580
2024-12-18T23,515,1124,12375,2264,-4689,46,11809,613
2024-12-19T00,634,1374,12578,2263,-3802,45,10923,536
2024-12-19T01,726,1716,12257,2262,-131,45,6053,480
2024-12-19T02,705,2340,14397,2261,3757,46,759,475
2024-12-19T03,678,2463,14618,2262,3718,46,98,637
2024-12-19T04,645,2538,14239,2261,3163,46,105,687
2024-12-19T05,593,2544,13930,2261,2596,46,107,906
2024-12-19T06,618,2569,13898,2261,2045,46,98,971
2024-12-19T07,610,2432,13889,2263,2179,46,17,1100
2024-12-19T08,588,2380,13998,2266,1419,46,10,1101
2024-12-19T09,567,1852,13529,2266,180,46,10,1187
2024-12-19T10,433,1776,13330,2263,-88,46,10,1256
2024-12-19T11,396,1680,13180,2262,-427,46,9,1193
2024-12-19T12,382,1537,13104,2263,-570,46,9,1229
2024-12-19T13,377,1549,12457,2262,-281,46,8,1320
2024-12-19T14,467,1729,11721,2262,396,46,8,1128
2024-12-19T15,657,1889,12307,2261,1264,46,10,1102
2024-12-19T16,737,2173,13256,2262,2941,45,282,1056
2024-12-19T17,584,2249,13101,2262,1682,46,3142,886
2024-12-19T18,453,1609,11821,2261,-858,46,8308,727
2024-12-19T19,443,1132,11693,2262,-1341,46,9846,703
2024-12-19T20,521,1090,11211,2263,-1770,46,10350,640
2024-12-19T21,532,1112,11963,2263,-2825,46,11030,553
2024-12-19T22,533,2734,11983,2263,-2939,46,11438,509
2024-12-19T23,538,1088,12433,2262,-3110,46,11754,521
