period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-02-05T11,197,1609,12133,2261,201,2,-24,1732
2024-02-05T12,196,1625,12590,2261,-478,-3,-24,1865
2024-02-05T13,195,1742,12575,2261,-255,-3,-25,1583
2024-02-05T14,195,1916,12478,2261,366,-3,-24,1354
2024-02-05T15,197,2954,12426,2261,1438,-3,-25,1243
2024-02-05T16,258,3764,13694,2262,1632,-3,27,1208
2024-02-05T17,244,3669,14035,2260,1450,-3,932,1024
2024-02-05T18,238,3054,14310,2260,671,-3,3342,966
2024-02-05T19,213,2608,14697,2260,210,-3,4897,1027
2024-02-05T20,293,2322,14888,2260,-328,-3,6056,959
2024-02-05T21,342,2184,15079,2259,-399,-4,6386,923
2024-02-05T22,355,2196,14978,2259,208,12,5730,800
2024-02-05T23,385,2203,14828,2259,1235,45,4284,663
2024-02-06T00,282,2368,15170,2260,1677,46,2838,809
2024-02-06T01,323,3146,15454,2258,1957,46,1534,768
2024-02-06T02,350,4247,16056,2258,2070,46,523,600
2024-02-06T03,387,5113,17067,2258,2000,46,-15,660
2024-02-06T04,351,5725,17016,2260,1417,46,-36,476
2024-02-06T05,232,5837,16506,2259,1102,46,-30,491
2024-02-06T06,197,5867,16031,2260,939,46,-30,572
2024-02-06T07,196,5009,15353,2261,571,46,-30,762
2024-02-06T08,195,4005,15191,2262,397,46,-25,912
2024-02-06T09,196,3203,14490,2262,63,46,-7,1065
2024-02-06T10,195,2760,12733,2262,591,46,-35,987
2024-02-06T11,195,2600,13106,2261,401,46,-34,832
2024-02-06T12,195,2591,13659,2263,-246,46,-34,883
2024-02-06T13,194,2292,13536,2263,210,46,-36,874
2024-02-06T14,195,2785,13088,2263,564,46,-34,849
2024-02-06T15,195,3853,13456,2262,741,46,-36,824
2024-02-06T16,195,3926,15103,2262,1137,46,23,835
2024-02-06T17,193,3952,15491,2260,1485,46,665,896
2024-02-06T18,199,3441,15128,2260,1441,46,2043,978
2024-02-06T19,260,3018,14798,2262,625,46,3793,1174
2024-02-06T20,371,2320,15798,2262,-790,46,6367,1017
2024-02-06T21,308,2110,16065,2258,-1509,46,7513,933
2024-02-06T22,221,2039,15364,2257,-1175,46,6601,1411
2024-02-06T23,365,2082,14735,2258,-536,46,5498,1539
2024-02-07T00,315,2549,14749,2258,206,46,3425,1407
2024-02-07T01,307,2992,14400,2257,512,46,2466,1569
2024-02-07T02,216,4106,15100,2258,959,44,825,1690
2024-02-07T03,197,4998,15738,2259,1658,45,175,1802
2024-02-07T04,218,5655,15780,2260,1375,43,105,1767
2024-02-07T05,199,5550,15258,2258,1101,43,57,2061
2024-02-07T06,196,5183,14557,2258,1072,43,87,2474
2024-02-07T07,196,4376,14246,2259,698,43,103,2794
2024-02-07T08,196,3632,14087,2258,360,43,91,2812
2024-02-07T09,196,3313,13395,2258,-509,43,82,3114
2024-02-07T10,195,2922,12593,2257,-11,43,61,3339
2024-02-07T11,195,2738,12096,2258,-221,43,48,3484
2024-02-07T12,195,2559,11935,2259,-229,44,38,3418
2024-02-07T13,196,2741,11436,2258,-104,46,66,3780
2024-02-07T14,199,3075,11547,2258,362,45,74,4045
2024-02-07T15,305,3561,11893,2259,1051,46,82,4023
2024-02-07T16,313,4025,12611,2260,1947,46,450,3785
2024-02-07T17,224,3554,12482,2259,1102,46,3229,3749
2024-02-07T18,197,2757,11822,2258,-158,46,8730,3444
2024-02-07T19,196,2504,11804,2259,-485,46,10773,3315
2024-02-07T20,195,2334,12151,2259,-1396,46,11375,3662
2024-02-07T21,195,2100,12927,2259,-1782,46,11572,3826
2024-02-07T22,195,1973,12796,2257,-2063,46,11319,3622
2024-02-07T23,196,2128,12239,2257,-1677,46,9941,3740
2024-02-08T00,196,2568,11709,2257,-1409,46,8805,3087
2024-02-08T01,232,2739,11636,2257,63,46,7002,3078
2024-02-08T02,408,3681,13209,2255,1017,46,2768,3568
2024-02-08T03,381,4350,14552,2257,3261,46,267,3740
2024-02-08T04,335,4619,14590,2258,3223,45,120,3715
2024-02-08T05,225,4461,14321,2259,3032,45,106,3555
2024-02-08T06,226,4058,14370,2259,2597,45,71,3470
2024-02-08T07,200,3547,14363,2258,1258,46,38,3901
2024-02-08T08,196,3273,12977,2257,796,46,2,4010
2024-02-08T09,196,2852,12500,2258,454,45,-27,3716
2024-02-08T10,195,2636,12307,2258,90,45,-33,3518
2024-02-08T11,195,2404,10994,2258,181,44,-38,3190
2024-02-08T12,195,2299,11023,2258,-166,36,-42,3119
2024-02-08T13,197,2107,11077,2258,90,35,-47,2971
2024-02-08T14,254,2335,11254,2259,412,35,-49,3048
2024-02-08T15,328,3082,11142,2259,909,35,-41,3436
2024-02-08T16,261,3497,11266,2259,2569,35,287,3597
2024-02-08T17,331,3470,11139,2259,1385,35,3448,3498
2024-02-08T18,230,2679,10057,2259,-707,36,9041,3362
2024-02-08T19,196,2510,9144,2260,-1343,46,11595,3508
2024-02-08T20,196,2077,9249,2259,-1757,46,12263,3511
2024-02-08T21,195,1565,9935,2258,-2038,46,12176,3273
2024-02-08T22,194,1432,10490,2259,-2675,46,12746,3661
2024-02-08T23,194,1756,9800,2258,-2230,45,12507,3888
2024-02-09T00,195,1947,9415,2256,-1581,45,11573,3538
2024-02-09T01,198,2538,9517,2256,-43,46,9240,3209
2024-02-09T02,247,3779,10925,2257,1547,46,3703,2797
2024-02-09T03,273,4157,13058,2259,3894,46,129,2656
2024-02-09T04,261,4569,13435,2260,4521,45,-20,2409
2024-02-09T05,248,4574,13784,2260,4177,45,37,2143
2024-02-09T06,200,4485,13696,2260,3171,45,-10,2216
2024-02-09T07,196,4313,13492,2260,1897,45,-49,2245
2024-02-09T08,196,3805,12848,2260,382,45,-53,2757
2024-02-09T09,196,3341,12605,2261,-145,45,-53,2959
2024-02-09T10,195,2862,12053,2262,380,45,-53,2765
2024-02-09T11,194,2379,12064,2261,241,45,-53,2784
2024-02-09T12,194,2254,12466,2260,-7,44,-53,2734
2024-02-09T13,198,2520,13288,2260,122,44,-53,2528
2024-02-09T14,284,3005,13620,2260,222,44,-53,2463
2024-02-09T15,212,3594,13206,2261,1651,44,-46,2380
2024-02-09T16,203,4426,13593,2262,2841,45,317,1975
2024-02-09T17,203,3660,12991,2262,1712,44,3809,2067
2024-02-09T18,203,2501,11783,2261,-158,44,9997,2209
2024-02-09T19,202,2016,11765,2262,-1786,44,12884,2042
2024-02-09T20,202,1953,11252,2262,-2182,45,13684,1572
2024-02-09T21,202,1867,11209,2260,-2748,45,13638,1478
2024-02-09T22,201,1762,11279,2259,-2756,44,12595,1976
2024-02-09T23,200,1648,9683,2258,-1585,44,10997,2586
2024-02-10T00,205,1712,10089,2256,-1265,45,9932,2859
2024-02-10T01,304,2090,11130,2257,-210,45,7837,2817
2024-02-10T02,293,3410,12996,2258,1290,45,3066,2521
2024-02-10T03,296,4327,14659,2259,3337,45,230,2335
2024-02-10T04,345,4823,15244,2260,3775,46,100,2246
2024-02-10T05,298,4782,15093,2260,3569,46,97,2430
2024-02-10T06,251,4529,14918,2260,3533,46,95,2494
2024-02-10T07,212,4266,14773,2261,2952,46,66,2507
2024-02-10T08,236,3420,14693,2261,1396,46,5,2846
2024-02-10T09,206,2869,14666,2262,638,46,-12,3375
2024-02-10T10,203,2391,13902,2262,815,45,-26,3691
2024-02-10T11,202,2537,13140,2261,723,45,-9,3299
2024-02-10T12,202,2180,13212,2260,725,44,21,2958
2024-02-10T13,202,2026,13584,2260,708,44,11,2423
2024-02-10T14,200,2467,14188,2260,758,44,35,2070
2024-02-10T15,199,2440,15117,2260,723,44,57,1945
2024-02-10T16,198,2929,15568,2261,849,44,390,1531
2024-02-10T17,206,2828,13884,2260,536,44,3586,1244
2024-02-10T18,204,2142,11049,2262,295,45,9630,1002
2024-02-10T19,203,1908,7912,2263,-314,45,12637,1090
2024-02-10T20,202,1681,8512,2265,-2067,45,14204,1579
2024-02-10T21,202,1574,8987,2264,-3006,45,13941,1896
2024-02-10T22,201,1588,9986,2262,-4035,45,13918,1687
2024-02-10T23,201,1592,10740,2261,-4666,45,13405,1437
2024-02-11T00,201,1635,9752,2261,-3345,46,12768,1143
2024-02-11T01,204,1916,8758,2262,-707,46,10397,927
2024-02-11T02,282,3087,10235,2262,1659,46,5279,792
2024-02-11T03,286,4567,12633,2261,4608,45,252,670
2024-02-11T04,212,4792,13507,2261,4851,44,-6,621
2024-02-11T05,229,4617,13777,2261,4457,44,-21,656
2024-02-11T06,212,4529,13784,2262,4346,44,-20,739
2024-02-11T07,347,4253,13996,2262,2613,43,-18,856
2024-02-11T08,258,3932,13939,2261,1192,43,-20,774
2024-02-11T09,273,3104,13708,2262,621,43,-40,761
2024-02-11T10,205,2479,14001,2262,469,44,-51,892
2024-02-11T11,196,2178,13912,2263,446,44,-50,917
2024-02-11T12,195,1692,13728,2263,314,43,-51,1098
2024-02-11T13,195,1763,13842,2262,287,43,-51,1188
2024-02-11T14,196,2126,13792,2261,309,43,-51,1120
2024-02-11T15,214,2118,13839,2261,676,43,-35,1116
2024-02-11T16,217,2285,13899,2262,1210,43,564,1030
2024-02-11T17,198,1999,12834,2262,895,44,2410,907
2024-02-11T18,196,1675,8741,2261,-1417,43,12427,649
2024-02-11T19,196,1026,8585,2262,-1778,41,13254,669
2024-02-11T20,195,881,9901,2263,-3191,42,13791,661
2024-02-11T21,196,922,10216,2263,-3652,44,13636,565
2024-02-11T22,194,887,10538,2261,-3859,44,13416,500
2024-02-11T23,194,797,9919,2261,-3326,44,13028,459
2024-02-12T00,194,889,8655,2261,-1973,44,12195,382
2024-02-12T01,198,1289,7501,2260,195,44,10156,336
2024-02-12T02,285,2682,9539,2260,1117,44,5381,319
2024-02-12T03,242,4100,11599,2262,2664,44,544,276
2024-02-12T04,235,4508,12139,2263,2994,44,190,252
2024-02-12T05,222,4343,13076,2261,2314,44,-2,289
2024-02-12T06,296,4194,13212,2261,2624,44,21,429
2024-02-12T07,271,4086,13312,2262,2835,44,29,492
2024-02-12T08,202,3770,13003,2260,1749,44,-4,528
2024-02-12T09,197,2927,12760,2262,596,44,-35,570
2024-02-12T10,196,2161,12932,2262,460,44,-45,663
2024-02-12T11,196,1816,12929,2261,215,44,-50,799
2024-02-12T12,195,1538,13228,2262,198,43,-49,909
2024-02-12T13,195,1573,13252,2261,404,43,-50,886
2024-02-12T14,198,2775,12953,2260,593,42,-50,854
2024-02-12T15,296,3346,13201,2261,1521,41,-31,829
2024-02-12T16,214,4086,13683,2262,2702,41,598,864
2024-02-12T17,197,3492,12110,2262,960,41,5855,912
2024-02-12T18,196,2093,8535,2261,-488,43,12997,772
2024-02-12T19,196,1467,8784,2262,-1552,44,14790,677
2024-02-12T20,211,884,9369,2262,-2183,44,14786,749
2024-02-12T21,198,774,8803,2261,-2134,44,14188,455
2024-02-12T22,196,777,8938,2261,-2205,45,14139,324
2024-02-12T23,195,790,8769,2259,-2003,45,14036,383
2024-02-13T00,195,967,8165,2260,-1032,45,12766,246
2024-02-13T01,199,1910,8528,2259,394,45,10755,372
2024-02-13T02,242,4022,11527,2259,1046,45,5212,538
2024-02-13T03,360,4659,14106,2259,3127,45,394,599
2024-02-13T04,387,5077,15127,2260,3523,45,46,705
2024-02-13T05,325,5025,14905,2260,3325,44,48,785
2024-02-13T06,283,5046,14938,2260,2812,44,48,813
2024-02-13T07,362,4421,14755,2260,2298,44,73,868
2024-02-13T08,249,4013,14139,2260,1078,44,-25,1008
2024-02-13T09,255,3288,13503,2260,528,44,-15,1054
2024-02-13T10,201,2476,14013,2261,590,44,-17,1041
2024-02-13T11,195,2142,13846,2260,281,44,-18,1112
2024-02-13T12,195,2213,13669,2261,355,43,-18,1144
2024-02-13T13,195,2407,13842,2259,529,41,-31,1001
2024-02-13T14,195,3310,14525,2259,769,42,-45,869
2024-02-13T15,195,4214,15243,2259,1845,42,-23,855
2024-02-13T16,194,4397,15420,2261,3028,41,642,947
2024-02-13T17,195,3563,13674,2260,1093,43,5517,764
2024-02-13T18,195,2042,11044,2260,-269,43,11195,602
2024-02-13T19,194,1334,10429,2260,-1203,43,13516,486
2024-02-13T20,196,1247,10023,2261,-1933,44,14613,480
2024-02-13T21,239,1223,9999,2262,-1930,44,13904,465
2024-02-13T22,200,996,10333,2261,-2232,44,13611,482
2024-02-13T23,199,1162,9852,2260,-1899,45,13224,635
2024-02-14T00,303,1512,9642,2260,-1439,45,12213,950
2024-02-14T01,346,2072,9583,2261,-66,46,9532,1420
2024-02-14T02,439,3219,11778,2261,1082,46,5167,2030
2024-02-14T03,464,4107,13583,2260,3444,46,452,2373
2024-02-14T04,495,5009,13840,2260,3558,46,65,2299
2024-02-14T05,485,4937,14851,2261,2854,43,-26,2282
2024-02-14T06,348,4717,14827,2261,2647,45,-13,2168
2024-02-14T07,212,4320,14455,2261,1873,45,-15,2371
2024-02-14T08,197,3807,13995,2263,655,44,-16,2499
2024-02-14T09,195,3636,13447,2264,110,44,-15,2683
2024-02-14T10,195,2948,13030,2263,151,44,-32,2540
2024-02-14T11,195,2460,12684,2263,148,44,-26,2434
2024-02-14T12,195,2459,12472,2262,293,44,-29,2191
2024-02-14T13,195,2705,12924,2263,290,42,-39,2151
2024-02-14T14,197,3277,13005,2261,582,44,-39,2325
2024-02-14T15,249,3965,13429,2261,1773,41,-17,1993
2024-02-14T16,255,4267,13206,2260,3387,32,640,1788
2024-02-14T17,260,3378,12143,2261,1018,31,5342,1654
2024-02-14T18,204,2134,9903,2261,-448,31,11553,1544
2024-02-14T19,197,1516,10651,2260,-1085,31,13380,1583
2024-02-14T20,196,1260,11319,2260,-2010,31,13183,1536
2024-02-14T21,196,1480,12055,2260,-2541,30,12746,1709
2024-02-14T22,193,1451,11635,2261,-2049,30,12205,1966
2024-02-14T23,193,1416,10931,2261,-1641,30,12385,2057
2024-02-15T00,194,1641,10590,2262,-1172,31,12094,2368
2024-02-15T01,198,2152,10325,2260,301,32,9930,2674
2024-02-15T02,198,3991,11915,2260,1432,32,4221,2657
2024-02-15T03,197,4785,13044,2260,4550,34,463,2537
2024-02-15T04,197,5319,13365,2260,4244,40,181,2293
2024-02-15T05,243,5260,13494,2261,3999,43,161,2058
2024-02-15T06,201,5266,13366,2261,3432,44,156,1943
2024-02-15T07,197,5214,13056,2260,1958,44,161,2263
2024-02-15T08,197,4688,12899,2258,1260,44,170,2367
2024-02-15T09,202,4207,12502,2265,515,44,212,3257
2024-02-15T10,201,3616,12473,2264,643,43,179,2700
2024-02-15T11,201,3297,12337,2262,470,31,159,3022
2024-02-15T12,201,3165,12694,2262,-189,22,156,3704
2024-02-15T13,205,3111,12276,2261,44,23,154,3558
2024-02-15T14,300,3755,12114,2260,367,22,157,3008
2024-02-15T15,297,3832,12268,2260,1016,23,161,3425
2024-02-15T16,292,3588,12973,2261,2833,35,622,3196
2024-02-15T17,214,3213,12921,2260,1132,44,4842,2720
2024-02-15T18,203,2473,11457,2260,-42,45,10153,2221
2024-02-15T19,203,2268,9936,2259,-711,46,12492,1830
2024-02-15T20,202,1656,10354,2259,-1665,46,13144,1817
2024-02-15T21,202,1322,10726,2260,-2364,45,13730,1546
2024-02-15T22,202,1908,11275,2260,-3106,43,13400,1805
2024-02-15T23,203,1707,11306,2259,-3064,43,12836,2172
2024-02-16T00,239,2132,10760,2260,-2467,44,11902,2309
2024-02-16T01,207,2532,10494,2260,-492,44,9846,2477
2024-02-16T02,203,3616,12072,2260,1608,44,4457,2799
2024-02-16T03,204,4267,13919,2260,3354,44,399,3150
2024-02-16T04,259,5119,14342,2262,3170,44,40,3367
2024-02-16T05,240,5093,14190,2260,2603,44,38,3200
2024-02-16T06,241,5090,14623,2260,1810,44,45,2902
2024-02-16T07,207,4720,13750,2261,1371,44,44,2783
2024-02-16T08,214,4437,13350,2262,865,44,38,2381
2024-02-16T09,205,3670,12903,2263,573,44,33,1875
2024-02-16T10,202,3142,13641,2262,695,45,33,1310
2024-02-16T11,202,2701,14115,2261,466,45,33,1110
2024-02-16T12,203,2672,13946,2262,463,44,33,987
2024-02-16T13,202,2788,13973,2260,659,44,32,859
2024-02-16T14,202,3163,14242,2260,1058,44,32,754
2024-02-16T15,203,3527,14602,2261,2206,44,55,749
2024-02-16T16,226,3677,14552,2262,4761,44,673,749
2024-02-16T17,212,3485,13447,2262,1781,45,4981,624
2024-02-16T18,204,2913,10544,2260,989,45,9906,538
2024-02-16T19,203,2787,9700,2258,-304,46,12531,468
2024-02-16T20,202,2578,9787,2258,-780,46,12882,407
2024-02-16T21,202,2355,10415,2259,-1801,45,13281,321
2024-02-16T22,202,2319,9979,2259,-1674,44,12530,249
2024-02-16T23,202,2247,10132,2258,-1306,45,12223,273
2024-02-17T00,202,2444,10695,2261,-771,46,10670,395
2024-02-17T01,212,3047,11461,2260,-138,46,8295,388
2024-02-17T02,305,4187,13388,2260,1748,46,3354,321
2024-02-17T03,236,5127,14807,2260,4289,46,286,313
2024-02-17T04,250,5652,14703,2261,3890,46,46,367
2024-02-17T05,273,5641,14886,2258,3707,46,52,640
2024-02-17T06,214,5611,14610,2259,2649,46,54,559
2024-02-17T07,208,5592,14054,2260,1835,46,57,527
2024-02-17T08,319,4894,13648,2260,995,46,51,405
2024-02-17T09,262,4156,14120,2260,544,46,53,328
2024-02-17T10,206,3727,13983,2261,890,46,58,282
2024-02-17T11,203,3202,13670,2261,702,46,50,257
2024-02-17T12,203,3087,13638,2262,622,46,51,321
2024-02-17T13,203,3234,13691,2260,431,46,51,300
2024-02-17T14,204,3419,12902,2259,622,46,50,256
2024-02-17T15,238,3731,12731,2260,548,46,65,278
2024-02-17T16,206,4489,12325,2261,901,36,767,363
2024-02-17T17,203,3384,11559,2260,106,-3,5140,294
2024-02-17T18,202,3137,10271,2259,186,-3,9503,257
2024-02-17T19,203,2785,10303,2258,-560,-3,11588,287
2024-02-17T20,202,2655,10559,2259,-990,-3,12208,312
2024-02-17T21,202,2745,10974,2259,-1582,26,11585,407
2024-02-17T22,201,2701,11464,2258,-2118,46,11033,464
2024-02-17T23,201,2924,11244,2257,-2241,46,10426,565
2024-02-18T00,201,3303,10429,2258,-1226,46,9523,928
2024-02-18T01,203,3629,10937,2259,-209,46,7201,1207
2024-02-18T02,221,4375,12636,2258,1773,43,2850,1420
2024-02-18T03,352,5053,13345,2258,4001,46,237,1299
2024-02-18T04,365,5458,13945,2259,3850,46,52,1569
2024-02-18T05,327,5325,14300,2260,2968,46,80,1763
2024-02-18T06,224,5449,13806,2260,2316,46,32,1650
2024-02-18T07,209,5346,13654,2260,1339,46,29,2010
2024-02-18T08,207,4864,12822,2257,1703,46,32,1981
2024-02-18T09,271,4202,12789,2260,897,38,29,1678
2024-02-18T10,362,3960,11806,2260,816,39,37,1740
2024-02-18T11,288,4007,12152,2260,235,46,36,2082
2024-02-18T12,209,3525,11883,2260,498,46,34,2389
2024-02-18T13,203,3389,11908,2260,482,46,41,2479
2024-02-18T14,203,3604,11830,2261,262,46,50,2637
2024-02-18T15,202,3237,11843,2261,351,46,67,2797
2024-02-18T16,202,3571,11244,2261,734,46,811,2768
2024-02-18T17,202,3054,10192,2260,-128,46,5831,2778
2024-02-18T18,206,2394,9119,2261,-1652,46,11996,2550
2024-02-18T19,204,1864,9874,2261,-2987,46,13104,1895
2024-02-18T20,232,1361,10500,2259,-3739,46,13208,1372
2024-02-18T21,296,1324,10125,2258,-3553,46,12512,1409
2024-02-18T22,217,1388,9774,2259,-3188,46,11801,1627
2024-02-18T23,202,1791,8167,2259,-1529,46,10917,1734
2024-02-19T00,201,2254,7621,2259,-508,46,10308,2061
2024-02-19T01,203,2849,8202,2259,611,46,7691,2475
2024-02-19T02,231,3971,9787,2260,1788,45,3705,2728
2024-02-19T03,280,4513,11256,2260,3888,45,357,2725
2024-02-19T04,252,5293,11492,2261,3668,44,141,2562
2024-02-19T05,207,5186,11416,2261,2583,44,108,2260
2024-02-19T06,230,5197,10607,2261,2626,44,78,1840
2024-02-19T07,0,4884,10169,2261,2094,44,27,1573
2024-02-19T08,0,4648,9931,2260,754,44,29,1753
2024-02-19T09,203,4233,10727,2260,329,44,23,1936
2024-02-19T10,202,3918,10266,2260,223,45,20,2049
2024-02-19T11,201,3884,10063,2260,154,44,20,2279
2024-02-19T12,202,3587,9936,2261,-74,46,45,2585
2024-02-19T13,203,3875,9953,2261,102,46,37,2595
2024-02-19T14,224,4150,9875,2261,334,46,43,2703
2024-02-19T15,267,3790,10362,2262,1229,46,66,2563
2024-02-19T16,258,4035,10885,2262,2101,43,704,2362
2024-02-19T17,207,3664,10422,2262,1627,41,2287,2306
2024-02-19T18,240,3090,10258,2261,-994,40,8925,2716
2024-02-19T19,206,2924,9083,2262,-542,40,10579,2999
2024-02-19T20,202,3035,9418,2260,-1006,43,10895,2929
2024-02-19T21,201,2932,9886,2259,-1562,44,11844,3043
2024-02-19T22,201,2820,10172,2259,-1829,45,11538,3011
2024-02-19T23,201,2634,9732,2259,-1193,46,11088,3219
2024-02-20T00,201,3013,9643,2259,-641,46,10364,3519
2024-02-20T01,202,3705,10033,2258,693,46,8076,3282
2024-02-20T02,203,4484,13745,2258,1035,46,3577,2682
