period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-01-03T13,220,2265,14712,2247,25,46,-49,2502
2024-01-03T14,220,2259,14440,2247,475,46,-49,2888
2024-01-03T15,220,2748,14552,2248,811,46,-49,3186
2024-01-03T16,239,3582,15117,2249,963,46,30,3265
2024-01-03T17,224,3714,14818,2249,1121,46,1132,3257
2024-01-03T18,221,3102,13813,2248,416,46,4967,3068
2024-01-03T19,223,2252,12430,2247,-279,46,7662,3366
2024-01-03T20,274,1897,12554,2248,-788,46,8274,3380
2024-01-03T21,226,1910,12512,2250,-634,46,7786,3358
2024-01-03T22,221,1797,12829,2251,-678,46,7273,3370
2024-01-03T23,221,1952,12419,2251,23,46,6739,3333
2024-01-04T00,221,2097,13092,2248,130,46,6172,3279
2024-01-04T01,239,2667,13443,2248,1112,46,4491,3197
2024-01-04T02,343,3673,15611,2251,2040,46,729,3541
2024-01-04T03,362,3785,16340,2251,3142,46,-23,3655
2024-01-04T04,305,3941,16480,2251,2029,46,-26,3834
2024-01-04T05,395,3919,16237,2250,1539,46,-44,4022
2024-01-04T06,329,3653,15948,2247,1448,46,-44,3923
2024-01-04T07,260,3384,15257,2248,989,46,-48,3943
2024-01-04T08,224,2944,14634,2249,784,46,-45,3846
2024-01-04T09,223,2522,14385,2251,318,46,-49,3786
2024-01-04T10,217,2185,13262,2253,682,46,-45,3640
2024-01-04T11,219,1983,12789,2253,229,46,-45,3661
2024-01-04T12,219,1986,12837,2254,107,46,-45,3435
2024-01-04T13,220,2210,12900,2256,71,46,-46,3304
2024-01-04T14,220,2274,13118,2255,664,46,-46,2698
2024-01-04T15,219,2691,14100,2255,1005,46,-44,2553
2024-01-04T16,221,3021,14774,2257,1998,45,119,2546
2024-01-04T17,220,2832,14406,2257,1652,45,2555,2533
2024-01-04T18,218,2426,13172,2256,66,46,8326,2708
2024-01-04T19,215,2121,11350,2254,-281,46,10986,2750
2024-01-04T20,266,1793,11515,2255,-1052,46,11733,2228
2024-01-04T21,242,1732,11339,2256,-2034,46,12245,2383
2024-01-04T22,206,1779,11805,2255,-3003,46,12368,2643
2024-01-04T23,202,1831,11890,2255,-3170,46,12674,2593
2024-01-05T00,202,1896,11529,2257,-1943,46,12236,1597
2024-01-05T01,217,2342,12525,2259,295,46,7794,840
2024-01-05T02,219,3482,15013,2258,2534,46,1248,1778
2024-01-05T03,218,4176,15682,2258,3361,46,-33,2366
2024-01-05T04,219,4056,16073,2257,3837,46,-30,1689
2024-01-05T05,219,3874,16432,2255,3724,46,-8,1272
2024-01-05T06,219,3824,16033,2255,2212,46,-29,1712
2024-01-05T07,219,3102,15384,2254,1229,46,-29,1808
2024-01-05T08,219,2928,15371,2253,713,46,-29,1175
2024-01-05T09,223,2549,15271,2256,129,46,-29,1132
2024-01-05T10,211,2121,13671,2256,186,46,-29,1502
2024-01-05T11,205,1785,13637,2254,336,46,-29,1034
2024-01-05T12,204,1718,13599,2255,403,46,-29,978
2024-01-05T13,204,1756,13977,2253,279,46,-30,1175
2024-01-05T14,200,1859,14113,2254,545,46,-30,1391
2024-01-05T15,206,2609,14601,2255,1046,46,-28,1272
2024-01-05T16,221,3091,15271,2255,1916,46,69,1193
2024-01-05T17,208,3170,14748,2252,2064,46,1209,1252
2024-01-05T18,212,2681,12478,2252,1976,46,4456,859
2024-01-05T19,224,2160,10733,2252,748,46,7358,423
2024-01-05T20,212,1696,10404,2253,-740,46,10001,262
2024-01-05T21,211,1645,10252,2253,-986,46,9855,316
2024-01-05T22,210,1492,10797,2253,-2039,46,9607,342
2024-01-05T23,210,1515,11184,2254,-2606,46,10771,544
2024-01-06T00,207,1450,11384,2254,-2268,46,11096,1471
2024-01-06T01,206,1798,11492,2253,-284,46,7219,2534
2024-01-06T02,215,3423,14457,2253,1683,46,1190,2185
2024-01-06T03,213,3949,15900,2255,2882,46,10,1225
2024-01-06T04,211,4186,16161,2258,2624,46,3,1264
2024-01-06T05,210,3887,15964,2256,2596,46,7,1546
2024-01-06T06,211,3307,16157,2256,2533,46,8,880
2024-01-06T07,272,2858,16064,2255,2252,46,-15,731
2024-01-06T08,321,2735,15688,2253,1559,45,-24,778
2024-01-06T09,226,2385,15401,2253,994,46,-28,587
2024-01-06T10,207,1800,14825,2252,807,46,-29,540
2024-01-06T11,205,1811,14045,2252,716,46,-25,487
2024-01-06T12,204,1806,12954,2252,624,46,-26,571
2024-01-06T13,204,1588,12867,2253,742,46,-30,491
2024-01-06T14,204,1625,13097,2253,714,46,-29,507
2024-01-06T15,199,2107,13613,2254,1228,46,-22,456
2024-01-06T16,206,2128,13702,2253,2331,46,161,333
2024-01-06T17,205,1878,12698,2252,1291,46,2771,370
2024-01-06T18,204,1350,9974,2252,299,46,8442,473
2024-01-06T19,203,1171,8818,2251,-298,46,10659,614
2024-01-06T20,203,991,9277,2249,-1270,46,10745,614
2024-01-06T21,203,881,9827,2250,-1957,46,10468,1075
2024-01-06T22,202,897,9836,2251,-1993,46,9829,1872
2024-01-06T23,202,888,9924,2251,-1171,46,8199,2788
2024-01-07T00,203,1295,8713,2251,575,46,5396,3105
2024-01-07T01,203,2291,9606,2252,1754,46,2138,3292
2024-01-07T02,205,3153,11902,2253,1793,46,418,3516
2024-01-07T03,267,3883,12850,2253,2093,46,59,3660
2024-01-07T04,210,3744,13013,2252,2277,46,11,3160
2024-01-07T05,209,3554,12957,2253,2252,46,1,3059
2024-01-07T06,205,3419,12737,2256,1792,46,-19,3239
2024-01-07T07,204,2995,12274,2257,1482,46,-31,3279
2024-01-07T08,203,2869,12018,2256,1072,45,-34,2829
2024-01-07T09,195,2780,12319,2256,547,45,-28,2662
2024-01-07T10,195,2043,12683,2256,482,46,-29,2821
2024-01-07T11,194,1703,12370,2258,468,46,-20,2661
2024-01-07T12,196,1690,12425,2259,181,46,-19,2710
2024-01-07T13,196,1675,12093,2259,403,46,-22,2976
2024-01-07T14,196,1620,12290,2260,481,46,-32,3086
2024-01-07T15,195,1953,12606,2262,1000,46,-7,2929
2024-01-07T16,194,2085,12885,2261,1598,46,131,3130
2024-01-07T17,195,1879,12638,2261,993,46,1730,3435
2024-01-07T18,197,1584,9191,2263,583,46,7344,3601
2024-01-07T19,196,1203,8287,2263,-569,46,11263,3660
2024-01-07T20,196,1006,8949,2262,-1338,46,11893,3758
2024-01-07T21,195,470,10629,2262,-2966,46,12067,3969
2024-01-07T22,194,459,11038,2263,-3590,46,12729,3815
2024-01-07T23,194,356,11283,2262,-3708,46,13056,3720
2024-01-08T00,192,575,10348,2262,-2247,46,12241,3490
2024-01-08T01,195,1582,10222,2260,248,46,8052,3475
2024-01-08T02,295,3037,13710,2261,2671,46,1407,3240
2024-01-08T03,217,3313,15294,2261,4487,46,-46,3300
2024-01-08T04,193,3630,15807,2261,4276,46,-37,3345
2024-01-08T05,195,4216,15904,2262,3928,46,-31,3037
2024-01-08T06,284,4002,16699,2264,3541,46,-27,2580
2024-01-08T07,209,3604,16695,2263,2692,46,-38,2458
2024-01-08T08,196,3074,16256,2263,1446,46,-36,2451
2024-01-08T09,191,2767,15846,2264,456,46,-25,1996
2024-01-08T10,194,2162,15895,2265,679,46,-24,1445
2024-01-08T11,195,1693,16264,2264,383,46,-30,1297
2024-01-08T12,195,1516,17160,2263,59,46,-31,1192
2024-01-08T13,195,1634,17929,2263,-134,46,-35,1351
2024-01-08T14,194,1635,18635,2262,481,46,-34,1301
2024-01-08T15,196,2303,20055,2262,1292,46,-31,1108
2024-01-08T16,236,2809,21691,2263,2032,46,190,935
2024-01-08T17,203,2846,20516,2263,1450,46,3143,835
2024-01-08T18,202,2181,18483,2264,764,46,7348,730
2024-01-08T19,223,2013,15748,2263,-986,46,12710,726
2024-01-08T20,199,1629,14394,2263,-2273,46,13761,900
2024-01-08T21,196,1543,15133,2264,-3491,46,13455,909
2024-01-08T22,195,1205,14814,2262,-3129,46,13338,771
2024-01-08T23,195,1228,14324,2262,-2887,46,13399,687
2024-01-09T00,191,1366,15236,2262,-2486,46,12570,658
2024-01-09T01,192,1854,15907,2262,-82,46,8558,631
2024-01-09T02,247,2809,18691,2261,3081,46,1709,511
2024-01-09T03,388,3138,19974,2262,5378,46,54,409
2024-01-09T04,303,3826,19992,2263,4199,46,32,547
2024-01-09T05,283,4114,19503,2261,3255,46,-46,573
2024-01-09T06,207,4036,19633,2262,2287,46,-53,659
2024-01-09T07,197,3471,18847,2261,1648,46,-51,694
2024-01-09T08,198,2866,18223,2260,677,46,-52,585
2024-01-09T09,198,2535,16786,2260,411,46,-52,546
2024-01-09T10,199,1741,16905,2261,-303,46,-53,663
2024-01-09T11,196,1371,17254,2260,-755,46,-53,824
2024-01-09T12,205,1116,17037,2260,-584,46,-54,829
2024-01-09T13,329,1135,17182,2261,-708,45,-55,817
2024-01-09T14,470,1317,16844,2262,83,46,-50,1099
2024-01-09T15,609,1764,17810,2262,685,46,-47,1643
2024-01-09T16,632,2212,18241,2262,1373,46,195,1549
2024-01-09T17,632,2783,17448,2261,1499,45,3090,1249
2024-01-09T18,633,1944,15086,2262,-1155,46,10175,1453
2024-01-09T19,633,1434,13815,2262,-2301,46,13262,1462
2024-01-09T20,633,940,13909,2261,-2722,45,13284,1521
2024-01-09T21,633,814,13872,2261,-2913,46,12458,2069
2024-01-09T22,633,829,13286,2260,-2568,46,10925,2795
2024-01-09T23,632,967,12237,2260,-1326,46,9869,2877
2024-01-10T00,632,1149,11938,2261,-1012,46,9193,2925
2024-01-10T01,633,1728,11588,2262,411,46,6459,3323
2024-01-10T02,633,2948,15268,2260,1605,46,1367,3338
2024-01-10T03,539,3480,16956,2263,2762,46,-52,3441
2024-01-10T04,355,4133,17286,2263,1903,46,-42,3333
2024-01-10T05,282,4169,17252,2262,2013,46,-49,3144
2024-01-10T06,215,4160,17196,2262,2020,46,-51,3217
2024-01-10T07,208,3458,16721,2262,1110,46,-51,2941
2024-01-10T08,203,2931,15858,2263,699,46,-52,2659
2024-01-10T09,198,2324,15358,2265,391,46,-53,2632
2024-01-10T10,196,1966,14250,2265,285,46,-53,2552
2024-01-10T11,196,1628,14891,2267,-301,46,-53,2647
2024-01-10T12,205,1582,13792,2267,-135,46,-53,2750
2024-01-10T13,329,1518,13803,2265,216,46,-54,2831
2024-01-10T14,469,1775,14264,2266,573,46,-54,2921
2024-01-10T15,609,2032,15061,2267,1689,46,-54,2954
2024-01-10T16,633,3172,15910,2266,3620,46,192,2927
2024-01-10T17,633,2889,15385,2266,3109,46,2653,2938
2024-01-10T18,633,1895,14045,2268,464,46,8420,3232
2024-01-10T19,633,1622,12189,2267,-536,46,11221,3507
2024-01-10T20,633,1498,12219,2267,-1680,46,11626,3662
2024-01-10T21,632,1621,12863,2267,-2424,46,11400,3943
2024-01-10T22,634,1559,12888,2268,-2674,46,10719,4039
2024-01-10T23,633,1695,12152,2266,-2146,46,10522,4053
2024-01-11T00,633,1973,11792,2266,-1264,46,9201,4027
2024-01-11T01,629,1817,13020,2266,289,46,6212,3924
2024-01-11T02,511,3214,16185,2264,2222,46,1137,4077
2024-01-11T03,356,3073,18343,2264,3077,44,18,4238
2024-01-11T04,313,3352,18525,2266,2747,44,-12,3795
2024-01-11T05,307,3607,18206,2267,2383,45,-12,3678
2024-01-11T06,284,3231,17631,2266,2089,44,-11,3794
2024-01-11T07,277,3023,16702,2266,1123,43,-11,3912
2024-01-11T08,208,2633,15449,2267,583,43,-12,3620
2024-01-11T09,206,2376,14452,2267,124,43,-12,3879
2024-01-11T10,204,1916,14320,2267,19,44,-12,3928
2024-01-11T11,204,1622,14903,2267,-450,44,-12,3531
2024-01-11T12,204,1593,15201,2268,-858,44,-12,3458
2024-01-11T13,199,1594,14174,2268,-216,44,-13,3547
2024-01-11T14,201,1903,15425,2268,67,45,-13,3427
2024-01-11T15,262,2371,15897,2268,1087,46,-14,3118
2024-01-11T16,209,2858,16971,2269,2913,46,188,3234
2024-01-11T17,206,2523,16854,2270,3096,45,2065,3273
2024-01-11T18,209,1947,14815,2269,96,45,7849,2912
2024-01-11T19,207,1819,13060,2269,-436,45,10907,2511
2024-01-11T20,205,1652,12368,2269,-1052,44,11998,1931
2024-01-11T21,204,1659,12399,2269,-1610,44,11815,1266
2024-01-11T22,203,1683,12871,2268,-2290,44,12284,969
2024-01-11T23,203,1256,13480,2268,-2398,45,12306,1564
2024-01-12T00,201,949,13331,2267,-1406,44,10854,1987
2024-01-12T01,214,1583,13829,2266,184,45,8073,1946
2024-01-12T02,265,2881,18234,2265,1916,45,1622,2064
2024-01-12T03,368,3359,20028,2268,3015,46,-52,2038
2024-01-12T04,291,3610,19927,2268,2577,46,-48,2322
2024-01-12T05,253,3884,19714,2269,2056,46,-47,2654
2024-01-12T06,226,3660,19285,2267,2097,46,-10,2810
2024-01-12T07,206,3042,18285,2267,1853,46,-50,2798
2024-01-12T08,227,2793,17037,2268,1644,46,-51,2966
2024-01-12T09,284,2501,16661,2269,712,46,-50,2963
2024-01-12T10,267,2067,17342,2270,76,46,-50,3260
2024-01-12T11,263,1809,17487,2269,201,46,-50,3024
2024-01-12T12,225,1730,17203,2268,701,46,-50,2378
2024-01-12T13,205,1656,17279,2268,1415,46,-52,2040
2024-01-12T14,202,2156,17481,2269,1586,46,-52,1551
2024-01-12T15,257,2976,18605,2268,2076,46,-53,1244
2024-01-12T16,320,3728,19809,2267,2485,46,177,1766
2024-01-12T17,308,3416,19501,2268,1857,46,2993,1816
2024-01-12T18,218,2519,15848,2269,-344,46,9613,1758
2024-01-12T19,204,1833,14195,2268,-645,46,11608,1720
2024-01-12T20,203,1637,15079,2268,-1771,46,11553,1740
2024-01-12T21,203,1405,15889,2269,-2538,46,11341,1887
2024-01-12T22,203,1357,16679,2269,-3029,46,10921,2460
2024-01-12T23,203,1436,16329,2267,-2130,46,10000,2268
2024-01-13T00,199,1728,16101,2266,-1412,46,9282,2308
2024-01-13T01,201,2471,16250,2266,57,46,6176,2179
2024-01-13T02,285,3676,18806,2267,1749,46,1556,2242
2024-01-13T03,299,3921,20415,2267,3132,46,-52,2535
2024-01-13T04,269,4015,20079,2267,3011,46,-48,2775
2024-01-13T05,240,3366,20300,2267,2731,46,-48,2563
2024-01-13T06,212,3027,19805,2267,2704,46,-49,2418
2024-01-13T07,201,2658,19847,2268,2302,45,-49,2441
2024-01-13T08,200,2586,19251,2268,1610,46,-49,2353
2024-01-13T09,201,2482,18615,2270,988,46,-48,2390
2024-01-13T10,202,2148,16742,2269,1355,46,-48,2293
2024-01-13T11,202,1820,15951,2268,1201,46,-47,2167
2024-01-13T12,203,1803,16223,2268,1299,46,-47,2054
2024-01-13T13,203,1822,16378,2269,1142,46,-48,1789
2024-01-13T14,206,1970,17399,2269,907,45,-48,1450
2024-01-13T15,301,1976,17983,2268,1315,46,-22,1306
2024-01-13T16,319,2400,18861,2269,1422,46,214,1509
2024-01-13T17,224,2271,17489,2270,831,46,2965,1842
2024-01-13T18,203,1753,14882,2270,-1115,46,8792,2051
2024-01-13T19,205,1696,13933,2269,-1243,45,10572,2016
2024-01-13T20,201,1538,14239,2270,-1677,46,10278,2348
2024-01-13T21,199,1564,14265,2271,-2495,46,9885,2184
2024-01-13T22,200,1256,14279,2269,-2677,46,9357,2751
2024-01-13T23,204,1239,13401,2268,-1559,46,8000,2895
2024-01-14T00,204,1643,14005,2268,-1178,46,7119,3222
2024-01-14T01,324,2429,14826,2268,181,46,5490,3169
2024-01-14T02,385,3670,17443,2267,1681,45,1201,2964
2024-01-14T03,360,3846,19252,2267,2911,45,-52,2678
2024-01-14T04,357,4224,18755,2267,2643,46,-49,2970
2024-01-14T05,380,3619,18216,2268,2915,46,-49,2780
2024-01-14T06,383,3747,17812,2269,2714,46,-44,2896
2024-01-14T07,384,3066,17585,2269,2173,45,-35,3221
2024-01-14T08,378,2583,17138,2270,1497,46,-32,3265
2024-01-14T09,249,2271,17123,2270,1229,46,-37,3260
2024-01-14T10,205,2140,16573,2271,778,46,-50,3255
2024-01-14T11,204,2216,15934,2271,292,46,-50,3204
2024-01-14T12,204,2187,15824,2271,22,46,-50,3278
2024-01-14T13,205,2135,15397,2271,286,46,-51,3182
2024-01-14T14,216,2283,15012,2270,629,46,-51,3124
2024-01-14T15,393,2340,15281,2270,842,46,-52,2810
2024-01-14T16,428,2543,15487,2270,1573,46,171,2903
2024-01-14T17,385,2501,14776,2270,697,46,2496,2944
2024-01-14T18,279,1845,12913,2269,-659,46,7641,2798
2024-01-14T19,209,1728,12643,2269,-1586,46,9915,2551
2024-01-14T20,203,1454,12767,2270,-3443,46,11181,2577
2024-01-14T21,202,1224,12509,2271,-3548,46,11324,2436
2024-01-14T22,206,1235,11942,2269,-2980,46,10385,2296
2024-01-14T23,204,1228,11212,2268,-2021,46,9713,2071
2024-01-15T00,215,1440,10945,2269,-1424,46,8430,1816
2024-01-15T01,330,1892,11711,2268,834,46,6091,2499
2024-01-15T02,484,3202,16106,2266,1239,45,1287,2266
2024-01-15T03,476,3995,17023,2267,2577,45,-33,2535
2024-01-15T04,421,3944,17676,2269,2351,46,-45,2015
2024-01-15T05,481,4119,17449,2268,2088,33,-44,1535
2024-01-15T06,438,4093,16970,2268,2131,-3,-44,1543
2024-01-15T07,382,3204,16349,2269,1999,-4,-45,1543
2024-01-15T08,353,2938,16103,2268,1032,-4,-45,1491
2024-01-15T09,257,2730,16161,2269,498,-3,-45,1275
2024-01-15T10,207,2619,15814,2270,609,-3,-45,1443
2024-01-15T11,203,2627,15920,2269,427,-3,-45,1520
2024-01-15T12,202,2615,16373,2268,47,-3,-45,1750
2024-01-15T13,203,2604,16607,2269,190,-3,-45,1701
2024-01-15T14,202,2608,16384,2268,541,-3,-46,1484
2024-01-15T15,202,2690,17436,2268,1392,-3,-47,1051
2024-01-15T16,203,2919,18002,2267,3311,-2,132,885
2024-01-15T17,242,2645,18506,2268,3311,-2,2680,559
2024-01-15T18,231,2351,17630,2269,55,-2,7796,335
2024-01-15T19,205,1983,16507,2267,-500,-2,9366,145
2024-01-15T20,204,1676,15119,2268,-331,-2,8701,89
2024-01-15T21,203,1565,14615,2270,-781,-2,9186,229
2024-01-15T22,203,1541,15219,2270,-1264,-2,8899,325
2024-01-15T23,202,1842,15455,2269,-1610,-2,8390,293
2024-01-16T00,208,1840,16178,2268,-1819,-2,7945,260
2024-01-16T01,340,2111,18329,2268,-1091,-2,5788,239
2024-01-16T02,492,3293,20349,2268,1473,-2,1201,212
2024-01-16T03,551,3700,21458,2268,2941,-2,-26,266
2024-01-16T04,557,3880,21229,2267,3000,-2,-25,300
2024-01-16T05,555,3992,21101,2268,2929,-2,-51,272
2024-01-16T06,528,4027,20760,2268,2424,-2,-51,247
2024-01-16T07,478,3489,20334,2269,2009,-2,-51,174
2024-01-16T08,374,2896,19971,2268,1211,-2,-52,140
2024-01-16T09,246,2692,19619,2269,914,-2,-52,147
2024-01-16T10,221,2157,18627,2269,1601,-2,-52,143
2024-01-16T11,244,2056,19155,2269,1031,-2,-53,182
2024-01-16T12,227,1977,18937,2269,730,-2,-52,168
2024-01-16T13,244,1949,18871,2268,979,-2,-54,162
2024-01-16T14,337,2096,19519,2268,949,-2,-55,160
2024-01-16T15,462,3037,20702,2268,1214,-2,-54,219
2024-01-16T16,515,3746,21981,2268,1815,-2,193,188
2024-01-16T17,385,3274,20738,2268,1247,-2,2973,155
2024-01-16T18,236,2737,17800,2268,47,-2,7919,121
2024-01-16T19,205,2238,15977,2269,-1107,-2,9982,158
2024-01-16T20,204,1828,15263,2268,-1417,-2,10458,169
2024-01-16T21,203,1625,15387,2268,-2072,-2,10522,165
2024-01-16T22,203,1633,15809,2269,-2270,-2,10298,168
2024-01-16T23,203,1901,15721,2269,-1867,-2,9533,161
2024-01-17T00,227,2047,16261,2267,-1711,-2,8669,289
2024-01-17T01,446,2705,17878,2267,-277,-2,6101,454
2024-01-17T02,533,4252,20745,2267,1803,-2,1438,406
2024-01-17T03,520,4272,21406,2268,2600,-2,-21,699
2024-01-17T04,486,3999,21174,2268,2634,-2,-52,970
2024-01-17T05,448,3751,20247,2267,2297,-2,-51,1184
2024-01-17T06,320,3629,19619,2267,2560,-2,-50,1339
2024-01-17T07,252,2881,19288,2268,1573,-2,-51,1416
2024-01-17T08,208,2661,18420,2270,1005,-2,-52,1496
2024-01-17T09,205,2518,17786,2270,164,-2,-52,1601
2024-01-17T10,206,2478,17058,2269,390,-2,-52,1831
2024-01-17T11,208,2362,17370,2270,-662,-2,-51,2261
2024-01-17T12,202,2232,17313,2269,-1053,-2,-52,2778
2024-01-17T13,200,2344,16829,2269,-794,-2,-52,2948
2024-01-17T14,205,2431,16312,2268,-141,-2,-52,3448
2024-01-17T15,332,2815,16914,2269,1230,-2,-53,3065
2024-01-17T16,363,3449,17931,2268,2583,-2,63,2665
2024-01-17T17,257,3314,17946,2267,2103,-2,1423,2575
2024-01-17T18,211,2604,16696,2268,789,-2,4612,2501
2024-01-17T19,261,2325,14936,2267,1,-2,7734,2250
2024-01-17T20,213,1750,14012,2267,-895,-2,8735,2354
2024-01-17T21,203,1634,13910,2268,-1849,-2,9560,2852
2024-01-17T22,202,1498,14579,2268,-2033,-2,8918,2868
2024-01-17T23,212,1536,15138,2269,-2513,-2,8457,3049
2024-01-18T00,281,1580,14413,2269,-1756,-2,8192,3073
2024-01-18T01,369,2069,14963,2268,-601,-3,6271,3078
2024-01-18T02,378,3324,17706,2268,1038,-3,1635,3263
2024-01-18T03,398,3783,19128,2268,2295,-2,-20,3090
2024-01-18T04,299,3703,18798,2267,2304,-2,-20,2976
2024-01-18T05,210,3699,18137,2267,1616,-2,-38,3993
2024-01-18T06,204,3366,17812,2268,1425,-2,-38,4102
2024-01-18T07,204,2838,17223,2268,1272,-2,-39,3516
2024-01-18T08,206,2402,16320,2270,934,-2,-43,2941
2024-01-18T09,199,1983,16113,2271,744,-2,-44,2469
2024-01-18T10,197,1393,16330,2269,557,-2,-44,1967
2024-01-18T11,196,1307,16596,2269,-57,-2,-44,2220
2024-01-18T12,196,1264,16687,2269,-54,-3,-47,1597
2024-01-18T13,198,1286,16808,2270,83,-3,-47,1342
2024-01-18T14,281,1444,16725,2269,733,-3,-47,1238
2024-01-18T15,329,2174,17273,2268,2286,-3,-47,698
2024-01-18T16,236,2894,18341,2268,3399,-3,190,611
2024-01-18T17,265,2666,18374,2268,2341,-3,2846,553
2024-01-18T18,203,1960,16603,2267,-95,-3,8203,361
2024-01-18T19,197,1528,15318,2266,-1034,-3,10174,294
2024-01-18T20,195,1347,15409,2267,-2024,-3,10935,261
2024-01-18T21,195,1263,15805,2267,-2437,-3,10728,272
2024-01-18T22,194,1308,15734,2267,-2194,-3,10162,403
2024-01-18T23,194,1393,15143,2266,-1631,-3,9268,446
2024-01-19T00,198,1488,15498,2267,-784,-3,7845,328
2024-01-19T01,281,1852,16973,2269,465,-4,4775,221
2024-01-19T02,268,3084,19379,2268,2034,27,990,136
2024-01-19T03,328,3298,20387,2267,3511,46,-31,157
2024-01-19T04,273,3512,20079,2267,3033,46,-30,323
2024-01-19T05,250,3409,19953,2268,2912,46,-30,388
2024-01-19T06,304,3223,19640,2266,2136,46,-35,422
2024-01-19T07,215,2977,19427,2266,2059,46,-44,360
2024-01-19T08,197,2927,18761,2267,1255,46,-49,328
2024-01-19T09,204,2593,17706,2268,655,46,-48,318
2024-01-19T10,203,1614,17438,2268,1199,46,-49,340
2024-01-19T11,203,1433,17575,2267,544,46,-49,469
2024-01-19T12,204,1500,18007,2267,260,46,-49,361
2024-01-19T13,203,1510,18023,2269,854,46,-50,369
2024-01-19T14,201,1783,18186,2269,1271,46,-50,339
2024-01-19T15,266,2500,19108,2268,1750,46,-49,276
2024-01-19T16,262,3124,19685,2268,1629,46,66,270
2024-01-19T17,218,3137,19818,2268,1395,46,1427,296
2024-01-19T18,319,2751,18622,2267,260,46,4282,283
2024-01-19T19,329,2096,18297,2266,-400,46,6332,272
2024-01-19T20,240,1959,18058,2266,-1111,46,7380,242
2024-01-19T21,224,1659,18894,2266,-2189,46,7700,202
