period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-11-03T08,0,509,0,2829,10430,1133,2394,46,0,-53,6,1383
2025-11-03T09,-1,596,401,2452,10880,1135,1463,46,0,-55,0,1267
2025-11-03T10,-1,607,403,2743,11200,1136,392,46,0,-56,0,1222
2025-11-03T11,-1,574,400,2710,10757,1136,341,46,0,-56,0,1218
2025-11-03T12,-1,567,404,2766,11830,1137,-584,46,0,-57,0,1330
2025-11-03T13,-2,567,405,2730,11582,1135,-232,46,0,-57,0,1354
2025-11-03T14,-1,604,406,3065,11233,1134,346,46,0,-57,1,1362
2025-11-03T15,-5,603,404,3076,11271,1134,1896,46,0,44,18,1424
2025-11-03T16,-15,511,404,3285,11351,1134,3094,46,0,1620,189,1277
2025-11-03T17,-164,375,398,1841,11255,1133,-602,46,0,9097,360,856
2025-11-03T18,-165,323,394,1196,12635,1133,-3996,46,0,15549,411,847
2025-11-03T19,-165,321,392,1115,13405,1133,-4998,46,0,16794,415,962
2025-11-03T20,-106,319,385,1104,14359,1131,-6402,46,0,17076,415,1291
2025-11-03T21,-31,319,384,785,15122,1131,-7032,46,0,16904,415,1454
2025-11-03T22,-23,326,381,667,15373,1132,-7130,46,0,16939,414,1500
2025-11-03T23,-109,385,376,660,14052,1132,-5875,46,0,16890,397,1999
2025-11-04T00,47,516,377,764,13684,1132,-3908,46,0,15660,326,2349
2025-11-04T01,65,630,373,1956,12865,1131,173,46,0,9788,180,2271
2025-11-04T02,14,619,377,3677,13277,1131,6065,46,0,1690,193,2359
2025-11-04T03,23,618,377,3972,13640,1133,6767,46,0,55,192,2542
2025-11-04T04,52,620,380,3838,13246,1133,5991,46,0,-20,209,2670
2025-11-04T05,29,619,385,3564,12937,1133,4931,46,0,-15,188,2669
2025-11-04T06,94,619,382,3411,12946,1134,4018,44,0,-17,106,2472
2025-11-04T07,30,606,388,3375,12803,1134,3391,46,0,-15,6,2278
2025-11-04T08,-1,518,391,2940,12614,1135,1424,46,0,-15,0,2509
2025-11-04T09,13,517,394,2234,12873,1134,715,46,0,-17,0,2542
2025-11-04T10,-1,515,394,2027,12329,1135,525,46,0,-18,0,2446
2025-11-04T11,8,455,396,1841,12048,1135,26,46,0,-18,0,2465
2025-11-04T12,8,448,394,1727,12348,1135,-529,46,0,-18,0,2731
2025-11-04T13,12,486,397,1828,11884,1135,-221,46,0,-18,0,2843
2025-11-04T14,36,512,394,2191,11580,1135,238,46,0,-18,2,2528
2025-11-04T15,130,506,424,2813,12298,1135,1391,46,0,105,25,2086
2025-11-04T16,-36,389,447,2308,12299,1135,2893,46,0,1998,195,1846
2025-11-04T17,-165,334,441,1482,10820,1135,-1051,46,0,10405,358,1697
2025-11-04T18,-174,334,435,1114,12542,1135,-5103,46,0,16416,396,1444
2025-11-04T19,-139,333,427,1027,13899,1134,-6736,46,0,17250,399,1540
2025-11-04T20,0,333,429,1074,14365,1134,-7288,46,0,16832,399,1421
2025-11-04T21,-5,333,430,1060,14168,1133,-7089,46,0,16589,423,1413
2025-11-04T22,-43,333,432,1062,14346,1134,-7312,46,0,16847,417,1549
2025-11-04T23,6,390,430,1184,13149,1133,-5843,46,0,16723,398,1843
2025-11-05T00,32,504,431,1182,11648,1133,-3082,46,0,14665,324,1968
2025-11-05T01,83,563,432,1699,11020,1134,427,46,0,9983,172,2048
2025-11-05T02,-2,634,431,3287,12631,1135,6026,46,0,1773,242,1962
2025-11-05T03,-2,637,437,3571,12960,1135,7540,46,0,55,251,1961
2025-11-05T04,11,639,439,3572,13156,1134,6275,46,0,57,222,2095
2025-11-05T05,5,639,449,3329,12989,1134,5776,46,0,62,204,2021
2025-11-05T06,32,639,443,3164,13141,1135,3732,46,0,64,172,2279
2025-11-05T07,20,640,448,3107,13048,1135,3052,46,0,52,8,2036
2025-11-05T08,-1,639,449,2918,12525,1134,1436,46,0,-12,0,2111
2025-11-05T09,0,640,451,2768,12190,1134,658,46,0,-40,0,2192
2025-11-05T10,0,595,453,2596,11700,1134,410,46,0,-40,0,2166
2025-11-05T11,-1,510,448,2505,11491,1133,34,46,0,-41,0,2114
2025-11-05T12,5,461,455,2284,11012,1134,-82,46,0,-41,0,2436
2025-11-05T13,142,495,454,2436,11235,1134,-361,46,0,-41,0,2613
2025-11-05T14,156,546,453,2516,10694,1135,220,46,0,-41,1,2925
2025-11-05T15,126,626,456,2623,11071,1135,976,46,0,48,33,2842
2025-11-05T16,-33,504,450,2558,10892,1136,3005,46,0,1777,159,2600
2025-11-05T17,-4,361,444,1841,11080,1136,-645,46,0,8912,215,2088
2025-11-05T18,-2,331,437,1456,13523,1155,-3747,46,0,13245,329,1766
2025-11-05T19,-17,332,426,1390,13931,1265,-4799,46,0,13862,353,1888
2025-11-05T20,-168,332,423,1334,14332,1293,-5600,46,0,14324,355,2422
2025-11-05T21,-154,333,425,1429,14729,1299,-6417,46,0,14560,384,2471
2025-11-05T22,4,339,424,1482,14183,1310,-5782,46,0,13861,380,2771
2025-11-05T23,12,454,419,1301,13410,1357,-4337,46,0,12904,282,2723
2025-11-06T00,92,601,418,1615,12687,1509,-2895,46,0,10620,236,2711
2025-11-06T01,34,638,414,2239,10890,1526,2038,46,0,5468,122,2814
2025-11-06T02,26,638,417,3278,10695,1531,6375,46,0,854,152,2963
2025-11-06T03,11,637,421,3548,11629,1530,6399,46,0,-51,252,3328
2025-11-06T04,27,639,428,3660,11249,1530,5095,46,0,-44,227,3641
2025-11-06T05,9,639,430,3220,11351,1529,3830,46,0,-38,181,3628
2025-11-06T06,72,639,434,2867,11263,1532,3537,45,0,-39,172,3640
2025-11-06T07,1,640,431,2209,11337,1531,2996,44,0,-40,8,3988
2025-11-06T08,0,639,436,2430,10904,1533,1320,46,0,-39,0,3646
2025-11-06T09,31,614,436,1958,10786,1536,701,46,0,-39,0,3118
2025-11-06T10,2,620,441,2028,9926,1529,692,46,0,-41,0,3123
2025-11-06T11,0,599,441,1771,9295,1528,354,46,0,-41,0,3518
2025-11-06T12,0,586,440,1684,9494,1558,-303,46,0,-41,0,3940
2025-11-06T13,0,618,443,1692,9377,1567,-394,46,0,-41,0,4062
2025-11-06T14,-2,621,445,1694,9002,1566,252,46,0,-40,0,4040
2025-11-06T15,10,628,448,1847,9496,1570,913,46,0,60,24,3844
2025-11-06T16,-64,532,445,1619,9474,1571,2701,46,0,1756,181,3760
2025-11-06T17,-171,376,447,1818,9595,1570,-1426,46,0,8889,228,3794
2025-11-06T18,-169,326,433,1114,12351,1569,-5465,46,0,14603,390,3902
2025-11-06T19,-18,323,436,694,14367,1572,-7307,46,0,16153,400,3940
2025-11-06T20,7,328,428,489,14365,1571,-7194,46,0,16632,400,3770
2025-11-06T21,-127,329,427,277,13946,1570,-6757,46,0,16296,422,3755
2025-11-06T22,-145,331,426,226,13312,1569,-5944,46,0,16020,392,3855
2025-11-06T23,-64,335,427,401,13278,1570,-5663,46,0,15709,379,3849
2025-11-07T00,34,445,425,540,11979,1644,-3267,46,0,13841,201,3866
2025-11-07T01,92,596,425,1193,10167,1692,733,46,0,9450,212,3987
2025-11-07T02,124,635,430,2710,9771,1700,5580,46,0,1533,189,4060
2025-11-07T03,3,640,434,3028,10086,1691,7262,46,0,24,237,4311
2025-11-07T04,18,641,436,2892,9478,1692,6019,46,0,10,159,4139
2025-11-07T05,107,642,442,2889,9676,1701,5388,46,0,-28,131,3957
2025-11-07T06,164,641,441,2664,10040,1774,4090,46,0,-28,80,3978
2025-11-07T07,81,632,444,2227,9563,1890,4024,46,0,-28,5,3612
2025-11-07T08,0,622,445,2002,9755,1930,2384,46,0,-32,2,3439
2025-11-07T09,-1,632,441,1791,9906,2011,799,46,0,-30,0,3424
2025-11-07T10,0,637,443,1508,9384,2129,539,46,0,-31,0,3360
2025-11-07T11,0,638,441,1424,9389,2178,49,46,0,-31,0,3061
2025-11-07T12,37,637,445,1393,9436,2180,-272,46,0,-32,0,2971
2025-11-07T13,0,632,446,1404,9716,2179,-540,45,0,-32,0,2843
2025-11-07T14,-4,624,450,1417,9255,2178,449,46,0,-31,0,2689
2025-11-07T15,-1,628,453,2001,9290,2179,2152,46,0,66,19,1949
2025-11-07T16,-67,524,449,1678,9281,2180,3101,46,0,1700,196,1508
2025-11-07T17,-159,396,446,1387,9158,2179,-1099,46,0,9671,378,1602
2025-11-07T18,-177,330,438,652,12336,2180,-4638,46,0,16072,397,1095
2025-11-07T19,-160,326,430,524,14083,2234,-6023,46,0,17092,400,786
2025-11-07T20,1,329,434,425,13857,2260,-6034,46,0,17187,398,849
2025-11-07T21,49,332,433,372,14213,2260,-6372,45,0,17014,370,777
2025-11-07T22,-6,334,433,365,14496,2262,-6823,45,0,16619,310,1117
2025-11-07T23,-155,425,433,340,14479,2260,-6648,45,0,16548,301,1892
2025-11-08T00,16,559,431,505,13548,2259,-4713,44,0,15102,304,2520
2025-11-08T01,104,637,428,1235,10904,2259,300,45,365,9742,248,2557
2025-11-08T02,133,637,434,2539,11041,2259,5921,46,367,1533,282,2310
2025-11-08T03,126,638,439,2864,11135,2260,6850,46,369,-41,175,2041
2025-11-08T04,60,638,443,2889,11194,2261,5376,45,369,-54,206,2179
2025-11-08T05,111,638,443,2724,11264,2262,4262,46,371,-50,175,2250
2025-11-08T06,48,590,445,2713,11044,2264,4797,45,366,-51,0,1881
2025-11-08T07,3,501,448,2511,10895,2270,4768,45,367,-52,0,1507
2025-11-08T08,0,429,452,2297,11018,2268,3267,45,364,-57,0,1418
2025-11-08T09,0,527,449,2325,11348,2264,1741,46,185,-54,1,1352
2025-11-08T10,0,621,453,2125,11948,2264,1244,46,182,-54,0,1344
2025-11-08T11,-2,621,450,1874,11998,2264,607,46,182,-54,0,1257
2025-11-08T12,-2,620,451,1753,11891,2263,357,45,182,-55,1,1226
2025-11-08T13,-2,598,453,1762,11801,2262,189,44,152,-55,0,1086
2025-11-08T14,-2,617,453,1759,11707,2263,211,46,183,-54,1,1162
2025-11-08T15,-2,611,457,1781,11420,2265,874,46,116,43,29,1288
2025-11-08T16,-73,493,455,1193,11044,2263,925,46,0,1619,110,1288
2025-11-08T17,-176,340,447,1051,9737,2262,-1590,46,0,9249,384,1151
2025-11-08T18,-172,311,443,398,11763,2263,-4274,46,0,14912,398,1111
2025-11-08T19,-68,311,437,138,13686,2263,-6121,46,0,16760,399,1110
2025-11-08T20,-11,313,435,114,13762,2263,-6562,46,0,16882,400,1068
2025-11-08T21,-7,318,430,87,13224,2263,-6378,46,0,16857,430,922
2025-11-08T22,-51,322,427,103,13389,2261,-5802,46,0,17056,423,790
2025-11-08T23,-114,363,426,79,13460,2262,-5649,46,0,16969,343,775
2025-11-09T00,-42,469,424,462,11647,2262,-3440,46,353,15622,303,827
2025-11-09T01,75,611,425,1341,10552,2261,405,46,374,9885,177,782
2025-11-09T02,1,640,432,3284,11379,2262,5641,46,371,1491,291,748
2025-11-09T03,9,641,433,3581,11730,2263,6253,46,372,-58,232,828
2025-11-09T04,39,638,437,3200,11781,2263,5586,46,372,-55,158,953
2025-11-09T05,26,633,439,3380,11903,2265,4408,46,371,-49,133,1083
2025-11-09T06,84,636,437,3027,11386,2267,3988,46,185,-49,84,1002
2025-11-09T07,149,634,443,2966,11307,2266,4127,46,186,-50,5,1004
2025-11-09T08,125,566,438,2855,11234,2267,2403,46,185,-53,0,1054
2025-11-09T09,1,604,442,3021,11071,2266,994,46,185,-53,0,1069
2025-11-09T10,-1,544,443,2694,10452,2264,878,46,181,-52,0,989
2025-11-09T11,0,422,449,2231,10249,2263,865,46,182,-53,0,1008
2025-11-09T12,0,332,444,2126,10271,2263,283,46,182,-53,0,1158
2025-11-09T13,78,323,453,2048,10199,2264,320,46,183,-54,0,1211
2025-11-09T14,43,364,450,2350,9759,2264,383,46,183,-54,0,1074
2025-11-09T15,0,330,452,2457,9568,2264,770,46,145,38,26,973
2025-11-09T16,-56,317,448,2257,9450,2263,316,46,0,1582,188,865
2025-11-09T17,-135,315,440,1461,8462,2263,-1497,46,0,9547,353,988
2025-11-09T18,-18,315,434,398,10754,2264,-4347,46,0,15815,396,1050
2025-11-09T19,1,315,428,298,12799,2265,-6694,46,0,17277,399,1041
2025-11-09T20,-26,314,423,373,12788,2264,-6928,46,0,17091,399,977
2025-11-09T21,-28,314,426,381,12854,2264,-6775,46,0,16832,429,1011
2025-11-09T22,-172,314,429,428,12919,2265,-6397,46,0,16937,428,1080
2025-11-09T23,-161,402,426,380,11955,2264,-4831,46,0,16836,371,973
2025-11-10T00,-16,547,423,440,11163,2264,-2713,46,188,15474,214,905
2025-11-10T01,72,634,427,1047,10840,2263,871,46,371,9707,168,820
2025-11-10T02,13,634,428,2797,11494,2263,6358,46,366,1427,206,755
2025-11-10T03,4,635,425,3235,11963,2264,6542,46,367,-64,106,887
2025-11-10T04,153,636,435,3154,12195,2264,6017,46,367,-58,123,914
2025-11-10T05,161,637,434,3272,12568,2264,4398,46,186,-53,176,796
2025-11-10T06,59,635,441,3219,12441,2264,3869,45,183,-52,181,773
2025-11-10T07,41,630,440,3171,11771,2265,3206,45,182,-55,88,699
2025-11-10T08,27,621,435,3091,11789,2266,1776,46,181,-56,4,702
2025-11-10T09,3,623,443,3072,11682,2265,842,46,0,-55,0,682
2025-11-10T10,-2,622,443,2502,11162,2264,570,46,0,-54,0,699
2025-11-10T11,0,561,446,2109,11118,2264,344,46,0,-54,0,676
2025-11-10T12,0,508,444,2051,11400,2265,-204,46,0,-56,0,679
2025-11-10T13,-1,490,445,1972,11482,2263,-106,46,0,-54,0,896
2025-11-10T14,-2,559,445,2171,11376,2263,258,46,0,-56,1,1102
2025-11-10T15,-2,616,449,2349,11678,2266,1052,46,0,31,18,1067
2025-11-10T16,-101,499,445,2209,11847,2266,2041,46,0,1505,124,953
2025-11-10T17,-177,360,437,1729,12159,2265,-2062,46,0,9271,317,805
2025-11-10T18,-165,328,435,943,15143,2265,-6107,46,0,15607,362,980
2025-11-10T19,-24,328,425,854,16499,2265,-7293,46,0,16692,397,1031
2025-11-10T20,-25,327,424,746,16274,2265,-7146,46,0,16227,399,864
2025-11-10T21,-170,327,424,636,15410,2267,-5901,46,0,15954,410,786
2025-11-10T22,-137,330,421,840,14888,2266,-5499,46,0,16198,405,640
2025-11-10T23,5,417,420,932,13159,2266,-3616,46,9,16305,423,525
2025-11-11T00,45,529,415,1222,12833,2268,-1838,45,204,14319,251,512
2025-11-11T01,49,624,414,1911,13496,2267,1731,45,349,8620,165,530
2025-11-11T02,17,629,417,3272,14069,2267,6258,46,427,990,141,658
2025-11-11T03,31,633,419,3552,13727,2266,6751,46,210,-52,195,835
2025-11-11T04,81,633,424,3543,13584,2266,5389,46,0,-57,241,1000
2025-11-11T05,24,633,434,3254,13545,2266,3845,46,0,-53,196,1081
2025-11-11T06,1,633,432,3135,13520,2266,2767,46,0,-56,57,1088
2025-11-11T07,-1,631,432,2832,13167,2268,2524,46,0,-57,37,1085
2025-11-11T08,0,632,443,2741,12801,2267,1121,46,0,-58,84,1098
2025-11-11T09,1,637,439,2408,12361,2269,432,46,0,-57,3,1124
2025-11-11T10,0,584,438,2035,12132,2268,432,46,0,-57,0,1141
2025-11-11T11,-1,522,440,1838,11564,2267,111,46,0,-57,15,1205
2025-11-11T12,1,477,444,1772,11280,2267,-22,46,0,-57,22,1272
2025-11-11T13,130,512,445,1635,11566,2267,103,46,0,-57,0,1256
2025-11-11T14,100,613,447,1580,11586,2266,776,46,0,-58,0,1188
2025-11-11T15,107,598,447,1717,12063,2267,1329,46,0,21,7,1151
2025-11-11T16,-101,606,441,1726,11889,2267,2011,46,0,1412,100,1110
2025-11-11T17,-171,600,443,1271,13597,2266,-2259,46,0,7620,231,1030
2025-11-11T18,-148,517,436,1023,15805,2267,-5233,46,0,11843,231,957
2025-11-11T19,-37,587,428,977,16389,2266,-5935,46,0,12561,229,939
2025-11-11T20,-118,594,427,1052,16804,2265,-6133,46,0,12723,232,953
2025-11-11T21,-66,604,417,1034,16285,2265,-5942,46,0,13099,232,915
2025-11-11T22,-2,630,421,1125,14617,2265,-4230,46,0,11538,238,939
2025-11-11T23,5,560,417,1198,13823,2266,-2356,46,0,9956,362,971
2025-11-12T00,-6,628,417,1652,14481,2267,-873,46,136,7582,319,977
2025-11-12T01,109,637,421,2701,14120,2267,2496,46,183,3668,104,920
2025-11-12T02,122,635,421,3582,14127,2267,5528,46,182,451,129,993
2025-11-12T03,138,636,423,3800,14070,2267,6539,46,183,-62,147,938
2025-11-12T04,29,637,428,3561,13906,2267,5510,46,183,-54,145,945
2025-11-12T05,24,638,434,3743,13879,2265,4172,46,183,-50,107,1005
2025-11-12T06,1,639,434,3762,13549,2265,3641,46,181,-54,43,1022
2025-11-12T07,7,639,439,3836,13400,2269,2698,46,20,-51,3,1038
2025-11-12T08,-14,639,439,3415,13352,2268,917,46,0,-53,0,943
2025-11-12T09,24,640,444,2793,13172,2267,481,44,0,-53,0,1021
2025-11-12T10,25,640,443,2565,12824,2268,110,45,0,-54,1,1160
2025-11-12T11,23,621,445,2272,12999,2267,-366,46,0,-54,14,1301
2025-11-12T12,25,593,447,2110,13064,2268,-724,46,0,-54,0,1328
2025-11-12T13,24,635,445,2302,13056,2267,-802,46,0,-55,0,1236
2025-11-12T14,36,580,444,2239,12204,2265,52,46,0,-55,1,1167
2025-11-12T15,10,481,446,2721,12364,2267,739,46,0,-12,9,1003
2025-11-12T16,62,377,446,2930,12843,2268,1881,46,0,518,10,752
2025-11-12T17,12,356,439,2369,13495,2266,453,46,0,2888,30,545
2025-11-12T18,-99,362,434,1712,15480,2266,-1768,46,0,6135,56,501
2025-11-12T19,-103,363,433,1536,16054,2266,-2909,46,0,8700,85,465
2025-11-12T20,-171,411,432,1222,16711,2265,-3566,46,0,10198,136,394
2025-11-12T21,-52,415,424,1201,18112,2265,-5076,46,0,11295,141,611
2025-11-12T22,76,437,419,1330,18586,2266,-4846,46,0,10429,144,887
2025-11-12T23,79,556,420,1348,16821,2266,-2380,46,0,8598,172,953
2025-11-13T00,6,634,419,1547,16433,2267,-86,46,0,5679,14,1164
2025-11-13T01,8,636,424,2642,16339,2266,1627,46,0,3023,113,1158
2025-11-13T02,18,635,427,3904,15290,2265,3951,46,0,388,174,1034
2025-11-13T03,31,637,432,4118,15021,2265,4379,46,185,6,140,1091
2025-11-13T04,137,637,432,3784,14375,2265,3605,46,234,-18,156,1168
2025-11-13T05,12,638,434,3155,14654,2264,3043,46,235,-15,162,1109
2025-11-13T06,0,640,436,3145,14375,2265,2649,46,235,-16,91,1156
2025-11-13T07,15,639,434,3049,14094,2265,1641,46,236,-16,103,1285
2025-11-13T08,15,640,436,2976,13673,2265,126,46,218,-18,19,1448
2025-11-13T09,-14,636,439,2251,13194,2265,-407,46,235,-18,1,1714
2025-11-13T10,-2,559,442,1907,12173,2266,95,46,234,-19,0,1705
2025-11-13T11,-13,496,439,1828,11923,2265,-465,46,235,-20,0,1695
2025-11-13T12,-1,458,446,1549,11434,2267,-567,46,235,-20,0,2186
2025-11-13T13,0,478,444,1496,11117,2268,-686,46,235,-20,0,2428
2025-11-13T14,-2,553,445,1521,10774,2268,-167,46,236,-20,0,2580
2025-11-13T15,10,620,443,1813,11174,2265,460,46,232,32,10,2591
2025-11-13T16,-95,503,439,1963,11013,2264,1504,46,0,980,128,2901
2025-11-13T17,-160,358,432,1670,11723,2263,-789,46,0,6401,326,2535
2025-11-13T18,-170,334,430,1608,14417,2265,-4358,46,0,11688,396,2769
2025-11-13T19,-172,333,430,1616,15798,2266,-5853,46,0,12690,400,3023
2025-11-13T20,-145,334,431,1626,16205,2265,-6156,46,0,12952,399,2616
2025-11-13T21,-4,332,424,1711,15901,2266,-6032,46,0,12794,396,2649
2025-11-13T22,-12,332,425,1743,15144,2266,-4556,45,0,12406,305,2957
2025-11-13T23,-5,343,426,1716,13687,2266,-2927,45,0,12621,235,3179
2025-11-14T00,37,469,430,2135,12888,2266,-1397,45,0,10229,35,2902
2025-11-14T01,17,609,431,2710,13599,2265,498,44,234,5845,11,2740
2025-11-14T02,10,638,433,3130,13485,2265,4529,46,238,565,35,2348
2025-11-14T03,4,638,432,3380,13335,2265,5035,46,238,-48,147,2325
2025-11-14T04,27,637,430,3316,12851,2264,3677,46,230,-43,73,2458
2025-11-14T05,18,637,433,3437,12583,2262,2503,46,0,-40,147,2815
2025-11-14T06,3,640,438,3099,12223,2261,2310,46,0,-41,71,2902
2025-11-14T07,14,638,433,2782,12171,2262,2172,46,0,-46,5,2681
2025-11-14T08,-1,638,443,2686,11978,2261,859,46,0,-55,0,2325
2025-11-14T09,4,636,436,2439,11372,2261,280,46,0,-54,6,2501
2025-11-14T10,5,560,435,2078,12201,2261,-246,46,0,-55,1,2370
2025-11-14T11,5,470,436,1869,12666,2262,-776,46,0,-54,0,1752
2025-11-14T12,118,422,437,1844,13249,2263,-1582,46,0,-54,0,1383
2025-11-14T13,120,448,439,1780,12815,2261,-1489,46,0,-55,0,1516
2025-11-14T14,95,429,440,1856,11963,2261,-550,46,0,-55,0,1642
2025-11-14T15,132,369,439,2381,11940,2262,35,46,0,-34,2,1712
2025-11-14T16,69,376,441,2478,11186,2263,1628,46,0,469,2,1422
2025-11-14T17,4,358,435,2208,11660,2262,1240,46,0,2400,25,1201
2025-11-14T18,-1,385,433,2122,12523,2261,313,46,0,3859,30,1301
2025-11-14T19,-20,342,432,1939,12737,2261,-212,46,0,4445,43,1528
2025-11-14T20,-34,351,430,2044,13876,2262,-1229,46,0,5887,28,1591
2025-11-14T21,-31,345,427,1658,14293,2260,-2080,46,0,6918,37,1548
2025-11-14T22,-21,461,430,1602,14530,2260,-2437,46,0,7219,62,1705
2025-11-14T23,-17,570,424,1496,14738,2261,-2090,46,0,6361,46,1587
2025-11-15T00,-1,564,425,1692,14410,2262,-426,46,0,4208,53,1421
2025-11-15T01,-3,634,430,2427,14440,2261,2043,46,0,1983,17,1255
2025-11-15T02,26,636,428,3103,14198,2262,3857,46,0,253,136,1103
2025-11-15T03,27,637,427,2984,14540,2263,4030,46,0,-54,143,1148
2025-11-15T04,1,637,430,2777,14357,2263,2836,46,0,-53,88,1030
2025-11-15T05,12,638,428,2894,14720,2263,1212,46,0,-51,122,1369
2025-11-15T06,10,593,427,2786,14368,2263,1489,46,0,-52,7,1310
2025-11-15T07,-2,499,430,2807,13951,2263,637,46,0,-54,29,1206
2025-11-15T08,-17,418,434,2728,12909,2262,136,46,0,-55,47,1238
2025-11-15T09,-1,499,433,2247,12431,2263,-220,46,0,-54,2,1252
2025-11-15T10,8,546,435,1885,12326,2264,-164,46,0,-54,0,1275
2025-11-15T11,-10,524,432,1781,12470,2263,-749,45,0,-54,0,1434
2025-11-15T12,-4,546,437,1676,13094,2264,-1653,46,0,-55,0,1698
2025-11-15T13,9,505,434,1583,13286,2265,-2161,46,0,-55,0,2177
2025-11-15T14,1,398,436,1456,12897,2265,-1903,46,0,-55,0,2487
2025-11-15T15,-1,443,437,1607,12184,2264,-1090,46,0,-55,2,2557
2025-11-15T16,9,483,436,1623,11882,2264,-261,46,0,118,17,2471
2025-11-15T17,-3,506,436,1659,11614,2263,-359,46,0,958,5,2793
2025-11-15T18,-19,579,434,1844,11999,2263,-576,46,0,1592,1,2996
