period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-12-01 00:00:00,68.0,0.0,423.0,1103.0,12036.0,2253.0,-1381.0,46.0,0.0,6072.0,17.0,2989.0
2025-12-01 01:00:00,105.0,0.0,422.0,1954.0,11602.0,2253.0,2792.0,46.0,0.0,2494.0,75.0,3047.0
2025-12-01 02:00:00,148.0,0.0,421.0,3166.0,11978.0,2254.0,4600.0,46.0,0.0,282.0,178.0,2935.0
2025-12-01 03:00:00,51.0,0.0,427.0,3424.0,12543.0,2256.0,4590.0,46.0,0.0,71.0,162.0,2864.0
2025-12-01 04:00:00,24.0,0.0,424.0,3520.0,12787.0,2254.0,4032.0,46.0,0.0,26.0,160.0,2400.0
2025-12-01 05:00:00,21.0,0.0,427.0,3333.0,13468.0,2254.0,3557.0,45.0,0.0,-50.0,160.0,1484.0
2025-12-01 06:00:00,19.0,0.0,430.0,3269.0,14021.0,2259.0,2648.0,40.0,0.0,-50.0,121.0,1175.0
2025-12-01 07:00:00,9.0,0.0,430.0,3058.0,14316.0,2260.0,1648.0,44.0,0.0,-51.0,8.0,1180.0
2025-12-01 08:00:00,-39.0,0.0,434.0,2632.0,13601.0,2259.0,713.0,46.0,0.0,-52.0,0.0,1176.0
2025-12-01 09:00:00,-41.0,0.0,430.0,2441.0,12952.0,2259.0,496.0,46.0,0.0,-53.0,0.0,1208.0
2025-12-01 10:00:00,-151.0,0.0,431.0,1806.0,13993.0,2260.0,-3.0,46.0,0.0,-53.0,0.0,1273.0
2025-12-01 11:00:00,-151.0,0.0,433.0,1733.0,14763.0,2259.0,-952.0,46.0,0.0,-52.0,0.0,1508.0
2025-12-01 12:00:00,-31.0,0.0,434.0,1718.0,14286.0,2259.0,-860.0,46.0,0.0,-54.0,0.0,1842.0
2025-12-01 13:00:00,5.0,0.0,437.0,1799.0,14281.0,2260.0,-896.0,46.0,0.0,-54.0,0.0,1902.0
2025-12-01 14:00:00,143.0,0.0,438.0,2041.0,13970.0,2263.0,-348.0,46.0,0.0,-54.0,4.0,1978.0
2025-12-01 15:00:00,151.0,0.0,437.0,2219.0,13968.0,2262.0,1362.0,46.0,0.0,-42.0,6.0,1880.0
2025-12-01 16:00:00,34.0,0.0,439.0,2561.0,14205.0,2259.0,3384.0,46.0,0.0,507.0,23.0,1893.0
2025-12-01 17:00:00,-87.0,0.0,432.0,2603.0,13900.0,2258.0,844.0,46.0,0.0,5068.0,109.0,1793.0
2025-12-01 18:00:00,-151.0,0.0,422.0,2192.0,13968.0,2256.0,-2792.0,46.0,0.0,11023.0,330.0,1692.0
2025-12-01 19:00:00,-64.0,0.0,431.0,1950.0,14647.0,2255.0,-4458.0,46.0,0.0,13020.0,329.0,1693.0
2025-12-01 20:00:00,-45.0,0.0,420.0,1768.0,16237.0,2255.0,-6146.0,46.0,0.0,13260.0,390.0,1797.0
2025-12-01 21:00:00,-72.0,0.0,433.0,1556.0,16396.0,2254.0,-6901.0,46.0,0.0,13480.0,301.0,1685.0
2025-12-01 22:00:00,-43.0,0.0,434.0,1479.0,16445.0,2255.0,-7401.0,46.0,0.0,13848.0,334.0,1471.0
2025-12-01 23:00:00,0.0,0.0,434.0,1449.0,16403.0,2256.0,-7219.0,46.0,0.0,14084.0,272.0,1326.0
2025-12-02 00:00:00,-1.0,0.0,435.0,1669.0,14994.0,2253.0,-4699.0,46.0,0.0,12968.0,147.0,1185.0
2025-12-02 01:00:00,-1.0,0.0,435.0,2395.0,14040.0,2253.0,498.0,46.0,1.0,6896.0,161.0,1053.0
2025-12-02 02:00:00,0.0,0.0,436.0,3715.0,15132.0,2254.0,4736.0,46.0,231.0,605.0,209.0,942.0
2025-12-02 03:00:00,26.0,0.0,436.0,3865.0,15637.0,2254.0,5870.0,46.0,344.0,-60.0,230.0,790.0
2025-12-02 04:00:00,31.0,0.0,440.0,3811.0,15490.0,2253.0,6035.0,46.0,0.0,-54.0,177.0,722.0
2025-12-02 05:00:00,25.0,0.0,444.0,3932.0,15517.0,2254.0,5332.0,46.0,0.0,-52.0,209.0,806.0
2025-12-02 06:00:00,24.0,0.0,440.0,3641.0,15605.0,2260.0,4638.0,46.0,0.0,-51.0,122.0,917.0
2025-12-02 07:00:00,3.0,0.0,443.0,3586.0,15519.0,2260.0,3582.0,46.0,0.0,-54.0,12.0,1055.0
2025-12-02 08:00:00,0.0,0.0,446.0,2786.0,15365.0,2259.0,2072.0,46.0,0.0,-54.0,0.0,1041.0
2025-12-02 09:00:00,0.0,0.0,444.0,2413.0,15003.0,2259.0,710.0,46.0,0.0,-54.0,0.0,999.0
2025-12-02 10:00:00,-2.0,0.0,447.0,2018.0,13955.0,2259.0,500.0,46.0,0.0,-54.0,0.0,1005.0
2025-12-02 11:00:00,0.0,0.0,446.0,2009.0,13872.0,2258.0,-53.0,44.0,0.0,-54.0,0.0,951.0
2025-12-02 12:00:00,0.0,0.0,450.0,2063.0,14494.0,2256.0,-770.0,45.0,0.0,-53.0,0.0,790.0
2025-12-02 13:00:00,0.0,0.0,450.0,2040.0,14436.0,2256.0,-752.0,46.0,0.0,-53.0,0.0,749.0
2025-12-02 14:00:00,-1.0,0.0,447.0,2165.0,13645.0,2257.0,39.0,46.0,0.0,-53.0,0.0,728.0
2025-12-02 15:00:00,-2.0,0.0,456.0,2575.0,14024.0,2257.0,1175.0,46.0,0.0,-37.0,0.0,731.0
2025-12-02 16:00:00,5.0,0.0,449.0,2590.0,14794.0,2257.0,3187.0,46.0,0.0,527.0,4.0,739.0
2025-12-02 17:00:00,-8.0,0.0,411.0,2686.0,13207.0,2256.0,755.0,46.0,0.0,5129.0,2.0,788.0
2025-12-02 18:00:00,-23.0,0.0,398.0,2448.0,14401.0,2257.0,-3251.0,46.0,0.0,10875.0,317.0,868.0
2025-12-02 19:00:00,-27.0,0.0,392.0,2098.0,15277.0,2256.0,-5112.0,46.0,0.0,12024.0,317.0,624.0
2025-12-02 20:00:00,-24.0,0.0,393.0,1897.0,15263.0,2255.0,-4898.0,46.0,0.0,11522.0,324.0,639.0
2025-12-02 21:00:00,-21.0,0.0,395.0,1778.0,16321.0,2255.0,-5697.0,46.0,0.0,11447.0,390.0,671.0
2025-12-02 22:00:00,-20.0,0.0,392.0,1581.0,16439.0,2252.0,-6138.0,46.0,0.0,11228.0,229.0,1120.0
