period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-03-04T10,198,4754,8363,2260,755,40,-43,3486
2024-03-04T11,195,4677,8357,2259,316,40,-50,3311
2024-03-04T12,195,4502,7599,2260,541,41,-47,3516
2024-03-04T13,203,4727,8103,2261,606,40,-44,3362
2024-03-04T14,255,5200,9193,2260,566,40,-47,3195
2024-03-04T15,352,4871,10067,2258,1726,40,55,3069
2024-03-04T16,238,4582,10349,2260,1855,40,1709,2844
2024-03-04T17,197,4084,9400,2261,199,40,6813,2879
2024-03-04T18,196,3264,7849,2261,-83,40,10101,3148
2024-03-04T19,196,2623,9187,2259,-1208,40,11136,3070
2024-03-04T20,195,2690,10278,2259,-2532,40,11694,3170
2024-03-04T21,195,2618,10760,2259,-2827,40,11288,3191
2024-03-04T22,194,2676,10971,2259,-2577,40,10782,3136
2024-03-04T23,194,2558,10100,2261,-1760,40,10470,2954
2024-03-05T00,195,2632,9695,2262,-966,40,9581,2847
2024-03-05T01,194,3068,9226,2260,116,40,7892,3054
2024-03-05T02,201,3864,10179,2260,865,41,5042,3520
2024-03-05T03,333,4824,11625,2260,3055,40,825,3402
2024-03-05T04,387,5551,12214,2262,4797,40,-17,3203
2024-03-05T05,287,5669,12395,2262,4196,40,-10,2950
2024-03-05T06,228,5632,12254,2261,4177,39,-8,2965
2024-03-05T07,198,5478,12110,2262,2983,40,-9,3098
2024-03-05T08,196,4887,12074,2263,1071,40,-8,3216
2024-03-05T09,201,4641,12030,2262,460,40,-9,3556
2024-03-05T10,199,4356,11541,2262,388,40,-9,3486
2024-03-05T11,199,4109,11961,2263,-93,39,-9,3077
2024-03-05T12,199,4130,12068,2262,-267,39,-6,2893
2024-03-05T13,197,4291,12034,2262,-238,39,-8,3074
2024-03-05T14,204,4521,11559,2262,708,40,0,3254
2024-03-05T15,237,5063,12482,2263,921,40,86,3306
2024-03-05T16,207,4969,12743,2263,1466,40,1560,3243
2024-03-05T17,204,4257,11018,2263,116,40,8277,2587
2024-03-05T18,203,3470,9616,2263,207,40,12165,1605
2024-03-05T19,203,3261,10098,2263,-580,40,12836,1170
2024-03-05T20,202,3092,11203,2261,-2201,41,13638,1071
2024-03-05T21,202,2961,11993,2260,-3352,40,13394,1222
2024-03-05T22,201,2797,12039,2261,-3350,40,12891,1516
2024-03-05T23,201,2740,11688,2258,-3028,41,12159,1856
2024-03-06T00,201,3025,10661,2260,-1946,41,10743,2148
2024-03-06T01,203,3523,10056,2262,-541,41,8917,2359
2024-03-06T02,227,4479,10655,2261,645,41,6402,2766
2024-03-06T03,386,5259,12243,2260,2482,40,1309,2833
2024-03-06T04,412,5408,13533,2257,3204,39,-17,3151
2024-03-06T05,308,5271,14403,2259,2486,40,-23,3361
2024-03-06T06,211,5268,13967,2259,2261,40,-23,3290
2024-03-06T07,203,4864,13533,2260,1311,40,-24,3057
2024-03-06T08,202,4682,12401,2259,726,40,-24,2733
2024-03-06T09,202,4389,11536,2260,595,40,-25,2536
2024-03-06T10,201,4462,11912,2259,178,41,-25,2300
2024-03-06T11,202,4337,11908,2255,167,40,-25,2186
2024-03-06T12,202,4243,11497,2255,396,40,-26,2065
2024-03-06T13,202,4413,11966,2256,125,40,-28,2122
2024-03-06T14,203,4789,12235,2256,760,40,-28,2185
2024-03-06T15,220,4378,12995,2257,2346,40,67,1930
2024-03-06T16,216,4560,13480,2258,3618,40,980,1529
2024-03-06T17,204,3742,11848,2257,844,41,6081,1399
2024-03-06T18,203,3186,10696,2257,-80,41,10861,1404
2024-03-06T19,202,3112,10973,2258,-1330,41,12292,1627
2024-03-06T20,202,2746,11774,2257,-3172,41,12867,1643
2024-03-06T21,202,2725,11060,2256,-2602,41,12370,1868
2024-03-06T22,201,2940,10306,2255,-1372,41,11065,1874
2024-03-06T23,202,2880,10509,2254,-960,41,10463,1850
2024-03-07T00,229,3535,10342,2254,661,41,7933,2032
2024-03-07T01,319,3853,11331,2255,2231,41,4547,1955
2024-03-07T02,427,4832,13173,2256,1647,41,2084,1855
2024-03-07T03,451,5263,14440,2257,3030,41,209,1754
2024-03-07T04,401,5731,14866,2258,3185,41,-34,1679
2024-03-07T05,296,5929,14550,2259,2794,39,-11,1785
2024-03-07T06,236,5957,13732,2259,2479,41,2,1855
2024-03-07T07,203,5572,13365,2259,1445,41,0,1851
2024-03-07T08,205,5236,12961,2259,609,41,11,2046
2024-03-07T09,255,4745,11873,2258,213,41,15,2763
2024-03-07T10,228,4341,11673,2258,839,41,-15,3202
2024-03-07T11,227,4172,11299,2259,357,41,-19,3384
2024-03-07T12,232,4018,11053,2259,37,41,-12,3838
2024-03-07T13,234,4309,10947,2259,256,41,-9,4103
2024-03-07T14,251,4761,10688,2259,319,41,-10,4210
2024-03-07T15,345,5139,11220,2260,1146,41,83,4067
2024-03-07T16,409,5012,12283,2260,1533,40,1222,3748
2024-03-07T17,266,3960,11453,2260,272,40,6680,3418
2024-03-07T18,204,2803,9931,2259,251,40,10852,3444
2024-03-07T19,203,2186,9453,2259,-514,40,11727,3612
2024-03-07T20,202,2061,9361,2259,-858,40,11579,3607
2024-03-07T21,201,2032,10039,2258,-2069,40,11536,3712
2024-03-07T22,202,1978,10098,2260,-2473,40,11798,3744
2024-03-07T23,202,1983,9663,2262,-2142,41,11236,3762
2024-03-08T00,202,2078,10211,2262,-1892,40,10392,3964
2024-03-08T01,205,3072,9179,2263,-304,41,8951,4052
2024-03-08T02,276,4528,10361,2264,126,40,6293,4376
2024-03-08T03,281,5566,11471,2263,2727,40,1104,4482
2024-03-08T04,281,5655,12589,2265,3434,40,-18,4753
2024-03-08T05,254,5633,12457,2267,2941,40,-18,4851
2024-03-08T06,215,5693,12085,2266,2652,40,-30,4796
2024-03-08T07,204,5614,12100,2266,1978,41,-24,4360
2024-03-08T08,206,5159,11803,2267,833,40,-29,3862
2024-03-08T09,267,4737,11401,2268,528,41,-30,3485
2024-03-08T10,209,4067,11400,2266,843,41,-30,3170
2024-03-08T11,202,4050,11593,2266,178,41,-28,2957
2024-03-08T12,202,3995,11767,2265,73,41,-22,2631
2024-03-08T13,207,4077,11774,2264,334,41,-31,2094
2024-03-08T14,330,4743,11960,2263,861,41,-33,1615
2024-03-08T15,464,4884,12408,2263,1795,41,91,1307
2024-03-08T16,424,4475,12383,2263,2031,40,2141,1142
2024-03-08T17,289,3689,9888,2265,520,40,8825,966
2024-03-08T18,209,3046,8778,2266,136,40,12990,892
2024-03-08T19,283,2850,7993,2267,-309,41,13196,1000
2024-03-08T20,213,2686,8845,2265,-1981,40,13186,1061
2024-03-08T21,202,2394,9259,2263,-2650,41,13172,1004
2024-03-08T22,201,2337,9230,2263,-2852,40,13196,882
2024-03-08T23,201,2272,9164,2263,-2621,41,13199,725
2024-03-09T00,204,2458,9159,2263,-2129,40,12630,568
2024-03-09T01,287,3192,8960,2263,-792,40,11154,620
2024-03-09T02,349,4162,9544,2262,472,40,7802,736
2024-03-09T03,477,4781,11710,2264,2952,40,1430,831
2024-03-09T04,412,5383,12346,2266,3699,40,-34,851
2024-03-09T05,465,5410,12174,2264,3361,39,-47,873
2024-03-09T06,435,5309,12068,2264,3165,40,-42,844
2024-03-09T07,342,5203,11766,2264,2472,40,-12,932
2024-03-09T08,405,4751,11380,2264,2032,39,4,911
2024-03-09T09,321,4556,11189,2264,1086,39,32,990
2024-03-09T10,239,4305,10940,2263,947,39,29,1147
2024-03-09T11,206,4255,10713,2263,924,39,1,936
2024-03-09T12,204,4182,10743,2262,586,39,11,883
2024-03-09T13,203,4260,10937,2263,474,40,-4,804
2024-03-09T14,202,4684,10777,2262,604,40,7,999
2024-03-09T15,201,4163,10597,2262,1268,40,149,947
2024-03-09T16,200,4089,9384,2263,1594,40,2095,876
2024-03-09T17,221,3778,7258,2265,177,40,8588,609
2024-03-09T18,206,3185,6820,2267,-617,40,12270,502
2024-03-09T19,204,3002,7359,2264,-1657,40,13331,427
2024-03-09T20,204,2693,8093,2263,-2907,39,13650,353
2024-03-09T21,203,2559,8316,2263,-3426,39,13439,299
2024-03-09T22,202,2123,8642,2262,-3791,40,13098,296
2024-03-09T23,201,2099,8114,2263,-3234,39,12468,290
2024-03-10T00,202,2092,6988,2262,-1998,40,11695,339
2024-03-10T01,199,2607,6272,2261,-573,40,10178,420
2024-03-10T02,200,3915,7066,2262,902,39,6357,567
2024-03-10T03,201,4639,8991,2265,2668,39,1252,808
2024-03-10T04,200,5591,9932,2266,3178,40,57,1075
2024-03-10T05,200,5661,10093,2267,3284,40,44,1209
2024-03-10T06,200,5629,9883,2267,3415,40,-16,1370
2024-03-10T07,201,5470,9685,2267,2769,39,-25,1421
2024-03-10T08,201,5148,9393,2266,1541,40,-27,1388
2024-03-10T09,202,4808,9101,2265,1049,40,-21,1504
2024-03-10T10,201,4136,8920,2264,958,41,-18,1409
2024-03-10T11,204,4234,9273,2265,1083,49,-26,1139
2024-03-10T12,222,4290,9212,2265,624,62,-27,1028
2024-03-10T13,263,4488,8872,2265,638,39,-23,904
2024-03-10T14,236,4601,8741,2266,809,39,-24,917
2024-03-10T15,223,4876,8775,2266,935,39,52,943
2024-03-10T16,223,4536,8376,2266,604,40,1770,907
2024-03-10T17,224,3555,6975,2266,28,40,7006,749
2024-03-10T18,234,3082,5513,2266,-454,40,10258,811
2024-03-10T19,316,2753,6041,2266,-1297,40,11387,834
2024-03-10T20,356,2189,6878,2265,-2361,40,11729,703
2024-03-10T21,261,2165,6900,2263,-2391,40,11685,739
2024-03-10T22,330,1770,6492,2262,-1979,40,11031,736
2024-03-10T23,228,2043,6174,2262,-1661,40,10955,752
2024-03-11T00,203,2475,5681,2263,-779,40,10661,856
2024-03-11T01,203,3169,5953,2263,-349,40,9098,1142
2024-03-11T02,201,4779,6274,2265,748,39,4846,1507
2024-03-11T03,201,5357,7494,2266,2564,39,806,1957
2024-03-11T04,202,5503,7867,2266,3685,39,-27,2243
2024-03-11T05,247,5576,7882,2266,3611,39,-31,2656
2024-03-11T06,204,5371,7988,2266,2752,40,-13,2788
2024-03-11T07,201,5134,7715,2266,1642,40,-48,2530
2024-03-11T08,201,4769,7338,2265,814,40,-43,2474
2024-03-11T09,201,4096,7500,2265,369,40,-53,2263
2024-03-11T10,198,4191,7254,2264,217,39,-56,2174
2024-03-11T11,201,4104,6833,2264,111,41,-55,2626
2024-03-11T12,201,4111,7138,2264,81,46,-56,2794
2024-03-11T13,199,4682,7628,2266,355,43,-56,2673
2024-03-11T14,197,4540,8645,2267,718,40,-54,2879
2024-03-11T15,294,4480,9651,2268,2639,40,65,3127
2024-03-11T16,336,4037,10105,2267,3513,39,2018,2873
2024-03-11T17,404,3660,9630,2268,508,39,7937,2793
2024-03-11T18,447,3492,7410,2267,-78,41,11599,2543
2024-03-11T19,432,2972,6433,2267,-625,49,12826,2471
2024-03-11T20,337,2570,6993,2267,-1382,54,12694,2391
2024-03-11T21,238,2390,8138,2266,-2543,62,12546,2398
2024-03-11T22,199,2281,8321,2265,-2753,65,12014,3095
2024-03-11T23,197,2602,7989,2264,-2441,66,11513,3235
2024-03-12T00,196,3023,7388,2264,-1593,66,10850,3517
2024-03-12T01,195,3476,7282,2264,-628,68,9189,3796
2024-03-12T02,196,3861,7812,2264,498,70,7236,4465
2024-03-12T03,195,4544,9915,2264,3195,71,1178,4251
2024-03-12T04,195,5441,10502,2265,3451,70,-24,4182
2024-03-12T05,195,5348,10245,2267,3114,70,-21,4269
2024-03-12T06,196,5151,9876,2268,2558,70,-21,4349
2024-03-12T07,196,4800,9447,2266,1366,70,-49,4094
2024-03-12T08,195,4512,9068,2266,142,69,-55,3918
2024-03-12T09,195,4259,6570,2267,553,69,-56,4005
2024-03-12T10,195,4118,6087,2266,683,70,-55,3754
2024-03-12T11,196,4035,6388,2265,295,69,-55,3725
2024-03-12T12,240,4210,6383,2265,248,70,-54,3916
2024-03-12T13,304,4561,6111,2265,461,70,-47,3931
2024-03-12T14,394,5003,6731,2266,927,70,-29,3854
2024-03-12T15,327,5120,7947,2266,2795,70,90,3859
2024-03-12T16,293,4949,8623,2266,3047,71,1464,3847
2024-03-12T17,208,4312,9163,2266,1143,71,4875,3668
2024-03-12T18,196,3855,7739,2268,425,70,8378,3696
2024-03-12T19,195,3550,6263,2268,-544,70,10375,3881
2024-03-12T20,195,3244,6477,2268,-1499,70,12250,3620
2024-03-12T21,194,3026,7915,2267,-3075,71,13465,3347
2024-03-12T22,194,2622,8524,2267,-3740,71,13617,3825
2024-03-12T23,194,2564,8077,2265,-3225,71,13118,3969
2024-03-13T00,195,2970,7276,2264,-2197,70,12281,3956
2024-03-13T01,196,4049,6702,2263,-1219,71,10456,4070
2024-03-13T02,195,4656,6533,2264,206,71,7127,3927
2024-03-13T03,195,5455,7356,2265,2463,71,1271,4000
2024-03-13T04,195,5443,8016,2266,3190,71,52,4076
2024-03-13T05,196,5504,7568,2266,3786,71,22,4140
2024-03-13T06,197,5339,7493,2266,3240,70,13,4024
2024-03-13T07,196,5255,6522,2269,1879,71,14,4073
2024-03-13T08,196,4864,6364,2270,923,70,2,3988
2024-03-13T09,195,4441,6676,2268,229,70,5,3994
2024-03-13T10,203,4314,6127,2269,186,70,10,3772
2024-03-13T11,216,4045,6025,2266,51,71,2,3685
2024-03-13T12,242,4264,5839,2266,351,68,0,3574
2024-03-13T13,348,4692,6253,2266,671,69,-18,3440
2024-03-13T14,401,4364,7172,2267,1696,70,-25,3482
2024-03-13T15,392,4697,8526,2267,3193,71,149,3485
2024-03-13T16,343,4601,8720,2268,2736,71,2512,3381
2024-03-13T17,227,3803,7929,2268,-48,70,8652,3494
2024-03-13T18,197,3208,6812,2269,-633,70,12497,3563
2024-03-13T19,195,2699,6721,2269,-904,71,13040,3225
2024-03-13T20,195,2598,7054,2270,-1818,53,13654,3256
2024-03-13T21,195,2580,7729,2267,-2620,51,13657,3518
2024-03-13T22,195,2367,7549,2266,-2749,51,13874,3622
2024-03-13T23,195,2607,7693,2267,-2873,57,13471,3718
2024-03-14T00,196,2696,7465,2268,-2494,71,13007,4262
2024-03-14T01,195,3241,6198,2269,-643,72,10923,4113
2024-03-14T02,195,3825,6957,2270,273,72,8030,4524
2024-03-14T03,195,5045,7664,2268,2526,72,1727,5054
2024-03-14T04,194,5695,8588,2268,3424,69,51,5086
2024-03-14T05,194,5787,8902,2270,3624,68,78,5057
2024-03-14T06,195,5465,9521,2271,2630,65,79,4947
2024-03-14T07,195,5210,9262,2271,1633,66,87,4721
2024-03-14T08,195,5044,9098,2271,1010,66,84,3546
2024-03-14T09,195,4824,9150,2268,885,66,77,2647
2024-03-14T10,195,4086,8887,2267,672,67,76,2510
2024-03-14T11,195,3974,8885,2268,177,67,75,3108
2024-03-14T12,196,4423,9088,2270,78,66,76,2973
2024-03-14T13,196,4661,8651,2270,504,67,80,3257
2024-03-14T14,216,5178,8932,2270,1479,67,72,3334
2024-03-14T15,275,5529,10062,2270,3256,71,181,3161
2024-03-14T16,207,5503,10258,2269,3108,71,1732,2968
2024-03-14T17,197,4409,9458,2271,114,71,8191,3434
2024-03-14T18,197,3579,6902,2271,-315,71,11574,4062
2024-03-14T19,196,3446,7270,2272,-1278,72,12161,4054
2024-03-14T20,196,3277,7143,2272,-1482,72,12713,4061
2024-03-14T21,195,3013,7662,2271,-2085,71,12642,3854
2024-03-14T22,195,2861,7702,2272,-2782,72,12570,3791
2024-03-14T23,194,2951,7534,2270,-2485,72,12307,3560
2024-03-15T00,194,3155,7445,2268,-1866,71,12007,3592
2024-03-15T01,194,3254,6751,2267,-581,71,10446,3632
2024-03-15T02,194,4583,7684,2267,122,72,7296,3070
2024-03-15T03,195,5601,8488,2267,3224,72,1623,3101
2024-03-15T04,195,6064,9222,2269,4638,71,66,3009
2024-03-15T05,196,6000,9295,2268,4778,71,59,3050
2024-03-15T06,196,5864,9578,2268,3510,70,51,2929
2024-03-15T07,196,5580,9374,2267,1856,71,43,2808
2024-03-15T08,195,4888,9965,2267,312,74,49,2888
2024-03-15T09,195,4526,9304,2267,323,75,61,2675
2024-03-15T10,195,3862,9101,2268,76,75,68,2714
2024-03-15T11,195,4045,8793,2267,44,76,78,2445
2024-03-15T12,196,4255,9211,2267,-161,77,76,2406
2024-03-15T13,199,4119,8926,2266,301,77,73,2431
2024-03-15T14,306,4390,9653,2266,970,78,73,2362
2024-03-15T15,336,4816,10515,2265,2865,79,144,2332
2024-03-15T16,227,4646,10696,2266,2739,80,1458,2202
2024-03-15T17,196,3986,10256,2265,402,79,6014,2184
2024-03-15T18,196,3128,7840,2264,-259,77,8593,2218
2024-03-15T19,195,2748,6467,2265,-7,77,8640,2427
2024-03-15T20,195,2427,6663,2266,-1023,77,9603,2169
2024-03-15T21,195,2504,6932,2266,-1651,79,9772,2032
2024-03-15T22,195,2487,6884,2266,-1880,80,10787,2170
2024-03-15T23,196,2707,6735,2265,-1531,80,9805,2052
2024-03-16T00,201,2983,7100,2265,-1004,80,8731,1743
2024-03-16T01,314,3450,7766,2265,115,81,7119,1469
2024-03-16T02,292,4527,9647,2264,489,81,4834,769
2024-03-16T03,271,5187,10696,2264,2631,80,1041,500
2024-03-16T04,247,6125,11829,2265,3694,81,-34,421
2024-03-16T05,253,6064,12336,2266,3140,81,-32,392
2024-03-16T06,305,5195,12306,2266,2061,81,-26,470
2024-03-16T07,356,4973,11711,2267,837,81,7,598
2024-03-16T08,288,5024,11588,2269,205,79,9,553
2024-03-16T09,230,4785,10102,2268,659,80,-14,512
2024-03-16T10,228,4597,9767,2268,525,81,-43,387
2024-03-16T11,207,4370,9577,2268,317,81,-53,402
2024-03-16T12,198,4281,9983,2269,47,80,-30,628
2024-03-16T13,197,4532,9558,2269,303,81,-35,685
2024-03-16T14,227,4366,10192,2267,428,81,-49,809
2024-03-16T15,251,4200,10774,2265,1213,79,62,1036
2024-03-16T16,262,4045,10096,2266,417,77,1682,1169
2024-03-16T17,202,3194,8408,2266,-598,79,7923,1088
2024-03-16T18,195,2608,6298,2267,-1535,78,11287,1230
2024-03-16T19,195,2624,5555,2266,-1865,75,12567,1136
2024-03-16T20,195,2238,5932,2268,-2520,75,12469,1221
2024-03-16T21,195,2182,5550,2269,-2162,75,11613,1056
2024-03-16T22,195,2314,5711,2269,-1830,75,10403,716
2024-03-16T23,196,2478,5132,2266,-1215,75,9353,538
2024-03-17T00,195,2579,4810,2265,-532,75,8484,605
2024-03-17T01,197,2993,5544,2265,-10,76,7238,830
2024-03-17T02,249,3736,7139,2265,484,76,5211,1066
2024-03-17T03,393,4795,8952,2265,2473,76,1453,1206
2024-03-17T04,339,5610,9356,2267,3424,76,95,1435
2024-03-17T05,295,5487,9362,2268,3039,76,136,1732
2024-03-17T06,225,5196,9370,2268,2723,75,145,1847
2024-03-17T07,245,4504,9488,2268,1628,75,122,2070
2024-03-17T08,200,4307,9491,2268,776,75,129,2252
2024-03-17T09,195,4221,9949,2268,1041,76,113,1497
2024-03-17T10,195,4197,9341,2268,878,76,110,1175
2024-03-17T11,195,4054,9206,2269,498,76,119,1273
2024-03-17T12,196,4247,8960,2268,397,76,89,1214
2024-03-17T13,196,4720,8750,2267,389,75,69,1080
2024-03-17T14,195,4850,8767,2267,524,75,30,1182
2024-03-17T15,195,5163,8929,2266,764,76,211,1219
2024-03-17T16,197,4891,8150,2265,359,75,2913,1060
2024-03-17T17,196,2929,6700,2264,-609,75,10039,816
2024-03-17T18,196,2188,5528,2264,-1080,75,12576,544
2024-03-17T19,195,2084,6619,2266,-2852,74,12608,385
2024-03-17T20,194,2025,7413,2267,-3826,74,11897,266
2024-03-17T21,193,1928,7552,2266,-4231,75,11972,342
2024-03-17T22,195,1937,7790,2267,-4402,75,11846,451
2024-03-17T23,195,1937,6710,2266,-3238,75,10942,440
2024-03-18T00,196,2004,4822,2266,-826,75,9182,436
2024-03-18T01,199,2514,5703,2266,-697,75,9056,541
2024-03-18T02,288,4151,6557,2267,722,75,7225,773
2024-03-18T03,383,5618,8516,2269,2881,76,1814,926
2024-03-18T04,360,5735,9198,2270,4210,75,76,1184
2024-03-18T05,337,5521,9362,2270,4006,76,39,1287
2024-03-18T06,252,5383,9242,2271,3091,76,35,1343
2024-03-18T07,230,5194,9499,2270,1499,76,54,1250
2024-03-18T08,228,4607,9529,2270,323,76,71,1202
2024-03-18T09,209,4316,9847,2270,4,76,75,1173
2024-03-18T10,198,4064,10034,2270,-172,76,20,1104
2024-03-18T11,198,3923,9976,2270,-116,71,-23,778
2024-03-18T12,236,3907,9848,2269,132,75,-41,544
2024-03-18T13,300,4810,10135,2269,285,75,-40,598
2024-03-18T14,390,4622,10563,2268,1061,75,-31,673
2024-03-18T15,394,4761,11018,2267,2773,75,266,770
2024-03-18T16,309,4151,10558,2267,2585,76,3193,664
2024-03-18T17,210,3239,9505,2265,-295,75,10079,566
2024-03-18T18,197,2900,7435,2265,-618,75,12982,646
2024-03-18T19,196,2494,8278,2265,-2079,75,14093,798
2024-03-18T20,197,2411,8162,2265,-2530,75,14085,1108
2024-03-18T21,224,2276,7922,2264,-2262,74,13594,1521
2024-03-18T22,245,2429,6833,2265,-773,74,12479,1249
2024-03-18T23,218,2749,7430,2267,-1353,43,12418,875
2024-03-19T00,198,2810,7924,2267,-655,41,11213,934
2024-03-19T01,196,3109,9612,2266,-972,40,9492,686
2024-03-19T02,198,4161,10794,2265,-531,41,7516,772
2024-03-19T03,323,5552,11749,2267,2065,40,1890,1013
2024-03-19T04,294,5702,12315,2268,3716,41,-3,1148
2024-03-19T05,209,5676,12239,2269,3461,41,-6,927
2024-03-19T06,197,5656,11651,2270,3537,42,32,754
2024-03-19T07,197,5321,10759,2270,1964,42,26,998
2024-03-19T08,195,4602,10434,2271,895,42,39,1125
2024-03-19T09,194,4487,9932,2269,477,41,56,1168
2024-03-19T10,195,4493,9211,2268,71,42,64,1477
2024-03-19T11,195,4461,9582,2267,-589,42,73,1587
2024-03-19T12,196,4330,9452,2269,-539,42,74,1465
2024-03-19T13,198,4647,8922,2270,214,42,58,1536
2024-03-19T14,269,4551,9337,2270,691,42,95,1956
2024-03-19T15,372,4632,10010,2270,2477,42,356,2205
2024-03-19T16,373,4131,9341,2266,1640,41,3606,1878
2024-03-19T17,335,3378,8987,2265,-744,41,10610,1333
2024-03-19T18,247,2614,7850,2266,-1550,41,13994,845
2024-03-19T19,199,2218,7742,2266,-2375,41,14207,498
2024-03-19T20,196,1982,8123,2267,-3216,41,14613,487
2024-03-19T21,195,1994,8453,2267,-3634,41,14646,468
2024-03-19T22,195,1995,8117,2267,-3319,41,14369,446
2024-03-19T23,195,1948,6913,2267,-2101,41,13614,530
2024-03-20T00,195,2002,5696,2267,-692,41,12631,650
