period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-07-01T00,0.0,203.0,0.0,2911.0,14630.0,2269.0,368.0,46.0,0.0,18984.0,367.0,2451.0
2025-07-01T01,0.0,216.0,0.0,3555.0,15978.0,2272.0,6.0,46.0,205.0,18012.0,365.0,2300.0
2025-07-01T02,0.0,264.0,0.0,4413.0,17788.0,2271.0,936.0,46.0,216.0,16002.0,331.0,2191.0
2025-07-01T03,0.0,399.0,0.0,5463.0,19229.0,2272.0,4019.0,46.0,465.0,10301.0,192.0,2178.0
2025-07-01T04,0.0,543.0,0.0,6224.0,19669.0,2273.0,8327.0,46.0,470.0,2465.0,148.0,2392.0
2025-07-01T05,0.0,591.0,0.0,6089.0,19367.0,2274.0,8571.0,46.0,462.0,45.0,146.0,2610.0
2025-07-01T06,0.0,548.0,0.0,5897.0,17767.0,2273.0,7255.0,46.0,0.0,7.0,111.0,3012.0
2025-07-01T07,0.0,455.0,0.0,5721.0,17364.0,2272.0,3657.0,45.0,0.0,12.0,5.0,3460.0
2025-07-01T08,-3.0,302.0,452.0,5337.0,17068.0,2273.0,486.0,45.0,0.0,11.0,7.0,4104.0
2025-07-01T09,0.0,193.0,450.0,5411.0,13721.0,2274.0,351.0,46.0,0.0,14.0,0.0,3941.0
2025-07-01T10,-1.0,189.0,453.0,4457.0,12785.0,2274.0,135.0,46.0,0.0,12.0,0.0,3831.0
2025-07-01T11,10.0,187.0,453.0,3965.0,12034.0,2274.0,-100.0,46.0,0.0,13.0,0.0,3661.0
2025-07-01T12,2.0,187.0,453.0,3818.0,11493.0,2274.0,-40.0,46.0,0.0,13.0,0.0,3320.0
2025-07-01T13,-3.0,239.0,455.0,3654.0,11789.0,2275.0,30.0,46.0,0.0,16.0,3.0,3099.0
2025-07-01T14,0.0,288.0,455.0,3837.0,11917.0,2273.0,563.0,46.0,0.0,264.0,109.0,2883.0
2025-07-01T15,-7.0,203.0,457.0,3723.0,11369.0,2272.0,641.0,46.0,0.0,4138.0,373.0,2455.0
2025-07-01T16,2.0,189.0,445.0,2564.0,12309.0,2270.0,-1851.0,46.0,0.0,11295.0,366.0,2204.0
2025-07-01T17,-1.0,188.0,451.0,2050.0,14579.0,2269.0,-3775.0,46.0,0.0,15788.0,368.0,1797.0
2025-07-01T18,-144.0,188.0,446.0,1818.0,15646.0,2269.0,-4097.0,46.0,0.0,17205.0,369.0,1655.0
2025-07-01T19,-50.0,187.0,445.0,2147.0,15561.0,2269.0,-4549.0,46.0,0.0,17892.0,369.0,1602.0
2025-07-01T20,7.0,192.0,445.0,2139.0,15224.0,2271.0,-3729.0,46.0,0.0,18087.0,371.0,1464.0
