period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-06-01T00,-7.0,204.0,432.0,3764.0,11003.0,2275.0,706.0,46.0,231.0,15339.0,199.0,1593.0
2025-06-01T01,1.0,204.0,433.0,4181.0,12723.0,2276.0,467.0,46.0,471.0,13601.0,198.0,2035.0
2025-06-01T02,55.0,218.0,432.0,4819.0,14608.0,2277.0,1065.0,46.0,464.0,10243.0,193.0,2438.0
2025-06-01T03,165.0,217.0,431.0,5533.0,15603.0,2278.0,4241.0,46.0,470.0,5131.0,151.0,2766.0
2025-06-01T04,132.0,212.0,435.0,6018.0,15878.0,2279.0,6687.0,46.0,473.0,848.0,158.0,3254.0
2025-06-01T05,68.0,212.0,441.0,6001.0,15731.0,2279.0,5101.0,46.0,239.0,-46.0,154.0,3806.0
2025-06-01T06,5.0,209.0,442.0,5506.0,14728.0,2279.0,4130.0,46.0,231.0,-49.0,33.0,3992.0
2025-06-01T07,70.0,201.0,447.0,5233.0,14174.0,2276.0,2611.0,46.0,232.0,-46.0,16.0,4454.0
2025-06-01T08,-3.0,198.0,424.0,4887.0,13307.0,2275.0,731.0,46.0,211.0,-46.0,6.0,4468.0
2025-06-01T09,-2.0,195.0,437.0,4669.0,11297.0,2275.0,1169.0,46.0,0.0,-45.0,0.0,4270.0
2025-06-01T10,0.0,193.0,442.0,4323.0,10977.0,2274.0,-85.0,46.0,0.0,-45.0,0.0,4597.0
2025-06-01T11,-1.0,192.0,445.0,4133.0,10564.0,2274.0,-307.0,46.0,0.0,-44.0,0.0,4145.0
2025-06-01T12,-1.0,193.0,443.0,4101.0,9291.0,2274.0,-60.0,46.0,0.0,-45.0,0.0,3743.0
2025-06-01T13,-2.0,193.0,439.0,4050.0,8594.0,2273.0,40.0,46.0,0.0,-43.0,2.0,3460.0
2025-06-01T14,-13.0,193.0,441.0,3855.0,8184.0,2274.0,199.0,46.0,0.0,80.0,39.0,3519.0
2025-06-01T15,-15.0,192.0,442.0,3297.0,7974.0,2274.0,-655.0,46.0,0.0,1890.0,194.0,3680.0
2025-06-01T16,-92.0,192.0,439.0,2677.0,7802.0,2273.0,-1730.0,46.0,0.0,5950.0,199.0,4499.0
2025-06-01T17,-160.0,192.0,434.0,2117.0,9048.0,2273.0,-2957.0,46.0,0.0,9880.0,199.0,4202.0
2025-06-01T18,-112.0,192.0,437.0,1776.0,9909.0,2274.0,-3588.0,46.0,0.0,11841.0,199.0,3763.0
2025-06-01T19,-160.0,189.0,433.0,2081.0,9855.0,2274.0,-4043.0,46.0,0.0,13535.0,199.0,3169.0
2025-06-01T20,-66.0,191.0,428.0,2115.0,11013.0,2273.0,-4854.0,46.0,0.0,14559.0,199.0,2932.0
2025-06-01T21,-1.0,192.0,428.0,2400.0,10431.0,2271.0,-4012.0,46.0,0.0,14702.0,199.0,2792.0
2025-06-01T22,0.0,192.0,431.0,2490.0,9003.0,2272.0,-1429.0,46.0,0.0,14499.0,199.0,2724.0
2025-06-01T23,-6.0,198.0,432.0,2287.0,9338.0,2273.0,-493.0,46.0,0.0,14903.0,198.0,2741.0
2025-06-02T00,-4.0,202.0,429.0,2913.0,9200.0,2274.0,-997.0,46.0,0.0,13831.0,199.0,3068.0
