period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-07-01T00,0,3264,7440,2273,460,87,16326,3062
2024-07-01T01,0,3920,9098,2274,356,87,15567,3581
2024-07-01T02,0,4374,11086,2275,579,63,13519,3874
2024-07-01T03,0,5128,12515,2275,3052,46,8756,3950
2024-07-01T04,0,5272,14434,2274,6517,46,2307,3840
2024-07-01T05,0,5188,15020,2274,6339,46,261,3694
2024-07-01T06,0,4924,14504,2274,5085,46,230,3791
2024-07-01T07,0,4676,12810,2273,2823,46,234,3728
2024-07-01T08,0,4441,11499,2273,1041,46,234,3695
2024-07-01T09,0,4249,9232,2273,387,46,235,4142
2024-07-01T10,0,4191,7367,2273,259,46,234,4331
2024-07-01T11,0,3935,6964,2273,258,46,234,4167
2024-07-01T12,0,3858,7523,2274,-167,46,235,3918
2024-07-01T13,0,4079,7304,2274,503,46,237,3548
2024-07-01T14,0,3462,7222,2274,1363,46,374,3389
2024-07-01T15,0,3252,8399,2274,269,46,3551,3015
2024-07-01T16,0,2755,9834,2275,-2265,46,10750,2525
2024-07-01T17,0,2831,12195,2274,-4854,46,14376,2079
2024-07-01T18,0,2883,12217,2274,-5036,46,15697,1693
2024-07-01T19,0,2908,11445,2275,-4173,46,16469,1461
2024-07-01T20,0,2797,9960,2276,-2693,46,16737,1357
2024-07-01T21,0,2830,9601,2275,-1702,46,17458,1627
2024-07-01T22,0,2876,8995,2274,-222,46,17644,1884
2024-07-01T23,0,3217,9546,2276,450,46,17277,1961
2024-07-02T00,0,3476,10679,2277,280,46,16789,2441
2024-07-02T01,0,3700,12214,2276,332,46,15854,3134
2024-07-02T02,0,4174,13949,2276,611,46,14125,3611
2024-07-02T03,0,5511,16304,2276,1831,46,9227,3713
2024-07-02T04,0,5776,17764,2276,5190,46,2383,3774
2024-07-02T05,0,5691,17238,2275,5489,46,170,3831
2024-07-02T06,0,5395,16456,2275,4352,46,138,3740
2024-07-02T07,0,5185,14666,2274,2839,46,142,3577
2024-07-02T08,0,4847,12696,2274,1754,46,141,3490
2024-07-02T09,0,4280,12075,2275,673,46,141,3359
2024-07-02T10,0,4056,11721,2275,-37,46,142,3266
2024-07-02T11,0,4063,11482,2273,-660,46,142,2948
2024-07-02T12,0,4054,10711,2275,-551,46,142,2620
2024-07-02T13,0,4050,10519,2275,-342,46,143,2274
2024-07-02T14,0,4123,10513,2275,551,46,306,1848
2024-07-02T15,0,3840,10674,2275,175,46,3588,1343
2024-07-02T16,0,3554,10370,2276,-1924,46,10947,1078
2024-07-02T17,0,3557,11569,2277,-3612,46,14830,1158
2024-07-02T18,0,3525,11782,2276,-3457,46,16146,1379
2024-07-02T19,0,3605,11373,2274,-2594,46,16771,1600
2024-07-02T20,0,3543,11104,2272,-1892,46,17171,1371
2024-07-02T21,0,3441,11044,2271,-923,46,17526,1165
2024-07-02T22,0,3392,11215,2269,-77,46,17554,829
2024-07-02T23,0,3650,12704,2267,418,46,17231,620
2024-07-03T00,0,3350,15154,2267,825,46,16611,700
2024-07-03T01,0,4079,16705,2268,990,46,15807,699
2024-07-03T02,0,4455,18390,2267,841,46,13930,1243
2024-07-03T03,0,5239,20289,2267,2289,46,8846,2280
2024-07-03T04,0,5526,22033,2265,5789,46,2191,2647
2024-07-03T05,0,5210,21779,2267,5725,46,148,3031
2024-07-03T06,0,4612,20684,2266,4554,46,-2,3042
2024-07-03T07,0,3972,18485,2268,3096,46,2,2709
2024-07-03T08,0,3538,17290,2268,1009,46,2,2356
2024-07-03T09,0,3374,16310,2266,365,46,3,2090
2024-07-03T10,0,3281,14129,2266,272,46,3,1963
2024-07-03T11,0,3181,13381,2267,-134,46,2,1938
2024-07-03T12,0,3001,13437,2268,-659,46,2,2036
2024-07-03T13,0,3164,13365,2267,-559,46,2,1868
2024-07-03T14,0,3218,13373,2266,43,46,151,1517
2024-07-03T15,0,3003,13466,2267,-280,46,3127,1063
2024-07-03T16,0,2346,13150,2267,-1978,47,10468,923
2024-07-03T17,0,1950,14014,2267,-3447,52,14438,1153
2024-07-03T18,0,2081,13844,2263,-3317,53,15879,1135
2024-07-03T19,0,2220,13369,2262,-2345,52,16508,1107
2024-07-03T20,0,2070,13482,2262,-1953,53,17131,985
2024-07-03T21,0,2238,13892,2260,-1061,69,17407,804
2024-07-03T22,0,2841,14479,2258,-367,85,17411,740
2024-07-03T23,0,3400,15781,2259,276,52,17162,1011
2024-07-04T00,0,3638,17561,2260,637,54,16671,1272
2024-07-04T01,0,4221,18157,2262,617,55,15709,1253
2024-07-04T02,0,5218,20105,2264,935,79,13721,1654
2024-07-04T03,0,6021,21396,2267,2559,85,8650,1928
2024-07-04T04,0,6111,22182,2269,5816,85,1975,2210
2024-07-04T05,0,6156,21742,2268,5829,86,23,2722
2024-07-04T06,0,5670,20931,2268,4148,86,2,3190
2024-07-04T07,0,5103,18237,2268,2218,86,5,3593
2024-07-04T08,0,5192,16987,2267,290,86,5,3912
2024-07-04T09,0,5038,15195,2264,860,86,5,4153
2024-07-04T10,0,4353,13990,2263,267,87,4,4121
2024-07-04T11,0,4439,12144,2266,329,87,5,3815
2024-07-04T12,0,4186,11318,2268,439,87,5,3555
2024-07-04T13,0,4178,11084,2268,414,87,6,3262
2024-07-04T14,0,4500,10384,2268,633,87,143,3145
2024-07-04T15,0,3887,10934,2268,-313,86,3185,2815
2024-07-04T16,0,2880,12509,2270,-2982,87,10427,2318
2024-07-04T17,0,2517,13125,2270,-3987,87,14613,1794
2024-07-04T18,0,2966,12756,2269,-3660,87,16246,1361
2024-07-04T19,0,3010,12163,2269,-3050,87,17016,1111
2024-07-04T20,0,3178,10952,2271,-1545,87,17241,962
2024-07-04T21,0,3531,10502,2269,-661,87,17293,869
2024-07-04T22,0,3638,11266,2268,-439,86,17142,977
2024-07-04T23,0,4509,12135,2269,-43,86,16898,1403
2024-07-05T00,0,4829,13433,2271,310,87,16216,2238
2024-07-05T01,0,5265,14652,2271,258,87,15241,2932
2024-07-05T02,0,5714,15275,2271,867,87,13222,3363
2024-07-05T03,0,6335,18327,2272,2114,87,8482,3772
2024-07-05T04,0,6515,19580,2273,4870,77,1969,3997
2024-07-05T05,0,6508,19029,2273,4740,60,25,4313
