Date,HE,PGE,SCE,SDGE,VEA,CAISO Total,Unnamed: 7
2019-04-01,1,8732.651411324425,9002.298070740737,1849.6587757276438,43.373253154708735,19627.981926578963,
2019-04-01,2,8410.635280412791,8726.009902617923,1769.2949698571101,43.76492703052645,18949.705437219272,
2019-04-01,3,8223.722557045141,8532.787466348269,1716.681147165507,46.90331546567791,18520.095248094953,
2019-04-01,4,8222.325924457351,8513.885700766805,1703.2487009539689,49.58826190482036,18489.047526256316,
2019-04-01,5,8457.315593349933,8774.634513195724,1747.2702228539845,53.79814542510547,19033.01621082214,
2019-04-01,6,9094.00713679981,9447.24777492752,1898.381346091342,61.194664617855885,20500.82523582805,
2019-04-01,7,10197.550134162646,10335.03881949482,2098.9262019414655,69.32452346311885,22700.835533840178,
2019-04-01,8,10886.96988092114,10644.166222270296,2250.906081085713,72.12360829822144,23854.162396545926,
2019-04-01,9,10898.511790241579,10791.545650261896,2208.1704107457854,66.95491819262635,23965.182477112252,
2019-04-01,10,10648.955937084585,10851.894591932636,2088.9363972174087,60.82535356760038,23650.614635058868,
2019-04-01,11,10637.789418804352,10875.489217966964,2015.369087571183,55.83040940345692,23584.485954630632,
2019-04-01,12,10442.953214042846,10933.350732338566,1953.8841109413208,53.04056525381896,23383.22535817746,
2019-04-01,13,10490.392263003914,10982.944105593413,1966.7060597259933,51.938614133716406,23491.979483442967,
2019-04-01,14,10635.03252297023,11144.996974953612,1964.589277655158,51.38823485050813,23796.00763743496,
2019-04-01,15,10744.1224493443,11320.128249543135,2013.2664490896334,50.322356061468696,24127.839959276764,
2019-04-01,16,11066.488337738881,11531.794377328533,2125.9574605708453,50.06579197949196,24774.304752853415,
2019-04-01,17,11144.173989427416,11827.031132383045,2312.871461712803,51.14075041902976,25335.217511496085,
2019-04-01,18,11370.911514538882,11998.99789497073,2527.386623012829,52.269048128915344,25949.562825137637,
2019-04-01,19,11654.535588519242,12047.907164211989,2620.80578353482,53.140897317174016,26376.389722976972,
2019-04-01,20,12042.135874003689,12566.482156905275,2725.8439895577903,55.37689582743996,27389.83752499106,
2019-04-01,21,12003.88509500367,12466.344851655214,2633.6178595084643,54.572185256219335,27158.42325518641,
2019-04-01,22,11419.734669223655,11852.53991600436,2494.936105813406,51.94477795544685,25819.158732947486,
2019-04-01,23,10535.012984479888,10961.180681809228,2289.277174065283,48.3532793014039,23833.826954365642,
2019-04-01,24,9754.066571721678,10145.188809922205,2062.229379119311,45.085387173828884,22006.570921699535,
2019-04-02,1,9206.004230536053,9612.892255807279,1961.0035658084073,41.9445937278031,20821.846339879135,
2019-04-02,2,8826.613482720864,9180.72887539816,1841.912006136283,41.885984082584585,19891.141089842626,
2019-04-02,3,8623.804978498867,8909.73170127901,1783.2820759814056,41.70679765229967,19358.525854638283,
2019-04-02,4,8610.657150962688,8806.582730475839,1758.3938117232349,42.66438685162376,19218.297544163222,
2019-04-02,5,8860.715062223284,9079.47928080488,1749.9598122991874,46.905607610301296,19737.05784862513,
2019-04-02,6,9496.203098956525,9691.843157257272,1851.5967099340348,50.478671265815336,21090.117428016783,
2019-04-02,7,10606.695492233286,10573.099504400434,2061.6463483272223,55.74842902961145,23297.185850287122,
