Date,HR,PGE,SCE,SDGE,VEA,CAISO
2022-06-01,1,11108.22,10476.18,2063.51,48.6,23696.52
2022-06-01,2,10697.67,10024.26,1967.87,46.14,22735.92
2022-06-01,3,10502.0,9455.43,1879.96,43.96,21881.35
2022-06-01,4,10227.6,9262.04,1814.31,43.93,21347.88
2022-06-01,5,10301.25,9338.82,1807.42,45.29,21492.78
2022-06-01,6,10717.11,9680.43,1884.41,47.33,22329.28
2022-06-01,7,11391.12,10089.86,2014.93,50.2,23546.11
2022-06-01,8,12240.21,10738.64,2239.9,52.77,25271.51
2022-06-01,9,12116.88,11304.52,2104.41,53.25,25579.06
2022-06-01,10,11519.36,11436.02,1906.26,54.74,24916.38
2022-06-01,11,11289.36,11686.71,1739.31,57.49,24772.88
2022-06-01,12,11288.44,11870.87,1637.44,61.04,24857.79
2022-06-01,13,11774.27,12260.07,1511.63,65.81,25611.77
2022-06-01,14,12108.11,12808.18,1490.59,71.28,26478.16
2022-06-01,15,12597.93,13441.74,1567.96,76.07,27683.69
2022-06-01,16,12823.88,14175.12,1709.69,80.69,28789.38
2022-06-01,17,13303.56,14621.14,1925.75,84.61,29935.05
2022-06-01,18,14257.37,14878.57,2168.52,86.4,31390.85
2022-06-01,19,14865.62,14836.95,2310.01,85.56,32098.14
2022-06-01,20,14998.64,14356.85,2427.26,80.48,31863.22
2022-06-01,21,14770.1,14138.97,2506.57,74.4,31490.03
2022-06-01,22,14333.23,13731.71,2436.46,66.44,30567.85
2022-06-01,23,13330.26,12750.46,2243.61,58.14,28382.47
2022-06-01,24,12269.93,11640.2,2053.47,51.99,26015.59
2022-06-02,1,11533.13,10875.95,2019.63,47.26,24475.96
2022-06-02,2,10986.92,10367.92,1925.21,44.18,23324.22
2022-06-02,3,10681.6,9821.21,1837.79,42.82,22383.42
2022-06-02,4,10652.44,9716.59,1846.23,42.87,22258.12
2022-06-02,5,10668.57,9756.54,1817.56,44.3,22286.97
2022-06-02,6,11009.03,9999.73,1900.85,47.73,22957.34
2022-06-02,7,11401.66,10347.99,2022.0,49.81,23821.46
2022-06-02,8,11971.76,10910.84,2211.14,51.49,25145.24
2022-06-02,9,11862.7,11726.68,2210.24,52.27,25851.9
2022-06-02,10,11807.6,11824.47,2077.67,54.91,25764.67
2022-06-02,11,12215.55,12052.21,1675.09,59.37,26002.22
2022-06-02,12,12321.22,12172.34,1571.92,64.8,26130.28
2022-06-02,13,12295.41,12497.02,1476.03,71.9,26340.36
2022-06-02,14,12675.05,13043.29,1439.12,78.63,27236.09
2022-06-02,15,12845.73,13734.0,1580.64,85.28,28245.65
2022-06-02,16,13031.81,14338.11,1869.82,89.86,29329.6
2022-06-02,17,13474.34,14652.3,2049.1,90.96,30266.69
2022-06-02,18,14020.25,14764.95,2219.62,91.98,31096.79
2022-06-02,19,14384.03,14429.82,2336.77,89.03,31239.65
2022-06-02,20,14402.77,14017.54,2419.41,83.47,30923.2
2022-06-02,21,14336.53,13885.46,2478.81,78.77,30779.57
2022-06-02,22,13996.87,13375.18,2403.57,72.31,29847.93
2022-06-02,23,13064.09,12439.77,2218.57,64.27,27786.7
2022-06-02,24,12132.82,11558.34,2079.19,57.97,25828.33
2022-06-03,1,11484.36,10871.46,2004.39,53.5,24413.72
2022-06-03,2,10967.53,10343.7,1931.56,50.37,23293.15
2022-06-03,3,10744.4,9970.14,1849.2,48.31,22612.05
2022-06-03,4,10561.74,9742.26,1826.82,47.5,22178.32
2022-06-03,5,10480.81,9826.67,1877.6,47.84,22232.92
2022-06-03,6,10881.53,10169.59,1915.3,49.31,23015.73
2022-06-03,7,11689.81,10595.96,2036.64,51.84,24374.24
2022-06-03,8,12221.86,11142.43,2248.49,55.52,25668.3
2022-06-03,9,12333.92,12022.52,2257.7,57.72,26671.86
2022-06-03,10,12130.95,12202.22,2040.47,61.77,26435.42
2022-06-03,11,11875.65,12127.0,1984.61,66.66,26053.92
2022-06-03,12,11988.43,11813.63,1749.45,73.7,25625.21
2022-06-03,13,12128.5,11594.73,1412.24,77.64,25213.11
2022-06-03,14,12741.78,11925.16,1439.22,83.16,26189.31
2022-06-03,15,12980.03,12246.66,1529.84,87.46,26843.99
2022-06-03,16,13130.34,12754.39,1651.87,92.19,27628.79
2022-06-03,17,13247.32,13115.35,1842.78,96.15,28301.59
2022-06-03,18,13141.28,13480.97,2099.22,96.66,28818.12
2022-06-03,19,13316.2,13240.48,2266.08,85.38,28908.14
2022-06-03,20,13337.32,13018.86,2370.83,76.9,28803.92
2022-06-03,21,13480.78,13048.52,2463.74,71.76,29064.8
2022-06-03,22,13309.5,12754.55,2407.9,66.33,28538.27
2022-06-03,23,12585.12,11995.99,2246.97,59.94,26888.01
2022-06-03,24,11896.26,11272.77,2089.19,54.07,25312.29
2022-06-04,1,11287.42,10653.13,2012.24,50.34,24003.14
2022-06-04,2,10879.91,10124.69,1960.49,47.59,23012.68
2022-06-04,3,10441.58,9668.68,1854.32,46.18,22010.76
2022-06-04,4,10196.01,9439.83,1807.4,44.77,21488.01
2022-06-04,5,10139.56,9343.52,1795.11,44.67,21322.86
2022-06-04,6,10266.63,9432.38,1823.81,44.57,21567.39
2022-06-04,7,10439.59,9570.42,1982.34,46.63,22038.98
2022-06-04,8,10573.67,9796.76,2139.94,50.7,22561.07
2022-06-04,9,10521.39,10477.63,2147.75,59.52,23206.29
2022-06-04,10,11060.82,10599.31,1948.81,61.8,23670.73
2022-06-04,11,11588.22,10537.56,1712.91,67.42,23906.11
2022-06-04,12,11373.0,10386.13,1430.87,63.05,23253.04
2022-06-04,13,11220.28,10161.87,1299.18,75.82,22757.14
2022-06-04,14,11252.55,9857.26,1245.49,78.84,22434.14
2022-06-04,15,11200.27,10128.04,1318.71,81.83,22728.85
2022-06-04,16,11214.9,10478.51,1513.12,82.76,23289.29
2022-06-04,17,11576.98,10969.92,1752.64,80.77,24380.31
2022-06-04,18,11919.58,11519.53,2093.42,80.82,25613.34
2022-06-04,19,11820.66,11772.11,2189.7,76.73,25859.2
2022-06-04,20,12131.2,11854.07,2299.89,71.59,26356.75
2022-06-04,21,12348.88,12044.08,2370.17,68.57,26831.7
2022-06-04,22,12289.07,11751.76,2323.01,64.27,26428.1
2022-06-04,23,11804.34,11242.84,2205.16,58.72,25311.07
2022-06-04,24,11308.04,10634.47,2075.43,53.35,24071.29
2022-06-05,1,10738.2,10122.57,2009.78,50.21,22920.75
2022-06-05,2,10293.46,9624.66,1897.2,46.58,21861.89
2022-06-05,3,10101.79,9349.73,1821.15,44.43,21317.1
2022-06-05,4,10125.12,9090.87,1818.08,43.03,21077.11
2022-06-05,5,10032.11,9033.55,1763.19,43.2,20872.04
2022-06-05,6,10087.81,8976.74,1772.14,43.71,20880.4
2022-06-05,7,10143.46,8985.53,1945.78,45.7,21120.48
2022-06-05,8,10400.57,9058.28,2060.5,47.93,21567.27
2022-06-05,9,10954.91,9451.85,1916.96,50.76,22374.48
2022-06-05,10,10946.54,9529.33,1654.81,55.48,22186.15
2022-06-05,11,10888.86,9510.51,1315.84,61.84,21777.05
2022-06-05,12,10862.39,9586.32,1194.37,77.72,21720.79
2022-06-05,13,10439.97,9741.08,1128.55,84.4,21393.99
2022-06-05,14,10385.74,9895.02,1183.42,91.05,21555.24
2022-06-05,15,10575.25,10386.34,1276.56,95.52,22333.67
2022-06-05,16,11173.19,11158.02,1447.4,99.18,23877.79
2022-06-05,17,11598.31,11805.32,1734.72,101.57,25239.92
2022-06-05,18,12339.35,12455.72,2024.12,101.46,26920.66
2022-06-05,19,12746.47,12773.45,2293.04,97.09,27910.04
2022-06-05,20,12983.8,12734.67,2421.91,85.97,28226.35
2022-06-05,21,13172.2,12766.97,2510.58,78.6,28528.35
2022-06-05,22,13115.78,12555.03,2448.99,71.31,28191.11
2022-06-05,23,12374.95,11761.27,2287.0,63.95,26487.17
2022-06-05,24,11395.47,11006.51,2124.68,57.86,24584.52
2022-06-06,1,10704.44,10363.11,2029.05,53.03,23149.63
2022-06-06,2,10220.07,9814.25,1939.97,49.01,22023.29
2022-06-06,3,9985.94,9400.34,1877.65,46.97,21310.9
2022-06-06,4,9756.55,9313.05,1841.22,46.0,20956.82
2022-06-06,5,9832.14,9430.59,1874.11,46.42,21183.25
2022-06-06,6,10248.7,9815.69,1938.15,48.05,22050.59
2022-06-06,7,11111.79,10320.99,2048.12,54.21,23535.1
2022-06-06,8,11866.65,11013.2,2287.43,65.4,25232.68
2022-06-06,9,11975.09,11549.44,2203.05,69.17,25796.75
2022-06-06,10,11512.95,11794.92,2027.11,71.97,25406.99
2022-06-06,11,11413.26,11974.61,1904.98,75.45,25368.3
2022-06-06,12,11360.4,12664.16,1845.58,79.88,25950.02
2022-06-06,13,11379.02,13114.38,1653.08,85.45,26231.94
2022-06-06,14,11604.02,13579.24,1700.84,91.92,26976.02
2022-06-06,15,11944.23,14024.04,1815.72,97.07,27881.05
2022-06-06,16,12120.86,14557.14,1992.95,99.56,28770.5
2022-06-06,17,12630.99,14988.63,2221.03,101.12,29941.77
2022-06-06,18,13517.43,15314.65,2475.39,99.49,31406.95
2022-06-06,19,14219.04,15228.48,2576.61,93.55,32117.68
2022-06-06,20,14422.09,14719.26,2628.24,81.3,31850.9
2022-06-06,21,14336.59,14473.09,2663.26,72.68,31545.61
2022-06-06,22,13982.85,13997.88,2560.48,65.24,30606.46
2022-06-06,23,12993.93,12994.58,2377.31,58.67,28424.49
2022-06-06,24,12020.32,11958.23,2181.9,52.82,26213.27
2022-06-07,1,11354.68,11229.42,2133.4,49.54,24767.03
2022-06-07,2,10789.47,10578.68,2000.83,47.21,23416.19
2022-06-07,3,10464.67,10051.85,1966.36,44.86,22527.73
2022-06-07,4,10283.84,9822.88,1905.43,43.23,22055.38
2022-06-07,5,10367.45,9872.52,1919.05,43.66,22202.68
2022-06-07,6,10758.87,10256.34,1991.4,45.16,23051.77
2022-06-07,7,11693.41,10780.33,2166.19,50.6,24690.53
2022-06-07,8,12090.2,11455.77,2357.48,57.87,25961.31
2022-06-07,9,11468.15,12259.5,2338.9,66.65,26133.2
2022-06-07,10,11107.35,12433.67,2016.68,72.06,25629.75
2022-06-07,11,10979.14,12759.81,1838.34,77.16,25654.44
