Date,HR,PGE,SCE,SDGE,VEA,CAISO,HE,CAISO Total,Unnamed: 7,Spring DST change occurs on March 9 in HE2,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2024-08-01,2.0,12345.35117,12361.95734,2320.153248,64.15445761,27091.616223,,,,,,,,,,,,
2024-08-01,3.0,11825.6491,11824.82831,2241.505909,60.43181121,25952.4150319999,,,,,,,,,,,,
2024-08-01,4.0,11376.48142,11677.00445,2262.425592,58.01802533,25373.929442,,,,,,,,,,,,
2024-08-01,5.0,11514.31957,11702.58781,2128.034622,57.67659406,25402.6187169999,,,,,,,,,,,,
2024-08-01,6.0,11731.93969,11826.82038,2266.331124,59.22868249,25884.319824,,,,,,,,,,,,
2024-08-01,7.0,12275.95265,12049.34041,2242.833336,59.97376995,26628.0897979999,,,,,,,,,,,,
2024-08-01,8.0,12986.55831,13149.60099,2379.221762,105.9914849,28621.372652,,,,,,,,,,,,
2024-08-01,9.0,13037.40134,15563.01473,2723.177672,163.7138166,31487.307569,,,,,,,,,,,,
2024-08-01,10.0,12765.75581,16748.54861,2654.697493,177.813529,32346.815528,,,,,,,,,,,,
2024-08-01,11.0,12784.66021,16707.69641,2487.050081,124.1421825,32103.5487998,,,,,,,,,,,,
2024-08-01,13.0,12906.67835,17111.01745,2122.10883,141.9163365,32281.7209531,,,,,,,,,,,,
2024-08-01,14.0,13217.78277,17221.45959,2109.997507,121.5114074,32670.750852,,,,,,,,,,,,
2024-08-01,15.0,14030.91167,17104.26085,2267.681696,127.660156,33530.528747,,,,,,,,,,,,
2024-08-01,16.0,15264.24518,18095.34496,2471.386308,129.8657441,35960.842092,,,,,,,,,,,,
2024-08-01,18.0,17127.0612,18653.12288,3078.172153,128.3723259,38986.7287195999,,,,,,,,,,,,
2024-08-01,19.0,17753.18992,18307.63128,3074.694819,124.4685156,39259.9847114,,,,,,,,,,,,
2024-08-01,20.0,17752.55913,17509.18918,3009.977537,121.4163703,38393.1421829999,,,,,,,,,,,,
2024-08-01,21.0,17247.40834,17086.9123,3022.081332,115.2505384,37471.652403,,,,,,,,,,,,
2024-08-01,22.0,16488.59132,16551.02201,2926.583373,105.6502705,36071.8467909999,,,,,,,,,,,,
2024-08-01,1.0,12928.33333,13109.71694,2461.520265,70.94067838,28570.511166,,,,,,,,,,,,
2024-08-01,12.0,12824.97759,17257.56652,2409.363276,131.9716647,32623.87911038,,,,,,,,,,,,
2024-08-01,17.0,16514.89296,18361.67268,2707.357015,129.1946471,37713.117321,,,,,,,,,,,,
2024-08-01,23.0,15269.93095,15428.2615,2735.321804,97.80118885,33531.322579,,,,,,,,,,,,
