Date,HR,PGE,SCE,SDGE,VEA,CAISO
2022-05-01,1,9655.100616,9615.977709,1880.770245,45.00013095,21196.848467
2022-05-01,2,9321.710793,9199.38519,1822.39094699999,42.87771164,20386.364417
2022-05-01,3,9111.154336,8918.183211,1750.725477,41.58389461,19821.646691
2022-05-01,4,8965.618713,8710.285066,1703.773027,41.24580734,19420.9225779999
2022-05-01,5,8944.232894,8591.407862,1714.83024299999,42.01449162,19292.485541
2022-05-01,6,9046.197693,8566.798984,1703.877781,44.01723445,19360.891652
2022-05-01,7,9034.65019599999,8329.932245,1689.135963,45.50727489,19099.225655
2022-05-01,8,8838.400574,8295.684208,1720.761137,45.714151,18900.560263
2022-05-01,9,8231.744486,8505.393199,1850.596544,46.51743403,18634.25161345
2022-05-01,10,7533.806855,8398.32901299999,1652.817329,45.96160629,17630.914833
2022-05-01,11,6987.869315,8213.809303,1328.835918,44.99537148,16575.506488
2022-05-01,12,6683.121185,8022.47187,1144.903338,45.96783784,15896.464288
2022-05-01,13,6493.908237,8021.68799,1099.929789,48.07529898,15663.601304
2022-05-01,14,6406.69055,8108.212004,1165.031525,50.1121444,15730.046173
2022-05-01,15,6536.771548,8323.820909,1236.154197,51.77812696,16148.524926
2022-05-01,16,6980.38960799999,8769.742599,1297.572733,56.3198305,17104.024717
2022-05-01,17,7956.797019,9462.865181,1622.112123,57.90034804,19099.674668
2022-05-01,18,9109.698669,10308.74416,1954.45948299999,58.72382349,21431.626273
2022-05-01,19,10209.76148,10907.36977,2099.68205599999,57.33769807,23274.164599
2022-05-01,20,11013.28575,11186.92079,2264.079472,58.13145723,24522.417477
2022-05-01,21,11460.88769,11212.74618,2288.777027,58.52887533,25020.939711
2022-05-01,22,11122.05595,10931.36038,2196.803401,54.50216204,24304.721891
2022-05-01,23,10444.33678,10251.01576,2047.13955399999,49.93322111,22792.42526
2022-05-01,24,9687.565802,9629.886666,1879.522121,45.83871695,21242.813293
2022-05-02,1,9322.026361,9256.862462,1838.94175799999,43.28491268,20461.115419
2022-05-02,2,9044.168628,8958.289198,1787.555872,41.68009033,19831.693881
2022-05-02,3,8889.943104,8766.548051,1752.288799,41.08204264,19449.865758
2022-05-02,4,8846.119848,8750.514568,1705.671071,42.15074926,19344.456338
2022-05-02,5,9075.135259,8929.295116,1725.915388,44.61006716,19774.955775
2022-05-02,6,9679.710645,9420.135208,1842.93560799999,49.19321208,20991.9745039999
2022-05-02,7,10393.53091,9794.558022,1943.091903,52.82059116,22184.001684
2022-05-02,8,10921.4483599999,10342.15922,2057.607201,53.21371985,23374.428508
2022-05-02,9,10735.66795,10903.65423,2047.53858999999,51.51541597,23738.376329
2022-05-02,10,10280.28967,11168.84403,1853.507023,49.89423614,23352.5349521
2022-05-02,11,9789.165214,11136.53327,1744.24536799999,48.97466516,22718.9234255749
2022-05-02,12,9425.043349,10528.79501,1472.990021,48.74183201,21475.5702714
2022-05-02,13,9197.691029,10234.27024,1372.411512,52.12918349,20856.501957
2022-05-02,14,8920.619277,10321.58957,1385.902448,54.05828687,20682.169959
2022-05-02,15,8772.426383,10617.26199,1469.20096,55.44628212,20914.33586
2022-05-02,16,8988.951617,10924.4756,1480.595416,58.19547933,21452.218225
2022-05-02,17,9497.70988,11338.38592,1715.68309499999,61.05100465,22612.830262
2022-05-02,18,10368.23724,11731.71881,2095.629002,63.99178973,24259.57689962
2022-05-02,19,11402.89228,11906.68872,2265.896504,63.86542238,25639.34292
2022-05-02,20,12098.97638,12142.88598,2430.002625,64.47073402,26736.335669
