Date,HR,PGE,SCE,SDGE,VEA,CAISO
2021-03-01,1,9082.68,8956.53,1867.45,70.28,19976.93
2021-03-01,2,8900.6,8777.5,1801.87,72.64,19552.6
2021-03-01,3,8829.43,8652.66,1771.42,75.57,19329.08
2021-03-01,4,8881.1,8643.31,1769.99,79.47,19373.87
2021-03-01,5,9267.46,9000.58,1824.32,85.65,20178.0
2021-03-01,6,9968.45,9702.38,1986.67,93.73,21751.22
2021-03-01,7,10933.07,10483.48,2157.24,101.22,23675.0
2021-03-01,8,11202.99,10738.96,2088.67,102.0,24132.62
2021-03-01,9,10838.12,10613.47,1888.45,90.84,23430.87
2021-03-01,10,10665.61,10260.0,1671.41,80.06,22677.09
2021-03-01,11,10009.94,9889.0,1582.08,71.36,21552.39
2021-03-01,12,9576.45,9621.57,1599.68,83.1,20880.79
2021-03-01,13,9354.12,9617.69,1583.73,60.76,20616.3
2021-03-01,14,9323.98,9655.46,1611.31,57.38,20648.13
2021-03-01,15,9542.03,9786.57,1727.83,56.14,21112.55
2021-03-01,16,9687.52,10168.5,2059.04,55.9,21970.97
2021-03-01,17,10268.43,10502.44,2129.38,56.65,22956.9
2021-03-01,18,11449.71,11200.11,2402.49,55.93,25108.24
2021-03-01,19,12356.76,11916.22,2609.82,60.94,26943.74
2021-03-01,20,12194.42,11646.06,2503.68,62.04,26406.2
2021-03-01,21,11791.37,11318.99,2402.41,62.44,25575.21
2021-03-01,22,11275.89,10970.42,2271.85,61.56,24579.72
2021-03-01,23,10551.25,10384.42,2106.18,61.77,23103.62
2021-03-01,24,9897.91,9856.31,1957.03,62.78,21774.03
2021-03-02,1,9558.72,9431.57,1889.23,64.69,20944.21
2021-03-02,2,9278.66,9183.58,1832.87,66.94,20362.05
2021-03-02,3,9147.4,9048.6,1805.35,69.97,20071.32
2021-03-02,4,9171.2,9082.09,1798.59,73.77,20125.65
2021-03-02,5,9482.02,9381.08,1874.22,80.05,20817.38
2021-03-02,6,10123.49,9952.72,2033.12,88.14,22197.48
2021-03-02,7,11074.08,10582.55,2195.76,95.98,23948.37
2021-03-02,8,11455.23,10926.61,2223.17,95.39,24700.4
2021-03-02,9,11086.61,10798.37,2122.01,82.27,24089.25
2021-03-02,10,10233.86,10294.6,1877.78,75.32,22481.57
2021-03-02,11,9847.67,9971.85,1662.8,67.89,21550.21
2021-03-02,12,9777.73,9899.73,1565.88,68.23,21311.58
2021-03-02,13,9532.43,9853.14,1522.56,56.91,20965.03
2021-03-02,14,9607.31,9916.18,1582.43,53.98,21159.89
2021-03-02,15,9827.31,10065.02,1674.56,54.16,21621.05
2021-03-02,16,10002.91,10374.93,1886.17,54.17,22318.18
2021-03-02,17,10858.69,10749.87,2090.23,53.71,23752.5
2021-03-02,18,11690.88,11294.99,2407.64,52.41,25445.92
2021-03-02,19,12417.69,11975.48,2591.67,57.0,27041.84
2021-03-02,20,12223.78,11766.59,2529.64,57.08,26577.1
2021-03-02,21,11812.56,11362.07,2419.78,56.77,25651.18
2021-03-02,22,11303.38,10929.55,2290.47,56.46,24579.87
2021-03-02,23,10599.97,10350.25,2120.15,56.08,23126.45
2021-03-02,24,9956.89,9776.35,1970.59,56.8,21760.61
2021-03-03,1,9623.4,9404.62,1905.59,58.4,20992.01
2021-03-03,2,9381.2,9147.98,1843.23,61.15,20433.56
2021-03-03,3,9227.52,9085.52,1801.69,64.57,20179.3
2021-03-03,4,9196.41,9087.59,1802.08,68.29,20154.38
2021-03-03,5,9454.33,9360.86,1853.72,74.5,20743.42
2021-03-03,6,10107.99,10021.71,1995.24,83.25,22208.18
2021-03-03,7,11015.45,10702.59,2180.25,90.17,23988.46
2021-03-03,8,11572.45,11073.85,2206.6,90.89,24943.79
2021-03-03,9,11708.76,11335.27,2126.49,81.77,25252.29
