Date,HR,PGE,SCE,SDGE,VEA,CAISO
2022-02-01,1,10354.18,9809.47,1988.83,74.72,22227.21
2022-02-01,2,9975.99,9470.79,1909.54,74.44,21430.76
2022-02-01,3,9854.35,9289.56,1983.91,75.92,21203.73
2022-02-01,4,9880.62,9187.53,1941.82,77.92,21087.89
2022-02-01,5,10100.06,9545.9,1995.32,83.3,21724.58
2022-02-01,6,10748.57,9961.35,2099.09,92.74,22901.75
2022-02-01,7,11806.38,10770.21,2235.82,103.3,24915.71
2022-02-01,8,12522.14,11270.87,2293.85,103.84,26190.7
2022-02-01,9,12089.79,11448.48,2328.4,90.89,25957.56
2022-02-01,10,11248.21,11292.53,2070.4,79.31,24690.45
2022-02-01,11,10474.76,11396.83,1983.32,70.81,23925.72
2022-02-01,12,9884.3,11043.58,2007.77,63.82,22999.46
2022-02-01,13,9475.85,10840.91,2151.39,58.08,22526.23
2022-02-01,14,9341.18,10674.13,2161.55,53.35,22230.21
2022-02-01,15,9475.27,10626.6,2228.93,59.25,22390.05
2022-02-01,16,10024.79,10590.0,2259.39,62.82,22937.01
2022-02-01,17,11196.71,10947.7,2422.45,68.92,24635.78
2022-02-01,18,12498.76,11890.76,2591.57,81.93,27063.02
2022-02-01,19,13063.18,12254.59,2675.12,89.03,28081.93
2022-02-01,20,12808.66,12086.91,2602.44,91.09,27589.1
2022-02-01,21,12466.09,11873.51,2513.31,89.92,26942.83
2022-02-01,22,12012.34,11544.11,2373.12,88.79,26018.35
2022-02-01,23,11294.77,10966.71,2227.57,86.68,24575.73
2022-02-01,24,10638.77,10383.4,2094.19,85.48,23201.84
2022-02-02,1,10178.96,9957.34,1983.42,86.42,22206.14
2022-02-02,2,9985.41,9563.89,2002.52,89.09,21640.91
2022-02-02,3,9739.11,9465.25,1988.16,91.52,21284.04
2022-02-02,4,9696.84,9499.97,1960.73,95.59,21253.13
2022-02-02,5,9957.17,9612.3,1987.23,101.61,21658.31
2022-02-02,6,10690.09,10260.46,2071.84,110.14,23132.54
2022-02-02,7,11823.07,11263.42,2321.39,119.63,25527.5
2022-02-02,8,12449.59,11556.32,2403.06,116.98,26525.95
2022-02-02,9,11750.0,11428.32,2315.86,106.82,25601.0
2022-02-02,10,10725.26,11107.65,2150.0,100.85,24083.77
2022-02-02,11,9996.83,10865.77,1872.55,93.53,22828.69
2022-02-02,12,9473.8,10342.89,1681.01,86.8,21584.5
2022-02-02,13,9149.9,10513.91,1623.64,82.4,21369.84
2022-02-02,14,9171.6,10582.3,1626.45,78.84,21459.19
2022-02-02,15,9602.18,10629.84,1759.82,78.78,22070.62
2022-02-02,16,10074.25,10583.1,1912.1,82.61,22652.09
2022-02-02,17,11091.88,10882.77,2232.19,91.21,24298.05
