Date,HE,PGE,SCE,SDGE,VEA,CAISO Total,Unnamed: 7
2019-01-01,1,9844.620265074935,9928.001619686576,2088.4537716980703,92.06999578631596,21953.146163296395,"Note: The hourly load value at hour ending (HE) 3:00 AM on 03/10/2019 is the average of both values at HE 2:00 AM and HE 4:00 AM on 03/10/2019, and the hourly load value at hour ending (HE) 2:00 AM on 11/3/2019 is the average of both values at HE 2:00 AM and HE 2’:00 AM (In other words, 2:00AM is repeated) on 11/3/2019 to address DST.
"
2019-01-01,2,9507.691745122373,9604.449653834936,1998.915397058836,92.65987884082699,21203.716174061745,
2019-01-01,3,9251.837854979689,9340.780790047273,1934.0571722400675,93.59289619300893,20620.26852527871,
2019-01-01,4,9123.916880896,9183.897175429729,1891.8087510446417,97.05229880642116,20296.675171564362,
2019-01-01,5,9156.274437385255,9170.727964374477,1898.7949151486018,101.4690586502611,20327.266152912278,
2019-01-01,6,9359.480718773637,9351.648007043268,1969.9648790287324,107.14947986114463,20788.243118476792,
2019-01-01,7,9730.57316127206,9640.462774411279,2059.5791371279242,112.30940196145798,21542.924853781064,
2019-01-01,8,9875.750073600713,9498.532093438982,2040.643947209616,113.41117540427021,21528.33720215935,
2019-01-01,9,9649.062431295022,9227.556669161904,1937.7555344326531,107.41871738531678,20921.79345955139,
2019-01-01,10,9364.510774663579,8983.134709645212,1858.500053126142,101.23311573633352,20307.3784057066,
2019-01-01,11,9072.773527476122,8800.270222097077,1736.0267636288122,97.11762456788551,19706.187881289465,
2019-01-01,12,8690.978624681351,8654.1616751496,1670.2209770938443,92.45579683679978,19107.817393765945,
2019-01-01,13,8372.632651590982,8555.98075847941,1663.9621099772833,88.19979213009951,18680.77508555019,
2019-01-01,14,8397.595310518933,8558.744443335538,1707.8676713747816,84.98264775618591,18749.190102305784,
2019-01-01,15,8722.720370644061,8794.380930790525,1779.3828401776848,81.49083551778413,19377.97494897238,
2019-01-01,16,9279.317161940808,9244.84663546428,1955.8601201723427,82.67073045306311,20562.694634551986,
2019-01-01,17,10369.310835194852,10172.412898115466,2300.8700958119807,91.39236799956885,22933.986752958885,
2019-01-01,18,11688.500888996115,11692.302915145436,2761.8833215988643,98.85264557704782,26241.54010546412,
2019-01-01,19,11997.283952257943,12030.146692306984,2799.193828539302,99.24339255624513,26925.868961356555,
2019-01-01,20,11875.814142885738,11992.329483418998,2777.6721197891784,99.87984783594001,26745.695311980075,
2019-01-01,21,11649.592014925522,11893.453736190006,2698.751136890299,99.88743330410743,26341.684323515437,
2019-01-01,22,11202.019714948183,11505.266942047021,2582.6934313156257,98.4411691883348,25388.420893334605,
2019-01-01,23,10543.794825828763,10829.111951956123,2372.4974105553847,95.32556298410863,23840.72933794499,
2019-01-02,24,9881.512621696409,10137.323085331089,2186.0334533035425,94.39995702176587,22299.268983596514,
2019-01-02,1,9490.982990358203,9659.411734297768,2057.256185707499,95.17943790761521,21302.83020913094,
2019-01-02,2,9203.76754193531,9320.299562070097,1981.5566255458016,96.08831763731226,20601.712466024153,
2019-01-02,3,9084.249087605389,9177.961978418512,1909.782462239934,99.35124209822418,20271.344542934894,
2019-01-02,4,9140.816539592814,9213.854840324517,1924.0080407733578,104.48226478617809,20383.16174630257,
2019-01-02,5,9491.201368322389,9538.442793211909,2008.4707799655898,110.05809249196115,21148.17323024489,
2019-01-02,6,10170.745820724831,10244.744987113314,2213.7030197888034,119.51506365529585,22748.709697064467,
2019-01-02,7,11160.748693157098,11120.843066611087,2464.7761192573316,128.01458803138158,24874.383538758764,
2019-01-02,8,11809.04746189293,11387.028204585491,2582.8192538217404,129.73646492585019,25908.632222877226,
2019-01-02,9,11701.812469934925,11253.985269937863,2525.3873367469882,119.54147388546676,25600.726101887125,
2019-01-02,10,11185.880844938254,10921.645868005708,2345.4749636778524,107.04778157412724,24560.049270976764,
2019-01-02,11,10693.994310419386,10677.146710689696,2148.2739676675656,96.44780161563168,23615.862772442088,
2019-01-02,12,10271.594369726363,10402.285184755461,2055.564677952748,86.45472254686494,22815.898495719208,
2019-01-02,13,10019.752975565232,10176.406650771958,2037.481751402084,80.59076367406935,22314.232427495586,
2019-01-02,14,9997.613924909461,10183.915084168133,2060.56125794699,73.8293332776672,22315.919675823217,
2019-01-02,15,10147.272930780657,10328.584666040979,2137.8734065089593,71.08237938552011,22684.81358746637,
2019-01-02,16,10629.963314736327,10688.918104981796,2301.0330089478152,72.17904412452125,23692.09365107004,
2019-01-02,17,11578.59711319264,11456.23394874375,2566.5110041279054,80.66657147830698,25682.009202997957,
2019-01-02,18,12804.438167476397,12714.813968444438,2954.0918308751284,92.28372856123991,28565.628272389324,
2019-01-02,19,13098.592798662472,12928.351956693861,3012.9992868389127,96.95692273566263,29136.901546087654,
2019-01-02,20,12980.712304990677,12941.615393557813,2959.7894683949753,99.95285128079358,28982.070504168147,
2019-01-02,21,12723.266568448671,12842.124056681047,2892.607242446865,100.37313261647185,28558.371066508276,
2019-01-02,22,12128.169094983368,12475.297838925959,2721.29094447837,99.37227628019865,27424.13088062366,
2019-01-02,23,11297.178478213036,11755.446384371797,2485.555484393764,97.42812386443696,25635.608109553632,
2019-01-03,24,10534.026769976483,11007.332686171825,2270.2589471067517,96.62111297390676,23908.240011633476,
2019-01-03,1,9925.837812388072,10436.080564171245,2154.6071200316474,97.00341879001854,22613.529236200884,
2019-01-03,2,9552.710923779152,10048.235279861647,2064.6343408183625,98.45863864350129,21764.03906514479,
2019-01-03,3,9422.86776574449,9843.57180655732,2022.8004578580221,103.10268438784212,21392.34296211699,
2019-01-03,4,9437.697624100603,9826.758004005596,2020.2216442649728,106.11903038302863,21390.79660534276,
2019-01-03,5,9740.023039204585,10111.124029360082,2117.6085865331443,111.95274162005866,22080.708946435418,
2019-01-03,6,10419.015946255777,10824.112877352332,2276.4865644095703,121.00184548597453,23640.61741096538,
2019-01-03,7,11461.522219170882,11759.752782046166,2532.536558507799,127.99546492024625,25881.806670771737,
2019-01-03,8,12111.448672640734,12132.349282463909,2636.420074652062,129.4762431085096,27009.69381233783,
2019-01-03,9,11945.236061950178,11936.86105439751,2549.3776335970697,117.87650555728773,26549.35118382844,
2019-01-03,10,11377.076740248054,11541.236459545531,2378.132585357697,103.49882328740496,25399.94385379494,
2019-01-03,11,10897.223566909357,11203.52987058404,2215.4790973928943,91.61024799036625,24407.84266437426,
2019-01-03,12,10479.011415447683,10907.102093862457,2060.4036433514316,83.43716171784682,23529.953984059444,
2019-01-03,13,10279.888453744148,10729.12597774011,2031.6226517436814,75.13134721138535,23115.76854220463,
2019-01-03,14,10436.435263005407,10719.908175752242,2027.7504555825842,69.85159725971445,23253.945187552854,
2019-01-03,15,10641.32191640478,10855.327038518373,2106.4434417625826,66.44664321920783,23669.539263203493,
