Date,HR,PGE,SCE,SDGE,VEA,CAISO,HE,CAISO Total,Unnamed: 7,Spring DST change occurs on March 9 in HE2,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2025-05-01,1.0,10505.61867,10067.59887,2080.825129,48.86045224,22702.902777,,,,,,,,,,,,
2025-05-01,2.0,10070.39164,9769.281222,2009.041106,46.14145493,21894.8550899999,,,,,,,,,,,,
2025-05-01,24.0,10838.43825,10916.30242,2003.891322,50.99675797,23809.628624,,,,,,,,,,,,
2025-05-01,23.0,11593.08421,11392.01741,2173.635241,54.85378409,25213.59038,,,,,,,,,,,,
2025-05-01,22.0,12297.34991,11819.51799,2323.565513,59.69360182,26500.127117,,,,,,,,,,,,
2025-05-01,21.0,12619.22708,11912.08738,2381.607155,65.80049993,26978.7221069999,,,,,,,,,,,,
2025-05-01,20.0,12375.56936,11824.65545,2362.693017,67.07573237,26629.993292,,,,,,,,,,,,
2025-05-01,18.0,10769.81305,11345.47425,2010.641876,65.38558836,24191.3147764,,,,,,,,,,,,
2025-05-01,17.0,10060.09691,10785.78156,1993.837963,63.47937994,22903.195918,,,,,,,,,,,,
2025-05-01,16.0,9420.950604,11466.87868,1427.331627,62.87522608,22378.036016,,,,,,,,,,,,
2025-05-01,15.0,8888.207691,11568.44911,1367.818983,67.46899117,21891.944723,,,,,,,,,,,,
2025-05-01,14.0,8685.618727,13177.47116,1754.816414,114.5978518,23732.504068,,,,,,,,,,,,
2025-05-01,19.0,11704.49181,11656.2591,2165.40298,65.4799679,25591.633786,,,,,,,,,,,,
2025-05-01,12.0,9033.123326,15364.37382,1498.732426,176.7220805,26072.9517629999,,,,,,,,,,,,
2025-05-01,13.0,8728.946754,14392.52567,1589.600305,120.6315131,24831.704037,,,,,,,,,,,,
2025-05-01,4.0,9646.373273,9214.761275,1821.605959,45.26889412,20728.009423,,,,,,,,,,,,
2025-05-01,5.0,9693.530969,9570.213961,1817.558087,46.72931204,21128.032444,,,,,,,,,,,,
2025-05-01,6.0,10170.89539,9781.390887,1886.999077,50.50698786,21889.792329,,,,,,,,,,,,
2025-05-01,7.0,10832.66872,10235.15152,2016.88536,52.84424255,23137.549948,,,,,,,,,,,,
2025-05-01,3.0,9773.486281,9411.210755,2002.473644,45.04884579,21232.219593,,,,,,,,,,,,
2025-05-01,8.0,11209.32098,11445.62805,2254.225597,82.99262812,24992.1673969999,,,,,,,,,,,,
2025-05-01,9.0,10970.75609,12109.37776,2218.191372,102.090544,25400.415801,,,,,,,,,,,,
2025-05-01,10.0,10161.87234,13447.58247,1690.699167,186.8019399,25486.955824,,,,,,,,,,,,
2025-05-01,11.0,9400.764965,14786.36182,1384.254175,193.390705,25764.771683,,,,,,,,,,,,
2025-05-02,24.0,11032.11706,10953.48143,2018.328033,52.14501752,24056.071583,,,,,,,,,,,,
2025-05-02,23.0,11798.59875,11296.25257,2160.17814,56.90656246,25311.936098,,,,,,,,,,,,
2025-05-02,22.0,12270.6556,11796.19185,2293.417866,62.70490152,26422.9701409999,,,,,,,,,,,,
2025-05-02,21.0,12534.90105,11967.75513,2342.3648,68.28776038,26913.308416,,,,,,,,,,,,
2025-05-02,20.0,12313.57128,11845.31175,2310.82874,70.57531836,26540.287316,,,,,,,,,,,,
2025-05-02,19.0,11651.73647,11350.84615,2166.000875,72.96830382,25241.551773,,,,,,,,,,,,
2025-05-02,18.0,10636.76762,11185.21058,2019.84115,77.52747583,23919.346852,,,,,,,,,,,,
2025-05-02,17.0,9649.262278,11210.68741,2003.860567,76.71660199,22940.527108,,,,,,,,,,,,
2025-05-02,16.0,8983.653022,11292.45988,1908.662028,94.17848207,22278.953472,,,,,,,,,,,,
2025-05-02,15.0,8693.651428,12533.00757,2016.283595,87.91279719,23330.855321,,,,,,,,,,,,
2025-05-02,14.0,8431.397567,13757.00244,2210.539782,167.5786411,24566.518354,,,,,,,,,,,,
2025-05-02,13.0,8601.278343,14099.03623,2081.051857,151.1724678,24932.538835,,,,,,,,,,,,
2025-05-02,6.0,10244.51646,10018.23902,1895.030171,49.257942,22207.0435349999,,,,,,,,,,,,
2025-05-02,11.0,9894.667926,13003.82024,2141.986959,136.0445751,25176.5199159999,,,,,,,,,,,,
2025-05-02,10.0,10842.19696,12770.62975,2171.154685,135.5642078,25919.545304,,,,,,,,,,,,
2025-05-02,9.0,11195.59772,12186.52624,2221.153954,138.5597602,25741.837642,,,,,,,,,,,,
2025-05-02,8.0,11216.75603,11562.58516,2168.932395,121.395948,25069.669478,,,,,,,,,,,,
2025-05-02,7.0,10917.94982,10553.39038,2032.136354,56.05325704,23559.529926,,,,,,,,,,,,
2025-05-02,5.0,9807.585259,9498.082236,1817.013721,45.5304415,21168.211656,,,,,,,,,,,,
2025-05-02,4.0,9686.670864,9553.989174,1826.651156,43.82576769,21111.137307,,,,,,,,,,,,
2025-05-02,3.0,9782.833214,9627.293517,1905.181686,43.75693924,21359.0653829999,,,,,,,,,,,,
2025-05-02,2.0,10070.18378,9760.521734,1991.707926,44.80078865,21867.2143159999,,,,,,,,,,,,
2025-05-02,1.0,10467.59422,10196.53116,2075.996052,47.38130678,22787.503061,,,,,,,,,,,,
2025-05-02,12.0,8948.712517,13626.70293,2301.110345,178.4429985,25054.968763,,,,,,,,,,,,
2025-05-03,14.0,7757.43994,12496.74052,2505.988066,106.8629612,22867.03159,,,,,,,,,,,,
2025-05-03,15.0,7809.328363,12483.80134,2524.877388,107.0911409,22925.098037,,,,,,,,,,,,
2025-05-03,16.0,7996.859667,11939.44646,2297.78601,79.85555645,22313.947532,,,,,,,,,,,,
2025-05-03,17.0,7656.405981,11035.49323,2004.777432,80.67986618,20777.356486,,,,,,,,,,,,
2025-05-03,18.0,8569.557735,10978.99772,2188.274154,60.52335946,21797.3529954,,,,,,,,,,,,
2025-05-03,23.0,10480.10853,10180.86374,2122.09979,50.53721002,22833.609223,,,,,,,,,,,,
2025-05-03,20.0,10649.8062,10575.52647,2260.436625,57.48857134,23543.257674,,,,,,,,,,,,
2025-05-03,21.0,11069.84442,10750.45388,2264.695925,56.16834803,24141.16264,,,,,,,,,,,,
2025-05-03,22.0,10928.56094,10545.20535,2226.119023,53.68581343,23753.570949,,,,,,,,,,,,
2025-05-03,13.0,8380.527415,11943.91294,2360.411735,92.73215703,22777.584272,,,,,,,,,,,,
2025-05-03,19.0,9754.727564,10252.23909,2184.069211,55.74783834,22246.783645,,,,,,,,,,,,
2025-05-03,12.0,8910.248339,12340.13635,2306.028743,144.9783076,23701.3916919999,,,,,,,,,,,,
2025-05-03,11.0,9220.215875,11883.45489,2190.964203,135.3877498,23430.022733,,,,,,,,,,,,
2025-05-03,10.0,9641.89513,11779.63721,2096.105129,122.9675565,23640.6048953299,,,,,,,,,,,,
2025-05-03,1.0,10778.73681,10166.65107,2091.16091,48.07989426,23084.628993,,,,,,,,,,,,
2025-05-03,2.0,10402.54465,9750.047722,2043.040392,45.05019087,22240.683005,,,,,,,,,,,,
