Date,HR,PGE,SCE,SDGE,VEA,CAISO,HE,CAISO Total,Unnamed: 7,Spring DST change occurs on March 9 in HE2,daily_mean_load_lag_1,daily_std_load_lag_1,daily_mean_load_lag_7,daily_std_load_lag_7,daily_mean_load_lag_15,daily_std_load_lag_15,daily_mean_load_lag_30,daily_std_load_lag_30
2024-06-01,19.0,12220.29297,11287.84558,2113.074014,96.95927029,25718.204526,,,,,,,,,,,,
2024-06-01,15.0,9178.690767,10987.58877,948.4779932,157.0993326,21271.856751,,,,,,,,,,,,
2024-06-01,16.0,9878.528255,10729.46684,1177.407083,139.9842807,21925.386468,,,,,,,,,,,,
2024-06-01,17.0,10784.71526,10795.5333,1463.18558,95.93882443,23139.37315,,,,,,,,,,,,
2024-06-01,20.0,12710.09611,11466.57654,2284.62819,89.93543349,26551.235989,,,,,,,,,,,,
2024-06-01,18.0,11393.80473,10993.42507,1806.334284,101.7857553,24295.349555,,,,,,,,,,,,
2024-06-01,22.0,12594.29107,11472.37215,2231.692561,75.70919683,26374.06418,,,,,,,,,,,,
2024-06-01,23.0,12257.28806,10987.35489,2118.571762,67.31132374,25430.526235,,,,,,,,,,,,
2024-06-01,24.0,11348.21854,10539.64207,2034.54284,59.65263045,23982.056255,,,,,,,,,,,,
2024-06-01,14.0,8909.1724,11348.31591,935.3885299,188.8914706,21381.768472,,,,,,,,,,,,
2024-06-01,21.0,12942.32296,11641.84274,2333.635273,84.14655084,27001.947163,,,,,,,,,,,,
2024-06-01,13.0,8810.399958,11642.44416,1113.196522,161.1498403,21727.190404,,,,,,,,,,,,
2024-06-01,6.0,10602.50437,9374.352766,1769.661986,46.59378057,21793.112933,,,,,,,,,,,,
2024-06-01,11.0,9326.271826,11736.29056,2078.498506,131.6620305,23272.723002,,,,,,,,,,,,
2024-06-01,1.0,11473.50826,10512.73515,2091.228958,56.42675557,24133.8994309999,,,,,,,,,,,,
2024-06-01,12.0,9058.451298,11845.59897,1479.218761,155.4264905,22538.6956069999,,,,,,,,,,,,
2024-06-01,3.0,10914.11657,9619.459096,1896.906666,49.45793173,22479.94196,,,,,,,,,,,,
2024-06-01,4.0,10517.45809,9385.498598,1829.159128,47.76487902,21779.880711,,,,,,,,,,,,
2024-06-01,5.0,10368.19328,9408.055596,1802.1201,46.76550634,21625.134712,,,,,,,,,,,,
2024-06-01,2.0,11209.0506,10064.62472,1998.300849,52.09828476,23324.074958,,,,,,,,,,,,
2024-06-01,7.0,10310.40556,9401.242507,1776.739484,80.90671844,21569.294286,,,,,,,,,,,,
2024-06-01,8.0,10744.42015,10569.01647,2125.512897,147.5698975,23586.519327,,,,,,,,,,,,
2024-06-01,9.0,10307.88469,11487.16957,2186.126577,124.5977856,24105.778687,,,,,,,,,,,,
2024-06-01,10.0,9746.31251,11438.95533,2211.398577,99.41286048,23496.07931,,,,,,,,,,,,
2024-06-02,24.0,10899.56933,10276.40331,2047.285457,57.10687568,23280.3648389999,,,,,,,,,,,,
2024-06-02,23.0,11716.13413,10895.8546,2143.240901,64.80976165,24820.0392609999,,,,,,,,,,,,
2024-06-02,22.0,12526.54847,11597.54674,2307.648465,73.49707981,26505.24055,,,,,,,,,,,,
2024-06-02,21.0,12715.09201,11503.26711,2361.004704,81.78947959,26661.1532229999,,,,,,,,,,,,
2024-06-02,20.0,12542.82423,11101.24534,2269.111508,87.27684104,26000.457704,,,,,,,,,,,,
2024-06-02,19.0,11904.42694,10724.60879,2053.304643,92.68611313,24775.0067886,,,,,,,,,,,,
2024-06-02,17.0,9417.861111,9933.325132,1313.683667,97.59276344,20762.46263,,,,,,,,,,,,
2024-06-02,16.0,8800.267041,10124.73949,1171.835072,121.742723,20218.584516,,,,,,,,,,,,
2024-06-02,15.0,7988.882229,11119.03309,1208.361284,145.9188233,20462.1952419999,,,,,,,,,,,,
2024-06-02,14.0,7604.848249,11476.20288,1520.862978,175.2441523,20777.15825,,,,,,,,,,,,
2024-06-02,13.0,7654.836963,10799.06536,1749.617083,188.2902614,20391.8097639999,,,,,,,,,,,,
2024-06-02,18.0,10706.8667,10133.88119,1692.049778,98.20909381,22631.006619,,,,,,,,,,,,
2024-06-02,11.0,8266.408329,10696.67058,1976.790909,128.7007767,21068.574472,,,,,,,,,,,,
2024-06-02,10.0,8790.283844,10826.99618,2174.442012,124.6801448,21916.402085,,,,,,,,,,,,
2024-06-02,9.0,9304.893309,10298.38807,2201.579684,120.812807,21925.673913,,,,,,,,,,,,
2024-06-02,8.0,9647.641757,9425.793455,2137.836054,116.2318051,21327.5031063,,,,,,,,,,,,
2024-06-02,7.0,10079.05955,8864.874671,1799.241463,80.27284456,20823.448478,,,,,,,,,,,,
2024-06-02,6.0,10232.41348,8925.933211,1722.650914,45.72850733,20926.72595,,,,,,,,,,,,
2024-06-02,5.0,9980.638229,8824.889543,1729.172657,45.97938076,20580.679636,,,,,,,,,,,,
2024-06-02,4.0,9900.42438,9014.350714,1797.698218,46.60568609,20759.078605,,,,,,,,,,,,
2024-06-02,3.0,9724.687748,9164.824883,1866.246573,48.54901461,20804.308414,,,,,,,,,,,,
2024-06-02,2.0,10102.48834,9438.191926,1945.544924,51.44506287,21537.670225,,,,,,,,,,,,
2024-06-02,1.0,10563.13533,9926.504021,2010.883786,55.86488729,22556.388303,,,,,,,,,,,,
2024-06-02,12.0,7879.956076,10797.98374,1814.468783,157.7785837,20650.187065,,,,,,,,,,,,
2024-06-03,15.0,11472.90716,11727.64283,1338.468756,141.36729,24680.386058,,,,,,,,,,,,
2024-06-03,16.0,11235.23249,12045.26174,1441.220684,121.8558797,24843.570809,,,,,,,,,,,,
2024-06-03,17.0,11771.96942,12196.89067,1656.54997,124.3659329,25749.776013,,,,,,,,,,,,
2024-06-03,19.0,12751.42988,12199.06118,2245.299542,96.4839456,27292.24811,,,,,,,,,,,,
2024-06-03,14.0,11239.02883,12363.20875,1277.370835,141.6869879,25021.295261,,,,,,,,,,,,
2024-06-03,21.0,13314.13558,12453.3801,2450.886972,88.31527315,28306.717817,,,,,,,,,,,,
2024-06-03,22.0,13102.06518,12255.87128,2347.967762,80.43433732,27786.3383449999,,,,,,,,,,,,
2024-06-03,23.0,12258.06995,11562.61387,2166.079951,70.98276093,26057.746487,,,,,,,,,,,,
2024-06-03,24.0,11388.96521,10905.81607,2016.053099,63.03307353,24373.867875,,,,,,,,,,,,
2024-06-03,20.0,13050.77251,12271.51324,2366.078866,91.92445197,27780.288938,,,,,,,,,,,,
2024-06-03,13.0,10755.52262,12841.2579,1447.269212,156.7474237,25200.797484,,,,,,,,,,,,
2024-06-03,18.0,12280.28294,12356.33132,2039.676383,121.2152,26797.505817,,,,,,,,,,,,
2024-06-03,11.0,11609.08341,12623.14887,1602.709791,136.1497466,25971.08526,,,,,,,,,,,,
2024-06-03,2.0,10024.1248,9361.721733,1909.573216,49.63052554,21345.050358,,,,,,,,,,,,
2024-06-03,3.0,9724.495681,9156.764529,1829.885408,46.98180572,20758.130787,,,,,,,,,,,,
2024-06-03,4.0,9709.524063,9133.100535,1802.528522,45.8081357,20690.961152,,,,,,,,,,,,
2024-06-03,5.0,9810.278957,9320.638014,1850.129912,46.55242631,21027.599492,,,,,,,,,,,,
2024-06-03,6.0,10182.3419,9787.797645,1957.82422,48.37192994,21976.335485,,,,,,,,,,,,
2024-06-03,1.0,10408.46179,9826.732131,2000.555929,52.81585204,22288.565691,,,,,,,,,,,,
2024-06-03,7.0,10932.968,10472.57319,2029.009543,85.94608229,23520.496858,,,,,,,,,,,,
2024-06-03,10.0,11481.67459,12388.96715,2092.888472,117.1064273,26080.636565,,,,,,,,,,,,
2024-06-03,12.0,11227.27593,12578.90162,1379.039233,156.4747488,25341.691378,,,,,,,,,,,,
2024-06-03,8.0,11646.04334,11407.11078,2474.829248,118.8747848,25646.858238,,,,,,,,,,,,
2024-06-03,9.0,11453.04595,12210.37725,2336.636031,132.4268883,26132.4860806,,,,,,,,,,,,
2024-06-04,13.0,11535.99427,13333.51484,1411.229637,148.6404941,26429.379433,,,,,,,,,,,,
2024-06-04,23.0,14626.11231,12516.87508,2231.799577,76.609881,29451.397048,,,,,,,,,,,,
2024-06-04,22.0,15838.88587,13387.03101,2394.224513,87.36197083,31707.50357,,,,,,,,,,,,
2024-06-04,21.0,16361.59569,13691.0164,2459.546374,98.35324763,32610.51146,,,,,,,,,,,,
2024-06-04,24.0,13427.47749,11702.87347,2060.887546,67.85042138,27259.089143,,,,,,,,,,,,
2024-06-04,19.0,16208.37748,13542.15732,2237.381582,118.9419028,32106.8817189999,,,,,,,,,,,,
