Date,HR,PGE,SCE,SDGE,VEA,CAISO
2022-07-01,1,12051.38,12593.41,2394.8,66.71,27106.31
2022-07-01,2,11639.44,11926.02,2409.18,61.78,26036.41
2022-07-01,3,11375.01,11356.18,2265.87,57.97,25055.03
2022-07-01,4,11290.7,11051.45,2298.59,56.59,24697.33
2022-07-01,5,11160.8,10866.19,2143.8,55.98,24226.77
2022-07-01,6,11435.53,11107.5,2180.6,56.57,24780.19
2022-07-01,7,11919.14,11437.75,2282.5,60.0,25699.38
2022-07-01,8,12361.74,12382.4,2397.87,66.03,27208.04
2022-07-01,9,12328.39,13321.45,2409.45,70.64,28129.92
2022-07-01,10,11974.25,13991.41,2317.84,74.43,28357.93
2022-07-01,11,11531.22,14253.15,2264.59,79.44,28128.39
2022-07-01,12,11168.85,14724.88,2201.54,84.98,28180.26
2022-07-01,13,10942.5,15517.86,2200.92,90.72,28752.0
2022-07-01,14,11150.87,16012.13,2240.53,96.62,29500.15
2022-07-01,15,11561.33,16626.16,2324.09,102.51,30614.08
2022-07-01,16,12321.7,17298.25,2501.2,107.32,32228.47
2022-07-01,17,13020.95,17570.0,2684.9,112.01,33387.86
2022-07-01,18,13810.44,17716.35,2889.18,115.13,34531.1
2022-07-01,19,14581.06,17359.87,3023.41,114.54,35078.88
2022-07-01,20,14792.74,16559.07,2995.28,109.14,34456.23
2022-07-01,21,14660.54,15783.61,2951.36,101.4,33496.91
2022-07-01,22,14368.33,15164.84,2861.93,92.54,32487.64
2022-07-01,23,13541.63,14196.27,2694.07,82.05,30514.01
2022-07-01,24,12613.98,13067.98,2490.73,73.64,28246.33
2022-07-02,1,11955.72,12216.99,2462.9,66.13,26701.73
2022-07-02,2,11478.96,11513.7,2316.68,61.38,25370.72
2022-07-02,3,11044.02,10945.88,2191.68,57.97,24239.56
2022-07-02,4,10814.79,10589.49,2008.38,55.43,23468.08
2022-07-02,5,10661.61,10371.77,1989.85,53.78,23077.01
2022-07-02,6,10751.15,10174.77,1970.79,53.52,22950.23
2022-07-02,7,11075.79,10085.32,1972.63,57.16,23190.9
2022-07-02,8,11691.63,10755.8,2022.96,63.26,24533.66
2022-07-02,9,11521.94,11409.16,2176.23,69.19,25176.52
2022-07-02,10,11177.2,11811.36,1928.54,74.45,24991.54
2022-07-02,11,10829.73,12125.7,1766.34,80.67,24802.43
2022-07-02,12,10309.71,12421.76,1682.66,86.32,24500.46
2022-07-02,13,10104.11,12736.14,1654.99,92.92,24588.16
2022-07-02,14,10196.15,13209.95,1684.06,97.57,25187.74
2022-07-02,15,10521.04,13806.85,1775.55,101.63,26205.05
2022-07-02,16,10857.34,14341.85,1931.16,105.26,27235.62
2022-07-02,17,11299.98,14963.72,2188.88,108.11,28560.69
2022-07-02,18,12001.26,15161.11,2433.91,109.91,29706.19
2022-07-02,19,12583.83,15212.19,2599.88,108.11,30504.02
2022-07-02,20,13023.32,14570.84,2630.07,102.23,30326.46
2022-07-02,21,13138.38,14050.64,2647.53,94.75,29931.3
2022-07-02,22,13009.69,13618.44,2579.36,86.03,29293.53
2022-07-02,23,12350.54,12780.61,2442.57,76.89,27650.62
2022-07-02,24,11624.49,11907.26,2288.63,68.76,25889.13
