Date,HR,PGE,SCE,SDGE,VEA,CAISO
2021-09-01,1,11451.34,11391.68,2199.0,68.16,25110.18
2021-09-01,2,10927.52,10891.04,2102.47,64.95,23985.98
2021-09-01,3,10494.04,10519.43,2038.21,62.93,23114.62
2021-09-01,4,10498.1,10363.86,2006.95,62.79,22931.7
2021-09-01,5,10428.09,10469.98,2026.7,63.94,22988.7
2021-09-01,6,10874.54,11018.39,2113.59,66.1,24072.61
2021-09-01,7,11621.96,11714.71,2297.57,68.16,25702.4
2021-09-01,8,12287.9,12139.06,2401.16,69.39,26897.49
2021-09-01,9,12437.58,12482.17,2519.28,74.04,27513.07
2021-09-01,10,12607.02,12809.3,2538.1,77.25,28031.67
2021-09-01,11,12548.6,13025.3,2609.69,81.33,28264.92
2021-09-01,12,12349.86,13415.3,2424.44,86.34,28275.95
2021-09-01,13,12362.77,13596.38,2279.71,91.06,28329.92
2021-09-01,14,12186.68,13737.71,2250.5,95.77,28270.66
2021-09-01,15,12726.9,13861.95,2336.46,99.81,29025.12
2021-09-01,16,13098.63,14543.64,2470.24,104.64,30217.15
2021-09-01,17,13596.73,14501.9,2561.89,108.69,30769.21
2021-09-01,18,14096.77,14674.11,2722.19,111.62,31604.69
2021-09-01,19,14509.66,14623.96,2790.01,110.12,32033.75
2021-09-01,20,14445.36,14599.88,2876.79,105.23,32027.25
2021-09-01,21,14386.36,14332.06,2846.63,97.23,31662.27
2021-09-01,22,13684.16,13733.87,2723.22,88.35,30229.59
2021-09-01,23,12701.27,12730.29,2527.64,81.16,28040.36
2021-09-01,24,11787.4,11819.41,2326.66,75.66,26009.13
2021-09-02,1,11192.65,11137.5,2224.21,71.43,24625.8
2021-09-02,2,10890.96,10557.59,2125.02,68.11,23641.68
2021-09-02,3,10760.91,10193.22,2052.66,66.09,23072.89
2021-09-02,4,10682.44,10092.83,2021.22,65.33,22861.81
2021-09-02,5,10554.82,10131.2,2037.1,65.51,22788.63
2021-09-02,6,11046.1,10627.36,2134.18,67.19,23874.82
2021-09-02,7,11819.05,11373.62,2321.23,69.8,25583.71
2021-09-02,8,12450.38,11862.56,2486.48,70.95,26870.36
2021-09-02,9,12691.72,12391.35,2614.44,72.26,27769.77
2021-09-02,10,12941.54,12766.82,2556.02,71.97,28336.35
2021-09-02,11,12579.59,12974.62,2258.26,74.15,27886.62
2021-09-02,12,12376.08,12893.1,2104.78,77.2,27451.16
2021-09-02,13,12114.71,13126.23,2091.82,80.94,27413.7
2021-09-02,14,12243.95,13539.34,2146.48,85.41,28015.17
2021-09-02,15,12579.59,14015.34,2251.62,90.24,28936.78
2021-09-02,16,12928.48,14862.74,2455.68,94.3,30341.2
2021-09-02,17,13669.3,15532.94,2658.25,96.13,31956.61
2021-09-02,18,13835.23,15659.21,2884.34,97.22,32476.0
2021-09-02,19,13827.58,15330.3,2941.78,93.23,32192.89
2021-09-02,20,13860.19,15068.57,2973.15,87.54,31989.44
2021-09-02,21,13737.28,14635.98,2930.19,80.62,31384.07
2021-09-02,22,13384.06,13957.97,2803.27,71.47,30216.77
2021-09-02,23,12403.55,12884.02,2596.4,63.93,27947.91
2021-09-02,24,11483.22,11974.52,2369.51,57.45,25884.71
2021-09-03,1,10960.86,11098.89,2250.09,52.63,24362.47
2021-09-03,2,10566.58,10643.29,2133.71,49.76,23393.35
2021-09-03,3,10238.72,10260.58,2053.09,47.52,22599.91
2021-09-03,4,10165.14,10018.17,2015.72,46.7,22245.71
2021-09-03,5,10253.0,10028.82,2023.32,47.22,22352.36
2021-09-03,6,10648.85,10470.43,2115.03,49.27,23283.57
2021-09-03,7,11364.33,11078.85,2270.15,51.74,24765.08
2021-09-03,8,12206.38,11410.54,2405.04,53.11,26075.07
